"SGB","median_min","individualized","A_stat","p_value","n_sample_pigs","n_sample_farmers","host_specific","category","clade_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","clade_taxid"
"SGB14370",0.170387015888602,FALSE,0.0701949620407873,0.089,7,7,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Paratractidigestivibacter|s__Paratractidigestivibacter_faecalis|t__SGB14370","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Paratractidigestivibacter","Paratractidigestivibacter_faecalis","2|201174|84998|84999|1643824|2847314|2292441|"
"SGB1475",0.379335369960234,TRUE,0.00465119091039046,0.174,16,9,FALSE,"non_host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148|s__GGB1148_SGB1475|t__SGB1475","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1148","GGB1148_SGB1475","2|976|200643|171549|171552|||"
"SGB1477",0.184034742233643,FALSE,0.0417659787122951,0.079,16,9,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis|t__SGB1477","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia_timonensis","2|976|200643|171549|171552|1926672|1852370|"
"SGB14861",0.515527122622315,TRUE,0.109345196533573,0.003,7,9,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominenteromicrobium|s__Hominenteromicrobium_mulieris|t__SGB14861","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Hominenteromicrobium","Hominenteromicrobium_mulieris","2|1239|186801|186802|216572|3073575|2885357|"
"SGB15019",0.449777505286504,TRUE,0.279184792464238,0.001,47,6,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_SGB15019|t__SGB15019","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor_SGB15019","2|1239|186801|186802|216572|1017280||"
"SGB15051",0.204645906824155,FALSE,0.191578294454047,0.001,20,15,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_SGB15051|t__SGB15051","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_SGB15051","2|1239|186801|186802|216572|2591381||"
"SGB15053",0.202529202839871,FALSE,0.17650496589714,0.001,9,40,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_segnis|t__SGB15053","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_segnis","2|1239|186801|186802|216572|2591381|2763042|"
"SGB15089",0.323383120376873,FALSE,0.0963143842486928,0.004,5,17,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola|t__SGB15089","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas_coprocola","2|1239|186801|186802|216572|2892396|2714355|"
"SGB15090",0.151480248887345,FALSE,0.0734691909959724,0.008,11,12,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Brotocaccenecus|s__Brotocaccenecus_SGB15090|t__SGB15090","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Brotocaccenecus","Brotocaccenecus_SGB15090","2|1239|186801|186802|216572|3064194||"
"SGB15095",0.00525322893829532,FALSE,0.227539521042526,0.001,24,10,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15095|t__SGB15095","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9634","GGB9634_SGB15095","2|1239|186801|186802|216572|||"
"SGB15103",0.442428260024013,TRUE,0.115483060095331,0.001,50,11,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15103|t__SGB15103","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9634","GGB9634_SGB15103","2|1239|186801|186802|216572|||"
"SGB15115",0.232732442566429,FALSE,0.146544149233839,0.016,5,8,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9640","GGB9640_SGB15115","2|1239|186801|186802|216572|||"
"SGB15145",0.530309501665407,TRUE,0.17783769435351,0.001,8,19,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Flintibacter|s__Flintibacter_SGB15145|t__SGB15145","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Flintibacter","Flintibacter_SGB15145","2|1239|186801|186802||1918454||"
"SGB15224",0.246625060261295,FALSE,0.479934054656363,0.001,29,28,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB143497|s__GGB143497_SGB15224|t__SGB15224","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB143497","GGB143497_SGB15224","2|1239|186801|186802|216572|||"
"SGB15229",0.370135271037316,TRUE,0.181098103238092,0.001,20,25,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707|s__GGB9707_SGB15229|t__SGB15229","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9707","GGB9707_SGB15229","2|1239|186801|186802|216572|||"
"SGB15236",0.182837095149241,FALSE,0.319236607095792,0.001,51,28,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15236|t__SGB15236","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9708","GGB9708_SGB15236","2|1239|186801|186802|216572|||"
"SGB15249",0.136572968843677,FALSE,0.491847561666018,0.001,61,33,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_MSJ_31|t__SGB15249","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_sp_MSJ_31","2|1239|186801|186802|216572|459786|2841526|"
"SGB15254",0.20100385933933,FALSE,0.106033116508813,0.001,33,40,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_sp_ER4","2|1239|186801|186802|216572|459786|1519439|"
"SGB15256",0.32606963883532,FALSE,0.178961998915974,0.001,43,19,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15256|t__SGB15256","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Oscillospiraceae_unclassified_SGB15256","2|1239|186801|186802|216572|||"
"SGB15271",0.624310510892479,TRUE,0.0404141934094207,0.054,5,9,FALSE,"non_host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium","Ruthenibacterium_lactatiformans","2|1239|186801|186802|216572|1905344|1550024|"
"SGB15286",0.483833250857101,TRUE,0.16460850660186,0.001,20,35,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis|t__SGB15286","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_incertae_sedis","Candidatus_Cibionibacter","Candidatus_Cibionibacter_quicibialis","2|1239|186801|186802|538999|2527773|2500537|"
"SGB15300",0.387011051749508,TRUE,0.147195330445128,0.001,17,32,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15300","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Gemmiger","Gemmiger_formicilis","2|1239|186801|186802||204475|745368|"
"SGB15316",0.17333948441713,FALSE,0.440414128624491,0.001,31,40,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii","2|1239|186801|186802|216572|216851|853|"
"SGB15318",0.410434174235432,TRUE,0.137020804479697,0.001,5,41,TRUE,"host_specific + individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii","2|1239|186801|186802|216572|216851|853|"
"SGB15332",0.0667931776224578,FALSE,0.521799505226907,0.001,40,41,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15332","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii","2|1239|186801|186802|216572|216851|853|"
"SGB15340",0.209381965640293,FALSE,0.3157365654776,0.001,40,24,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_wellingii|t__SGB15340","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_wellingii","2|1239|186801|186802|216572|216851|2929491|"
"SGB15342",0.276781192139959,FALSE,0.330771911805755,0.001,9,41,TRUE,"host_specific + non_individualized","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15342","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii","2|1239|186801|186802|216572|216851|853|"
"SGB15355",0.458482364457563,TRUE,4.26305888499012e-05,0.422,44,6,FALSE,"non_host_specific + individualized","k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15355|t__SGB15355","Bacteria","Firmicutes","CFGB3062","OFGB3062","FGB3062","GGB9747","GGB9747_SGB15355","2|1239||||||"
"SGB15467",0.372168370917178,TRUE,0.0920996305620996,0.001,27,16,TRUE,"host_specific + individualized","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__SGB15467","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_piger","2|200940|3031449|213115|194924|872|901|"
"SGB1613",0.0596575643897326,FALSE,0.0330610048605467,0.001,60,29,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brunsvicensis|t__SGB1613","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_brunsvicensis","2|976|200643|171549|171552|2974251|165179|"
"SGB1614",0.385419821174818,TRUE,0.00659595240893851,0.014,48,14,TRUE,"host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sanihominis|t__SGB1614","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_sanihominis","2|976|200643|171549|171552|2974251|165179|"
"SGB1617",0.0269344378718784,FALSE,0.113354873740326,0.001,59,12,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_hominis|t__SGB1617","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_hominis","2|976|200643|171549|171552|2974251|2518605|"
"SGB1626",0.0324886691823578,FALSE,0.292164212341333,0.001,60,38,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_copri|t__SGB1626","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_copri","2|976|200643|171549|171552|2974251|165179|"
"SGB1636",6.81509674808399e-05,FALSE,0.0361782887271352,0.001,71,19,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brasiliensis|t__SGB1636","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_brasiliensis","2|976|200643|171549|171552|2974251|165179|"
"SGB1644",0.176940957936528,FALSE,0.0174250569317067,0.001,81,33,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sinensis|t__SGB1644","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_sinensis","2|976|200643|171549|171552|2974251|165179|"
"SGB1657",0.239431888932466,FALSE,0.00075115116141311,0.102,57,21,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1239|s__GGB1239_SGB1657|t__SGB1657","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1239","GGB1239_SGB1657","2|976|200643|171549|171552|||"
"SGB1662",0.17625449792398,FALSE,0.0107013501703629,0.001,88,18,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pectinovora|t__SGB1662","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_pectinovora","2|976|200643|171549|171552|838|1602169|"
"SGB1664",0.110783919540635,FALSE,0.245048792197198,0.004,18,9,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB140995|s__GGB140995_SGB1664|t__SGB1664","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB140995","GGB140995_SGB1664","2|976|200643|171549|171552|||"
"SGB1666",0.4402723153248,TRUE,0.00204663656728077,0.039,75,32,TRUE,"host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis|t__SGB1666","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_dentalis","2|976|200643|171549|171552|838|52227|"
"SGB1667",0.566832959764328,TRUE,0.0076779602637147,0.095,25,7,FALSE,"non_host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1246|s__GGB1246_SGB1667|t__SGB1667","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1246","GGB1246_SGB1667","2|976|200643|171549|171552|||"
"SGB1668",0.281538676426171,FALSE,0.0105907380808324,0.001,62,26,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1247|s__GGB1247_SGB1668|t__SGB1668","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1247","GGB1247_SGB1668","2|976|200643|171549|171552|||"
"SGB1671",0.265917339604502,FALSE,0.00176032673754012,0.174,78,23,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_SGB1671|t__SGB1671","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella","Leyella_SGB1671","2|976|200643|171549|171552|2974265||"
"SGB1673",0.173712558662078,FALSE,0.00101830620230103,0.313,43,12,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_stercorea|t__SGB1673","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella","Leyella_stercorea","2|976|200643|171549|171552|2974265|363265|"
"SGB1675",0.58785083671477,TRUE,0.00276694970106428,0.273,22,7,FALSE,"non_host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1675|t__SGB1675","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_SGB1675","2|976|200643|171549|171552|838||"
"SGB1680",0.142307986288332,FALSE,0.0284743588767733,0.001,91,30,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_stercorea|t__SGB1680","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella","Leyella_stercorea","2|976|200643|171549|171552|2974265|363265|"
"SGB1701",0.418206756403627,TRUE,-0.0018827609776868,0.796,42,19,FALSE,"non_host_specific + individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB82047|s__GGB82047_SGB1701|t__SGB1701","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB82047","GGB82047_SGB1701","2|976|200643|171549|171552|||"
"SGB1705",0.148700718736967,FALSE,0.00265232086426803,0.06,77,15,FALSE,"non_host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hallella|s__Hallella_faecis|t__SGB1705","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella_faecis","2|976|200643|171549|171552|52228|2841596|"
"SGB17241",0.651662309711221,TRUE,0.319569309491891,0.001,6,7,TRUE,"host_specific + individualized","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__SGB17241","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_catenulatum","2|201174|1760|85004|31953|1678|1686|"
"SGB1784",0.0960530988479485,FALSE,0.0676855269722636,0.002,30,24,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa|t__SGB1784","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_virosa","2|976|200643|171549|1853231|574697|544645|"
"SGB1790",0.295965494914881,FALSE,0.235489454779992,0.001,7,33,TRUE,"host_specific + non_individualized","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus|t__SGB1790","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter_splanchnicus","2|976|200643|171549|1853231|283168|28118|"
