	f16ppB	f13pp	S9H1	w25pp	w10pp	f20ppB	w23pp	f21pp	f14ppA	f31pp	f12ppB	f7pp	f24pp	f8pp	f30pp	f23ppA	w31pp	w24pp	w29pp	w27pp	f16ppA	w2pp	w16pp	f23ppB	w11pp	f10pp	w26pp	S14Hp	w12pp	w18pp	f6ppA	w32pp	w6pp	530451	S18H1	f2pp	f17ppB	f12ppA	w28pp	f11pp	f20ppA	w20pp	f14ppB	S12Hp	w3pp	w1pp	f19pp	w15pp	w19pp	f6ppB	f15pp	w13pp	w14pp	w22pp	w8pp	w17pp	f32pp
f19pp	0.36445646715073626	0.3285696552148481	0.4599644826550716	0.44214761783280254	0.27570850305367356	0.29418953970117245	0.2570099642687077	0.3259348150201225	0.3125537977902191	0.32806662695350264	0.2673822249011257	0.3580699904669118	0.22795539541786086	0.3104989864393568	0.2753894257217641	0.3144971583056321	0.2948803606034499	0.23824086357974456	0.3131202466209094	0.26119432585404745	0.3145662523179881	0.3750981468492487	0.22414645102332556	0.2619678742487963	0.255202758893449	0.17480375845172622	0.20779627228750183	0.41750619562645575	0.26813566230731656	0.26376741802350695	0.32634056942800305	0.4372760201623169	0.35823566216547276	0.5465624799873517	0.48356544840825005	0.2788222873690178	0.2979682322122813	0.3865212762759934	0.2690643728201521	0.23238121343543106	0.17044580837977458	0.2412052858204962	0.1659464344517313	0.3461002609700969	0.3624459490774278	0.278407385635582	0.0	0.15053839771867797	0.09249806524154175	0.3700134671483567	0.2646486243849525	0.3575874991900117	0.23150829572061418	0.2622186254712457	0.403799237516144	0.40104093628144044	0.5056343582936282
w15pp	0.4929289721962108	0.4570421602603226	0.5884369877005462	0.570620122878277	0.4041810080991481	0.422662044746647	0.3854824693141823	0.45440732006559703	0.44102630283569355	0.4565391319989771	0.3958547299466002	0.4865424955123863	0.3564279004633354	0.43897149148483133	0.40386193076723864	0.4429696633511066	0.42335286564892444	0.3667133686252191	0.441592751666384	0.3896668308995219	0.44303875736346265	0.5035706518947232	0.3526189560688001	0.39044037929427083	0.3836752639389235	0.30327626349720077	0.33626877733297633	0.5459787006719303	0.3966081673527911	0.3922399230689815	0.4548130744734775	0.5657485252077914	0.48670816721094723	0.6750349850328263	0.6120379534537246	0.4072947924144923	0.4264407372577559	0.514993781321468	0.39753687786562664	0.3608537184809056	0.29891831342524905	0.3696777908659707	0.2944189394972058	0.4745727660155714	0.4909184541229023	0.4068798906810565	0.15053839771867797	0.0	0.22097057028701625	0.49848597219383123	0.393121129430427	0.48606000423548623	0.3599808007660887	0.3906911305167202	0.5322717425616186	0.5295134413269149	0.6341068633391027
w19pp	0.41410927344285836	0.3782224615069702	0.5096172889471937	0.49180042412492464	0.32536130934579566	0.34384234599329455	0.3066627705608298	0.3755876213122446	0.3622066040823412	0.37771943324562474	0.3170350311932478	0.4077227967590339	0.27760820170998296	0.3601517927314789	0.3250422320138862	0.36414996459775417	0.344533166895572	0.28789366987186665	0.3627730529130315	0.31084713214616955	0.3642190586101102	0.4247509531413708	0.27379925731544763	0.3116206805409184	0.3048555651855711	0.2244565647438483	0.25744907857962396	0.46715900191857784	0.31778846859943866	0.31342022431562905	0.37599337572012514	0.486928826454439	0.40788846845759485	0.5962152862794738	0.5332182547003721	0.3284750936611399	0.3476210385044034	0.4361740825681155	0.3187171791122742	0.28203401972755315	0.22009861467189668	0.29085809211261826	0.2155992407438534	0.395753067262219	0.4120987553695499	0.3280601919277041	0.09249806524154175	0.22097057028701625	0.0	0.4196662734404788	0.3143014306770746	0.4072403054821338	0.28116110201273625	0.31187143176336785	0.4534520438082661	0.45069374257356254	0.5552871645857502
f6ppB	0.46281854016804985	0.4269317282321617	0.5583265556723852	0.5405096908501161	0.37407057607098715	0.39255161271848604	0.3553720372860213	0.4242968880374361	0.41091587080753267	0.4264286999708162	0.36574429791843927	0.4564320634842254	0.32631746843517445	0.4088610594566704	0.3737514987390777	0.41285923132294566	0.3932424336207635	0.33660293659705814	0.411482319638223	0.35955639887136104	0.4129283253353017	0.4734602198665623	0.3225085240406391	0.3603299472661099	0.3535648319107626	0.27316583146903983	0.3061583453048154	0.5158682686437693	0.36649773532463015	0.3621294910408205	0.4247026424453166	0.5356380931796305	0.4565977351827863	0.6449245530046653	0.5819275214255636	0.37718436038633135	0.3963303052295949	0.484883349293307	0.36742644583746564	0.33074328645274464	0.2688078813970881	0.33956735883780975	0.3090583028189694	0.489212129337335	0.5055578174446659	0.4215192540028201	0.3700134671483567	0.49848597219383123	0.4196662734404788	0.0	0.10536684276440428	0.35658473273119473	0.23050552926179718	0.36058069848855934	0.5021613105334576	0.49940300929875403	0.6039964313109418
f15pp	0.35745369740464555	0.32156688546875745	0.4529617129089809	0.43514484808671183	0.26870573330758285	0.2871867699550818	0.2500071945226171	0.31893204527403185	0.30555102804412837	0.32106385720741193	0.260379455155035	0.35106722072082114	0.2209526256717702	0.30349621669326615	0.26838665597567346	0.3074943885595414	0.28787759085735926	0.2312380938336539	0.30611747687481883	0.25419155610795674	0.3075634825718975	0.36809537710315804	0.2171436812772349	0.25496510450270565	0.24819998914735833	0.16780098870563556	0.20079350254141118	0.4105034258803651	0.2611328925612259	0.2567646482774163	0.31933779968191234	0.43027325041622627	0.35123289241938205	0.539559710241261	0.4765626786621594	0.2718195176229271	0.2909654624661907	0.3795185065299028	0.26206160307406146	0.2253784436893404	0.16344303863368392	0.23420251607440554	0.20369346005556516	0.38384728657393075	0.4001929746812617	0.3161544112394159	0.2646486243849525	0.393121129430427	0.3143014306770746	0.10536684276440428	0.0	0.2512198899677905	0.12514068649839297	0.25521585572515504	0.3967964677700533	0.39403816653534973	0.4986315885475375
w13pp	0.4503925722097048	0.41450576027381664	0.5459005877140402	0.5280837228917711	0.3616446081126421	0.380125644760141	0.34294606932767624	0.41187092007909104	0.3984899028491876	0.4140027320124712	0.3533183299600942	0.44400609552588033	0.3138915004768294	0.39643509149832534	0.36132553078073265	0.4004332633646006	0.38081646566241845	0.3241769686387131	0.39905635167987796	0.347130430913016	0.40050235737695666	0.46103425190821723	0.31008255608229407	0.34790397930776484	0.34113886395241755	0.2607398635106948	0.2937323773464704	0.5034423006854243	0.3540717673662851	0.3497035230824755	0.4122766744869716	0.5232121252212855	0.4441717672244413	0.6324985850463203	0.5695015534672185	0.36475839242798636	0.38390433727124984	0.47245738133496196	0.35500047787912065	0.3183173184943996	0.2563819134387431	0.3271413908794647	0.29663233486062435	0.47678616137899	0.49313184948632083	0.40909328604447504	0.3575874991900117	0.48606000423548623	0.4072403054821338	0.35658473273119473	0.2512198899677905	0.0	0.12608120347039758	0.3481547305302143	0.48973534257511253	0.486977041340409	0.5915704633525967
w14pp	0.32431336874030725	0.28842655680441914	0.41982138424464266	0.4020045194223736	0.23556540464324455	0.2540464412907435	0.21686686585827877	0.28579171660969355	0.2724106993797901	0.2879235285430737	0.22723912649069672	0.31792689205648283	0.1878122970074319	0.27035588802892785	0.23524632731133516	0.2743540598952031	0.25473726219302095	0.1980977651693156	0.27297714821048047	0.22105122744361846	0.27442315390755917	0.33495504843881974	0.1840033526128966	0.22182477583836735	0.21505966048302003	0.13466066004129726	0.16765317387707285	0.3773630972160268	0.2279925638968876	0.223624319613078	0.28619747101757403	0.39713292175188797	0.31809256375504374	0.5064193815769228	0.4434223499978211	0.2386791889585888	0.25782513380185235	0.34637817786556446	0.22892127440972315	0.1922381150250021	0.1303027099693456	0.2010621874100672	0.17055313139122685	0.35070695790959244	0.36705264601692333	0.28301408257507754	0.23150829572061418	0.3599808007660887	0.28116110201273625	0.23050552926179718	0.12514068649839297	0.12608120347039758	0.0	0.22207552706081674	0.36365613910571504	0.3608978378710114	0.46549125988319917
w22pp	0.14829324227459295	0.11240643033870484	0.24380125777892836	0.22598439295665929	0.059545278177530275	0.13647556603284566	0.09929599060038094	0.21010790155063153	0.19672688432072805	0.2122397134840116	0.15155531143163467	0.24224307699742081	0.11212848194836986	0.1946720729698658	0.15956251225227314	0.1986702448361411	0.17905344713395893	0.12241395011025358	0.19729333315141845	0.14536741238455642	0.19873933884849715	0.2592712333797577	0.12924337972197614	0.1670648029474469	0.1602996875920996	0.1027833334268801	0.16808958865464924	0.3777995119936032	0.22842897867446393	0.22406073439065433	0.28663388579515037	0.39756933652946436	0.3185289785326201	0.5068557963544992	0.44385876477539743	0.23911560373616514	0.2582615485794287	0.34681459264314085	0.22935768918729948	0.19371652836623252	0.15200309271194684	0.22276257015266843	0.2012634611418584	0.381417287660224	0.3977629757675549	0.313724412325709	0.2622186254712457	0.3906911305167202	0.31187143176336785	0.36058069848855934	0.25521585572515504	0.3481547305302143	0.22207552706081674	0.0	0.1876360126400007	0.18487771140529713	0.28947113341748487
w8pp	0.18808109792598052	0.22860845895775023	0.36000328639797374	0.34218642157570467	0.17574730679657566	0.27805617807774397	0.24087660264527921	0.3516885135955298	0.3383074963656263	0.35382032552890985	0.29313592347653294	0.38382368904231906	0.25370909399326813	0.3362526850147641	0.3011431242971714	0.3402508568810394	0.32063405917885723	0.2639945621551518	0.33887394519631675	0.2869480244294547	0.3403199508933954	0.40085184542465596	0.27082399176687444	0.3086454149923452	0.30188029963699786	0.2443639454717784	0.30967020069954754	0.5193801240385014	0.3700095907193622	0.36564134643555257	0.42821449784004867	0.5391499485743626	0.4601095905775184	0.6484364083993974	0.5854393768202957	0.3806962157810634	0.3998421606243269	0.48839520468803915	0.37093830123219773	0.3352971404111308	0.29358370475684514	0.3643431821975667	0.3428440731867567	0.5229978997051223	0.5393435878124532	0.4553050243706073	0.403799237516144	0.5322717425616186	0.4534520438082661	0.5021613105334576	0.3967964677700533	0.48973534257511253	0.36365613910571504	0.1876360126400007	0.0	0.2246655670566847	0.32925898906887247
w17pp	0.15229370517207763	0.22585015772304665	0.3572449851632702	0.3394281203410011	0.17298900556187208	0.27529787684304036	0.23811830141057563	0.3489302123608262	0.33554919513092274	0.3510620242942063	0.2903776222418294	0.38106538780761545	0.2509507927585646	0.33349438378006047	0.29838482306246783	0.3374925556463358	0.3178757579441536	0.26123626092044827	0.33611564396161314	0.2841897231947511	0.33756164965869184	0.39809354418995235	0.2680656905321709	0.3058871137576416	0.29912199840229425	0.2416056442370748	0.30691189946484393	0.5166218228037979	0.36725128948465857	0.362883045200849	0.42545619660534506	0.536391647339659	0.45735128934281477	0.6456781071646939	0.5826810755855921	0.37793791454635983	0.3970838593896233	0.48563690345333554	0.3681799999974942	0.33253883917642724	0.29082540352214153	0.3615848809628631	0.3400857719520531	0.5202395984704187	0.5365852865777496	0.4525467231359037	0.40104093628144044	0.5295134413269149	0.45069374257356254	0.49940300929875403	0.39403816653534973	0.486977041340409	0.3608978378710114	0.18487771140529713	0.2246655670566847	0.0	0.29347159631496955
f32pp	0.19932351977920612	0.3304435797352344	0.46183840717545793	0.44402154235318886	0.2775824275740598	0.3798912988552281	0.3427117234227634	0.45352363437301396	0.44014261714311054	0.45565544630639404	0.39497104425401713	0.48565880981980325	0.3555442147707523	0.43808780579224826	0.4029782450746556	0.44208597765852353	0.42246917995634137	0.36582968293263607	0.4407090659738009	0.3887831452069389	0.44215507167087964	0.5026869662021402	0.37265911254435863	0.41048053576982935	0.40371542041448205	0.34619906624926255	0.41150532147703167	0.6212152448159856	0.47184471149684637	0.46747646721303676	0.5300496186175329	0.6409850693518468	0.5619447113550026	0.7502715291768817	0.6872744975977799	0.4825313365585476	0.5016772814018111	0.5902303254655233	0.4727734220096819	0.437132261188615	0.3954188255343293	0.46617830297505086	0.4446791939642408	0.6248330204826065	0.6411787085899374	0.5571401451480915	0.5056343582936282	0.6341068633391027	0.5552871645857502	0.6039964313109418	0.4986315885475375	0.5915704633525967	0.46549125988319917	0.28947113341748487	0.32925898906887247	0.29347159631496955	0.0
