	s31pp	w10pp	s10pp	S12Hp	530451	w16pp	s16pp	s29pp	S21H1	s9pp	w18pp	s21pp	530055	s12pp	s20pp	S13Hp	s13pp	F7H1	s24pp	S3Hp	S27H1	w11pp	s7pp	S9H1	s1pp	s11pp	s25pp	s19pp	S14Hp	s32pp	S8Hp	S26Hp	s26pp	s22pp	S22Hp	S18H1	S20H1	S11Hp	w15pp	w27pp	s27pp	w4pp	S16H2	s4pp	f16ppA	530331	f8pp	f18pp	F6H1	s3pp	f21pp	f30pp	f14ppB	s14pp	w14pp	f25pp	S19H1	f4pp	f6ppB	w6pp	S1Hp	F23HpA	S4Hp	s18pp	w13pp	s30pp	s17pp	s15pp	w30pp	s2pp	s28pp	S28Hp
S4Hp	0.5021662961364262	0.4976633556951871	0.4976633556951871	0.5004352276197022	0.5070040704204036	0.5217469917146031	0.5136667932388073	0.5893114199490133	0.5884858605353729	0.5376899276026719	0.46798534591017193	0.5432235138349374	0.5930505366772864	0.3945469349430425	0.4471077171763284	0.49878250147120806	0.48568591826505425	0.4789919809860766	0.45099160910620933	0.5444695479412531	0.4781960338499926	0.3818349608309666	0.4414304430902063	0.497357808312376	0.4458835937257133	0.38018681352664097	0.31171763729269253	0.3212732622055854	0.43380790545906933	0.42480301553945354	0.4603348076136221	0.45284403973050036	0.5090821550594438	0.44866227852098073	0.49395260775263256	0.4484987096922435	0.4366446791044038	0.419028739382059	0.3633648263751421	0.3967427215845239	0.3940115881843096	0.28622593964602794	0.4768403978915359	0.31492289605621065	0.31214557421523936	0.701224222240903	0.24674968099308855	0.27035273518404707	0.3406256060688143	0.22730102376817327	0.3180738538221737	0.36905606779768474	0.32548667069637105	0.34938392627027604	0.3727528316376725	0.3291553349943499	0.35083795254662437	0.34313675481714345	0.4086707219216677	0.3935605425382894	0.44197959524707786	0.32936483035174846	0.0	0.2430170995157744	0.21436609004438428	0.4237290488050661	0.48302706183965777	0.5093684418706489	0.4444999703210389	0.36192870844558805	0.41785050206638147	0.4363844354426241
s18pp	0.45683387902721245	0.4523309385859734	0.4523309385859734	0.4551028105104884	0.46167165331119	0.4764145746053895	0.4683343761295935	0.5439790028397996	0.5431534434261591	0.4923575104934581	0.4226529288009582	0.4978910967257237	0.5477181195680727	0.34921451783382884	0.4017753000671147	0.45345008436199435	0.44035350115584054	0.4336595638768629	0.4056591919969956	0.4991371308320394	0.4328636167407789	0.3365025437217528	0.39609802598099253	0.4520253912031623	0.4005511766164996	0.3348543964174273	0.2663852201834789	0.2759408450963717	0.3884754883498556	0.3794705984302398	0.4150023905044084	0.40751162262128665	0.46374973795023	0.40332986141176697	0.44862019064341885	0.4031662925830297	0.3913122619951901	0.3736963222728452	0.31803240926592835	0.3514103044753102	0.3486791710750959	0.24089352253681423	0.4315079807823222	0.26959047894699695	0.2668131571060257	0.6558918051316893	0.20141726388387485	0.22502031807483336	0.2952931889596006	0.18196860665895956	0.2727414367129599	0.32372365068847103	0.28015425358715734	0.30405150916106227	0.32742041452845877	0.28382291788513614	0.30550553543741066	0.29780433770792974	0.363338304812454	0.3482281254290757	0.39664717813786415	0.2840324132425347	0.2430170995157744	0.0	0.11688711049599877	0.3783966316958524	0.43769464473044406	0.46403602476143513	0.3991675532118252	0.31659629133637435	0.37251808495716776	0.3910520183334104
w13pp	0.4281828695558223	0.4236799291145833	0.4236799291145833	0.4264518010390983	0.4330206438397998	0.44776356513399934	0.4396833666582034	0.5153279933684095	0.514502433954769	0.463706501022068	0.3940019193295681	0.4692400872543335	0.5190671100966825	0.3205635083624387	0.3731242905957246	0.4247990748906042	0.4117024916844504	0.4050085544054728	0.37700818252560553	0.47048612136064927	0.4042126072693888	0.3078515342503627	0.36744701650960243	0.4233743817317722	0.37190016714510943	0.30620338694603716	0.23773421071208872	0.24728983562498155	0.35982447887846547	0.3508195889588497	0.38635138103301825	0.3788606131498965	0.4350987284788399	0.37467885194037687	0.41996918117202875	0.3745152831116396	0.3626612525238	0.3450453128014551	0.28938139979453825	0.3227592950039201	0.32002816160370573	0.21224251306542413	0.4028569713109321	0.24093946947560682	0.23816214763463556	0.6272407956602992	0.17276625441248472	0.1963693086034432	0.26664217948821045	0.15331759718756943	0.24409042724156982	0.2950726412170809	0.2515032441157672	0.2754004996896722	0.2987694050570686	0.25517190841374604	0.2768545259660205	0.2691533282365396	0.33468729534106384	0.31957711595768556	0.367996168666474	0.2553814037711446	0.21436609004438428	0.11688711049599877	0.0	0.34974562222446226	0.4090436352590539	0.43538501529004503	0.370516543740435	0.2879452818649842	0.3438670754857776	0.36240100886202026
s30pp	0.3167748197767374	0.3122718793354983	0.3122718793354983	0.3150437512600133	0.32161259406071485	0.33635551535491437	0.32827531687911843	0.40391994358932454	0.4030943841756841	0.35229845124298304	0.28259386955048316	0.3578320374752486	0.4076590603175976	0.20915545858335374	0.26171624081663963	0.3133910251115193	0.3002944419053655	0.2936005046263878	0.26560013274652056	0.35907807158156435	0.2928045574903038	0.22682018713198376	0.2864156693912235	0.34234303461339327	0.29086882002673053	0.2251720398276582	0.1787450952862426	0.18830072019913546	0.3008353634526194	0.29183047353300356	0.3273622656071722	0.31987149772405044	0.3761096130529938	0.31568973651453075	0.36098006574618263	0.36055716553238176	0.34870313494454214	0.33108719522219726	0.312485984944515	0.34586388015389685	0.34313274675368255	0.28341278607164744	0.4740272443171554	0.31210974248183015	0.3347147244571346	0.7237933724827983	0.2693188312349838	0.34497820683854835	0.4152510777233156	0.3019264954226745	0.39269932547667497	0.443681539452186	0.40011214235087234	0.42400939792477726	0.44737830329217376	0.4037808066488512	0.42546342420112565	0.41776222647164474	0.483296193576169	0.4681860141927907	0.5166050669015791	0.40399030200624975	0.4237290488050661	0.3783966316958524	0.34974562222446226	0.0	0.10730725780317289	0.13364863783416397	0.06878016628455401	0.092738601652298	0.1775196148819224	0.19605354825816507
s17pp	0.376072832811329	0.37156989237008997	0.37156989237008997	0.374341764294605	0.3809106070953065	0.395653528389506	0.3875733299137101	0.4632179566239162	0.46239239721027575	0.4115964642775747	0.3418918825850748	0.41713005050984026	0.4669570733521892	0.26845347161794536	0.3210142538512313	0.37268903814611093	0.3595924549399571	0.35289851766097946	0.3248981457811122	0.418376084616156	0.35210257052489546	0.2861182001665754	0.3457136824258151	0.4016410476479849	0.3501668330613222	0.28447005286224986	0.23804310832083425	0.2475987332337271	0.36013337648721105	0.3511284865675952	0.38666027864176383	0.3791695107586421	0.43540762608758543	0.3749877495491224	0.4202780787807743	0.4198551785669734	0.4080011479791338	0.3903852082567889	0.37178399797910666	0.4051618931884885	0.4024307597882742	0.3427107991062391	0.5333252573517471	0.3714077555164218	0.3940127374917263	0.78309138551739	0.32861684426957544	0.40427621987314	0.47454909075790724	0.36122450845726617	0.4519973385112666	0.5029795524867777	0.459410155385464	0.4833074109593689	0.5066763163267654	0.46307881968344283	0.4847614372357173	0.4770602395062364	0.5425942066107606	0.5274840272273824	0.5759030799361708	0.4632883150408414	0.48302706183965777	0.43769464473044406	0.4090436352590539	0.10730725780317289	0.0	0.05506902242984991	0.056201057765486256	0.15203661468688964	0.23681762791651403	0.2553515612927567
s15pp	0.40241421284232015	0.39791127240108104	0.39791127240108104	0.40068314432559604	0.4072519871262976	0.42199490842049714	0.41391470994470114	0.48955933665490725	0.4887337772412669	0.43793784430856575	0.3682332626160659	0.4434714305408314	0.49329845338318035	0.2947948516489365	0.34735563388222235	0.39903041817710205	0.38593383497094824	0.37923989769197053	0.35123952581210327	0.4447174646471471	0.37844395055588653	0.3124595801975665	0.3720550624568062	0.427982427678976	0.3765082130923133	0.310811432893241	0.2643844883518254	0.2739401132647182	0.3864747565182022	0.3774698665985863	0.41300165867275496	0.4055108907896332	0.4617490061185765	0.40132912958011346	0.44661945881176535	0.4461965585979645	0.43434252801012485	0.41672658828778	0.39812537801009773	0.43150327321947957	0.4287721398192653	0.3690521791372302	0.5596666373827381	0.39774913554741287	0.42035411752271734	0.8094327655483811	0.35495822430056656	0.43061759990413107	0.5008904707888984	0.38756588848825724	0.47833871854225773	0.5293209325177688	0.4857515354164551	0.50964879099036	0.5330176963577565	0.48942019971443396	0.5111028172667084	0.5034016195372275	0.5689355866417517	0.5538254072583735	0.6022444599671619	0.4896296950718325	0.5093684418706489	0.46403602476143513	0.43538501529004503	0.13364863783416397	0.05506902242984991	0.0	0.08254243779647734	0.17837799471788074	0.26315900794750513	0.2816929413237478
w30pp	0.33754574129271014	0.3330428008514711	0.3330428008514711	0.3358146727759861	0.3423835155766876	0.35712643687088713	0.3490462383950912	0.4246908651052973	0.42386530569165687	0.3730693727589558	0.3033647910664559	0.37860295899122137	0.42842998183357034	0.22992638009932648	0.2824871623326124	0.33416194662749205	0.32106536342133823	0.3143714261423606	0.2863710542624933	0.3798489930975371	0.3135754790062766	0.24759110864795653	0.30718659090719624	0.36311395612936603	0.3116397415427033	0.24594296134363097	0.19951601680221537	0.20907164171510823	0.32160628496859217	0.3126013950489763	0.34813318712314495	0.3406424192400232	0.39688053456896655	0.3364606580305035	0.3817509872621554	0.3813280870483545	0.3694740564605149	0.35185811673817	0.3332569064604878	0.3666348016698696	0.3639036682696553	0.3041837075876202	0.4947981658331282	0.3328806639978029	0.3554856459731074	0.7445642939987711	0.29008975275095655	0.3657491283545211	0.43602199923928836	0.3226974169386473	0.4134702469926477	0.4644524609681588	0.4208830638668451	0.44478031944075	0.4681492248081465	0.42455172816482395	0.4462343457170984	0.4385331479876175	0.5040671150921417	0.4889569357087635	0.537375988417552	0.4247612235222225	0.4444999703210389	0.3991675532118252	0.370516543740435	0.06878016628455401	0.056201057765486256	0.08254243779647734	0.0	0.11350952316827075	0.19829053639789515	0.21682446977413783
s2pp	0.2549744794172593	0.25047153897602026	0.25047153897602026	0.25324341090053526	0.2598122537012368	0.2745551749954363	0.26647497651964036	0.34211960322984647	0.34129404381620604	0.29049811088350497	0.22079352919100512	0.29603169711577054	0.3458587199581195	0.14735511822387568	0.1999159004571616	0.2515906847520412	0.23849410154588743	0.23180016426690978	0.20379979238704252	0.2972777312220863	0.23100421713082578	0.16501984677250572	0.22461532903174544	0.2805426942539152	0.2290684796672525	0.16337169946818017	0.11694475492676457	0.1265003798396574	0.23903502309314137	0.23003013317352553	0.2655619252476941	0.25807115736457237	0.3143092726935157	0.2538893961550527	0.29917972538670456	0.2987568251729037	0.28690279458506407	0.2692868548627192	0.25068564458503695	0.2840635397944188	0.2813324063942045	0.2216124457121694	0.41222690395767736	0.2503094021223521	0.27291438409765656	0.6619930321233203	0.20751849087550575	0.2831778664790703	0.35345073736383753	0.24012615506319648	0.3308989851171969	0.38188119909270796	0.33831180199139427	0.3622090575652992	0.3855779629326957	0.3419804662893731	0.3636630838416476	0.35596188611216667	0.4214958532166909	0.40638567383331264	0.4548047265421011	0.3421899616467717	0.36192870844558805	0.31659629133637435	0.2879452818649842	0.092738601652298	0.15203661468688964	0.17837799471788074	0.11350952316827075	0.0	0.11571927452244436	0.13425320789868703
s28pp	0.31089627303805273	0.3063933325968137	0.3063933325968137	0.3091652045213287	0.3157340473220302	0.3304769686162297	0.3223967701404338	0.3980413968506399	0.39721583743699945	0.3464199045042984	0.2767153228117985	0.35195349073656396	0.4017805135789129	0.20327691184466903	0.255837694077955	0.30751247837283463	0.2944158951666808	0.28772195788770316	0.2597215860078359	0.3531995248428797	0.28692601075161916	0.22094164039329908	0.28053712265253883	0.3364644878747086	0.2849902732880459	0.21929349308897353	0.17286654854755792	0.18242217346045078	0.29495681671393476	0.2859519267943189	0.32148371886848753	0.3139929509853658	0.37023106631430913	0.3098111897758461	0.355101519007498	0.3546786187936971	0.3428245882058575	0.3252086484835126	0.30660743820583036	0.3399853334152122	0.3372542000149979	0.2775342393329628	0.4681486975784708	0.3062311957431455	0.32883617771845	0.7179148257441136	0.26344028449629914	0.3390996600998637	0.40937253098463094	0.29604794868398987	0.3868207787379903	0.43780299271350137	0.3942335956121877	0.4181308511860926	0.4414997565534891	0.39790225991016653	0.419584877462441	0.4118836797329601	0.47741764683748433	0.46230746745410606	0.5107265201628944	0.3981117552675651	0.41785050206638147	0.37251808495716776	0.3438670754857776	0.1775196148819224	0.23681762791651403	0.26315900794750513	0.19829053639789515	0.11571927452244436	0.0	0.05848235961438883
S28Hp	0.3294302064142954	0.3249272659730563	0.3249272659730563	0.3276991378975713	0.33426798069827285	0.34901090199247237	0.3409307035166764	0.41657533022688253	0.4157497708132421	0.36495383788054103	0.29524925618804115	0.3704874241128066	0.4203144469551556	0.2218108452209117	0.27437162745419763	0.3260464117490773	0.31294982854292347	0.3062558912639458	0.27825551938407855	0.37173345821912235	0.3054599441278618	0.23947557376954176	0.2990710560287815	0.35499842125095127	0.30352420666428853	0.2378274264652162	0.1914004819238006	0.20095610683669346	0.3134907500901774	0.30448586017056156	0.3400176522447302	0.33252688436160843	0.3887649996905518	0.32834512315208875	0.37363545238374063	0.37321255216993976	0.36135852158210013	0.34374258185975526	0.325141371582073	0.35851926679145485	0.35578813339124055	0.29606817270920543	0.4866826309547134	0.32476512911938815	0.3473701110946926	0.7364487591203562	0.2819742178725418	0.35763359347610635	0.4279064643608736	0.3145818820602325	0.40535471211423296	0.456336926089744	0.41276752898843033	0.43666478456233526	0.46003368992973176	0.4164361932864092	0.43811881083868365	0.43041761310920273	0.495951580213727	0.4808414008303487	0.5292604535391371	0.41664568864380774	0.4363844354426241	0.3910520183334104	0.36240100886202026	0.19605354825816507	0.2553515612927567	0.2816929413237478	0.21682446977413783	0.13425320789868703	0.05848235961438883	0.0
