	f7pp	w24pp	w14pp	F3H1	F6H1	f4pp	S2Hp	F1H1	S9H1	F7H1	F16H1	w25pp	s28pp	S28Hp	S27H1	f8pp	w17pp	F8H1	S14Hp	S13Hp	S1Hp	F32H1	F23HpA	s24H1	S11Hp	w23pp	f21pp	S12Hp	w3pp	S8Hp	S4Hp	F22HpB	S26Hp	S22Hp	31300	S18H1	S29H1	S19H1	f6ppA	530451	w13pp	s29pp	w20pp	f16ppA	f16ppB	w16pp	f32pp	f25pp	S3Hp	F14H1A	S15Hp	s24pp	f31pp	f6ppB	f24pp	S17H1	F14H1B	S7Hp	f1pp	f12ppB	w11pp
w16pp	0.25158657847919474	0.23767406349155892	0.2515276240338035	0.3427790161246135	0.34085625430905664	0.24211015855631626	0.3198851616712437	0.3707358359691041	0.3254427090256599	0.33380250721408333	0.3376710346354254	0.2651331569100749	0.29794521510634664	0.3272701682028749	0.3154232745979792	0.21747786487951165	0.2518177209576839	0.3518668755077309	0.32252062031069073	0.3434507401532534	0.271413657266454	0.3353306274882074	0.3428881398285367	0.3665155198439333	0.33008012046405144	0.2973406313714916	0.2700921734959554	0.20562013934383858	0.21516860652846037	0.22188778005233462	0.26213439944491035	0.35155241974600077	0.41304499703490816	0.5526072575998782	0.5731140638158365	0.3060406475261853	0.3429074672160688	0.36530326416452896	0.22148097343587653	0.32705450836522365	0.2666551757879643	0.23404808623816706	0.19093175460587952	0.1372355203076669	0.10533088908930906	0.0	0.20139927822392414	0.16982681705452204	0.2482997838814915	0.2793965966641947	0.28601134326793853	0.29051762876744924	0.2422640638747089	0.24844154284842063	0.22715352840171277	0.3140091353076063	0.33509847869067866	0.3208908772787097	0.2652143160467747	0.24239301788177756	0.2636103877426479
f32pp	0.25349146846083587	0.23957895347320007	0.25343251401544464	0.3446839061062546	0.34276114429069776	0.2440150485379574	0.3217900516528848	0.3726407259507452	0.32734759900730104	0.3357073971957245	0.33957592461706654	0.267038046891716	0.2998501050879878	0.3291750581845161	0.3173281645796203	0.21938275486115277	0.253722610939325	0.35377176548937206	0.32442551029233185	0.3453556301348945	0.2733185472480951	0.3372355174698486	0.34479302981017784	0.36842040982557445	0.3319850104456926	0.29924552135313276	0.27199706347759656	0.20752502932547973	0.21707349651010152	0.22379267003397574	0.2640392894265515	0.3534573097276419	0.4149498870165493	0.5545121475815193	0.5750189537974777	0.3079455375078265	0.3448123571977099	0.36720815414617014	0.22338586341751765	0.32895939834686483	0.26856006576960545	0.2359529762198082	0.19283664458752064	0.1870046779824042	0.1978791004741692	0.20139927822392414	0.0	0.12544613195327625	0.21859843908446527	0.2813014866458359	0.28791623324957966	0.29242251874909037	0.24416895385635004	0.2503464328300618	0.22905841838335392	0.3159140252892475	0.33700336867231984	0.3227957672603508	0.2671192060284159	0.2442979078634187	0.26551527772428907
f25pp	0.2219190072914338	0.20800649230379797	0.22186005284604257	0.3131114449368525	0.31118868312129566	0.2124425873685553	0.2902175904834827	0.3410682647813431	0.295775137837899	0.30413493602632236	0.3080034634476645	0.2354655857223139	0.2682776439185857	0.29760259701511393	0.2857557034102183	0.18781029369175067	0.22215014976992295	0.3221993043199699	0.29285304912292975	0.3137831689654924	0.24174608607869302	0.3056630563004465	0.31322056864077574	0.3368479486561724	0.30041254927629046	0.26767306018373066	0.24042460230819446	0.17595256815607763	0.18550103534069942	0.19222020886457364	0.23246682825714943	0.32188484855823984	0.3833774258471472	0.5229396864121172	0.5434464926280755	0.2763730763384244	0.3132398960283078	0.335635692976768	0.19181340224811555	0.29738693717746273	0.23698760460020338	0.2043805150504061	0.16126418341811855	0.1554322168130021	0.1663066393047671	0.16982681705452204	0.12544613195327625	0.0	0.18702597791506317	0.24972902547643375	0.25634377208017756	0.26085005757968827	0.21259649268694794	0.2187739716606597	0.19748595721395182	0.28434156411984535	0.3054309075029177	0.2912233060909487	0.23554674485901378	0.2127254466940166	0.23394281655488697
S3Hp	0.3003919741184032	0.2864794591307674	0.30033301967301196	0.3915844117638219	0.3896616499482651	0.29091555419552473	0.36869055731045214	0.4195412316083125	0.37424810466486835	0.3826079028532918	0.38647643027463385	0.3139385525492833	0.34675061074555513	0.3760755638420834	0.36422867023718764	0.2662832605187201	0.30062311659689234	0.4006722711469394	0.37132601594989917	0.3922561357924618	0.32021905290566244	0.3841360231274159	0.39169353546774516	0.41532091548314176	0.37888551610325993	0.3461460270107001	0.31889756913516387	0.25442553498304704	0.26397400216766886	0.27069317569154305	0.31093979508411884	0.4003578153852092	0.4618503926741166	0.6014126532390867	0.621919459455045	0.3548460431653938	0.39171286285527723	0.41410865980373746	0.27028636907508496	0.37585990400443214	0.31546057142717276	0.2828534818773755	0.239737150245088	0.23390518363997154	0.24477960613173655	0.2482997838814915	0.21859843908446527	0.18702597791506317	0.0	0.3282019923034032	0.33481673890714697	0.3393230244066577	0.2910694595139174	0.2972469384876291	0.27595892404092126	0.3628145309468148	0.38390387432988715	0.3696962729179181	0.3140197116859832	0.291198413520986	0.3124157833818564
F14H1A	0.27257028873328343	0.2586577737456476	0.2725113342878922	0.3637627263787021	0.36183996456314527	0.263093868810405	0.34086887192533233	0.3917195462231927	0.3464264192797486	0.354786217468172	0.3586547448895141	0.2861168671641635	0.3189289253604354	0.3482538784569636	0.3364069848520679	0.23846157513360033	0.2728014312117726	0.37285058576181956	0.34350433056477936	0.364434450407342	0.2923973675205427	0.35631433774229615	0.36387185008262535	0.387499230098022	0.3510638307181401	0.3183243416255803	0.2910758837500441	0.22660384959792726	0.23615231678254905	0.2428714903064233	0.28311810969899903	0.37253613000008945	0.4340287072889968	0.5735909678539668	0.5940977740699251	0.32702435778027406	0.3638911774701574	0.38628697441861765	0.2424646836899652	0.3480382186193124	0.287638886042053	0.28535865527528975	0.2422423236430022	0.26500199642267475	0.27587641891443976	0.2793965966641947	0.2813014866458359	0.24972902547643375	0.3282019923034032	0.0	0.2768526929184766	0.2813589784179873	0.2632477741287976	0.2694252531025093	0.24813723865580145	0.334992845561695	0.35608218894476734	0.3418745875327983	0.28619802630086344	0.26337672813586627	0.2845940979967366
S15Hp	0.2791850353370272	0.2652725203493914	0.27912608089163604	0.37037747298244594	0.3684547111668891	0.26970861541414876	0.34748361852907617	0.39833429282693655	0.35304116588349244	0.3614009640719158	0.36526949149325794	0.29273161376790735	0.32554367196417916	0.3548686250607074	0.3430217314558117	0.24507632173734412	0.2794161778155164	0.37946533236556335	0.3501190771685232	0.37104919701108585	0.29901211412428647	0.36292908434603993	0.3704865966863692	0.39411397670176584	0.3576785773218839	0.3249390882293241	0.2976906303537879	0.23321859620167107	0.24276706338629286	0.24948623691016708	0.28973285630274287	0.3791508766038333	0.4406434538927406	0.5802057144577106	0.600712520673669	0.33363910438401784	0.37050592407390126	0.3929017210223614	0.249079430293709	0.35465296522305617	0.29425363264579685	0.29197340187903353	0.24885707024674603	0.2716167430264186	0.28249116551818354	0.28601134326793853	0.28791623324957966	0.25634377208017756	0.33481673890714697	0.2768526929184766	0.0	0.236266248792667	0.26986252073254136	0.27603999970625315	0.25475198525954523	0.3416075921654388	0.3626969355485111	0.34848933413654215	0.2928127729046072	0.26999147473961005	0.2912088446004804
s24pp	0.2836913208365379	0.2697788058489021	0.28363236639114675	0.37488375848195665	0.3729609966663998	0.27421490091365947	0.3519899040285869	0.40284057832644726	0.35754745138300315	0.3659072495714265	0.36977577699276865	0.29723789926741806	0.33004995746368987	0.3593749105602181	0.3475280169553224	0.24958260723685483	0.28392246331502713	0.38397161786507406	0.3546253626680339	0.37555548251059656	0.3035183996237972	0.36743536984555064	0.3749928821858799	0.39862026220127655	0.3621848628213946	0.3294453737288348	0.3021969158532986	0.23772488170118178	0.24727334888580357	0.2539925224096778	0.2942391418022536	0.383657162103344	0.44514973939225133	0.5847119999572213	0.6052188061731797	0.33814538988352855	0.37501220957341197	0.39740800652187214	0.2535857157932197	0.3591592507225669	0.29875991814530756	0.29647968737854424	0.25336335574625674	0.2761230285259293	0.28699745101769425	0.29051762876744924	0.29242251874909037	0.26085005757968827	0.3393230244066577	0.2813589784179873	0.236266248792667	0.0	0.27436880623205206	0.28054628520576386	0.25925827075905594	0.3461138776649495	0.36720322104802183	0.35299561963605286	0.29731905840411793	0.27449776023912076	0.2957151300999911
f31pp	0.20835784100035276	0.19444532601271694	0.20829888655496154	0.29955027864577144	0.2976275168302146	0.19888142107747428	0.27665642419240166	0.32750709849026205	0.28221397154681793	0.29057376973524135	0.29444229715658343	0.22190441943123287	0.2547164776275047	0.28404143072403293	0.2721945371191372	0.17424912740066967	0.20858898347884192	0.3086381380288889	0.2792918828318487	0.30022200267441135	0.22818491978761202	0.2921018900093655	0.2996594023496947	0.32328678236509134	0.28685138298520946	0.25411189389264965	0.22686343601711342	0.1623914018649966	0.17698891183172422	0.18370808535559846	0.2239547047481742	0.3133727250492646	0.37486530233817195	0.514427562903142	0.5349343691191003	0.2678609528294492	0.3047277725193326	0.3271235694677928	0.18330127873914037	0.28887481366848755	0.22847548109122817	0.24822612248580395	0.2051097908535164	0.22786946363318894	0.23874388612495395	0.2422640638747089	0.24416895385635004	0.21259649268694794	0.2910694595139174	0.2632477741287976	0.26986252073254136	0.27436880623205206	0.0	0.20521280536957864	0.18392479092287078	0.27078039782876434	0.2918697412118367	0.27766213979986765	0.22198557856793275	0.19916428040293557	0.2203816502638059
f6ppB	0.1801639841728751	0.16625146918523928	0.18010502972748388	0.27135642181829384	0.269433660002737	0.19250588855673384	0.27028089167166125	0.32113156596952164	0.27583843902607746	0.2841982372145009	0.28806676463584296	0.21552888691049243	0.24834094510676424	0.27766589820329246	0.26581900459839675	0.1678735948799292	0.20221345095810145	0.30226260550814843	0.2729163503111083	0.29384647015367094	0.22180938726687155	0.285726357488625	0.29328386982895427	0.3169112498443509	0.280475850464469	0.2477363613719092	0.22048790349637298	0.15601586934425615	0.18316639080543595	0.1898855643293102	0.23013218372188599	0.31955020402297635	0.38104278131188374	0.5206050418768537	0.5411118480928121	0.27403843180316095	0.3109052514930444	0.33330104844150454	0.1894787577128521	0.2950522926421993	0.2346529600649399	0.2544036014595157	0.21128726982722817	0.23404694260690068	0.2449213650986657	0.24844154284842063	0.2503464328300618	0.2187739716606597	0.2972469384876291	0.2694252531025093	0.27603999970625315	0.28054628520576386	0.20521280536957864	0.0	0.1466125723519428	0.23346817925783636	0.2545575226409087	0.2403499212289397	0.1937917217404551	0.1709704235754579	0.19218779343632825
f24pp	0.15887596972616722	0.1449634547385314	0.15881701528077602	0.250068407371586	0.2481456455560291	0.17121787411002595	0.24899287722495336	0.2998435515228137	0.2545504245793696	0.262910222767793	0.2667787501891351	0.19424087246378455	0.22705293066005636	0.2563778837565846	0.2445309901516889	0.14658558043322134	0.1809254365113936	0.28097459106144057	0.25162833586440037	0.272558455706963	0.2005213728201637	0.26443834304191716	0.27199585538224635	0.295623235397643	0.25918783601776113	0.2264483469252013	0.1991998890496651	0.13472785489754827	0.1618783763587281	0.16859754988260234	0.2088441692751781	0.2982621895762685	0.3597547668651759	0.4993170274301459	0.5198238336461043	0.2527504173564531	0.28961723704633646	0.3120130339947967	0.16819074326614425	0.27376427819549143	0.21336494561823205	0.23311558701280782	0.1899992553805203	0.21275892816019282	0.22363335065195783	0.22715352840171277	0.22905841838335392	0.19748595721395182	0.27595892404092126	0.24813723865580145	0.25475198525954523	0.25925827075905594	0.18392479092287078	0.1466125723519428	0.0	0.1668159073376048	0.21971495940341565	0.20550735799144665	0.1725037072937472	0.14968240912875005	0.1708997789896204
S17H1	0.2457315766320608	0.23181906164442498	0.24567262218666958	0.33692401427747953	0.3350012524619227	0.25807348101591954	0.3358484841308469	0.3866991584287073	0.34140603148526316	0.3497658296736866	0.35363435709502866	0.2810964793696781	0.31390853756594994	0.34323349066247816	0.33138659705758244	0.2334411873391149	0.26778104341728715	0.3678301979673341	0.3384839427702939	0.3594140626128566	0.28737697972605725	0.3512939499478107	0.3588514622881399	0.38247884230353657	0.3460434429236547	0.3133039538310949	0.2860554959555587	0.22158346180344182	0.24873398326462165	0.2554531567884959	0.2956997761810717	0.38511779648216204	0.44661037377106944	0.5861726343360394	0.6066794405519977	0.33960602426234665	0.37647284395223	0.39886864090069024	0.2550463501720378	0.360619885101385	0.3002205525241256	0.3199711939187014	0.27685486228641387	0.2996145350660864	0.3104889575578514	0.3140091353076063	0.3159140252892475	0.28434156411984535	0.3628145309468148	0.334992845561695	0.3416075921654388	0.3461138776649495	0.27078039782876434	0.23346817925783636	0.1668159073376048	0.0	0.30657056630930923	0.29236296489734026	0.25935931419964076	0.2365380160346436	0.25775538589551394
F14H1B	0.26682092001513313	0.25290840502749734	0.2667619655697419	0.35801335766055187	0.35609059584499503	0.27916282439899187	0.3569378275139192	0.4077885018117796	0.3624953748683355	0.3708551730567589	0.374723700478101	0.3021858227527504	0.3349978809490223	0.3643228340455505	0.3524759404406548	0.25453053072218723	0.2888703868003595	0.38891954135040646	0.35957328615336626	0.3805034059959289	0.3084663231091296	0.37238329333088305	0.37994080567121225	0.4035681856866089	0.367132786306727	0.3343932972141672	0.307144839338631	0.24267280518651416	0.269823326647694	0.27654250017156823	0.316789119564144	0.4062071398652344	0.46769971715414177	0.6072619777191117	0.6277687839350701	0.360695367645419	0.39756218733530235	0.4199579842837626	0.27613569355511014	0.3817092284844573	0.32130989590719794	0.3410605373017737	0.2979442056694862	0.3207038784491587	0.3315783009409237	0.33509847869067866	0.33700336867231984	0.3054309075029177	0.38390387432988715	0.35608218894476734	0.3626969355485111	0.36720322104802183	0.2918697412118367	0.2545575226409087	0.21971495940341565	0.30657056630930923	0.0	0.25606359029040626	0.2804486575827131	0.257627359417716	0.2788447292785863
S7Hp	0.2526133186031641	0.2387008036155283	0.2525543641577729	0.34380575624858284	0.341882994433026	0.26495522298702284	0.34273022610195025	0.39358090039981064	0.3482877734563665	0.3566475716447899	0.360516099066132	0.28797822134078144	0.32079027953705325	0.35011523263358146	0.3382683390286858	0.24032292931021823	0.2746627853883905	0.37471193993843743	0.3453656847413973	0.36629580458395994	0.2942587216971606	0.358175691918914	0.36573320425924327	0.38936058427463993	0.352925184894758	0.3201856958021982	0.292937237926662	0.22846520377454516	0.25561572523572496	0.26233489875959926	0.302581518152175	0.3919995384532654	0.45349211574217274	0.5930543763071427	0.6135611825231011	0.34648776623344996	0.3833545859233334	0.40575038287179355	0.26192809214314117	0.3675016270724883	0.30710229449522897	0.3268529358898047	0.2837366042575172	0.30649627703718973	0.3173706995289547	0.3208908772787097	0.3227957672603508	0.2912233060909487	0.3696962729179181	0.3418745875327983	0.34848933413654215	0.35299561963605286	0.27766213979986765	0.2403499212289397	0.20550735799144665	0.29236296489734026	0.25606359029040626	0.0	0.2662410561707441	0.24341975800574694	0.2646371278666173
f1pp	0.15011634374205116	0.13620382875441533	0.17708819067523662	0.2683395827660466	0.26641682095048974	0.2092786617550879	0.2870536648700153	0.3379043391678757	0.29261121222443154	0.300971010412855	0.30483953783419704	0.2323016601088465	0.2651137183051183	0.2944386714016466	0.2825917777967508	0.18464636807828327	0.21898622415645555	0.31903537870650256	0.28968912350946235	0.310619243352025	0.23858216046522565	0.3024991306869791	0.31005664302730834	0.33368402304270495	0.2972486236628231	0.26450913457026326	0.23726067669472706	0.17278864254261023	0.19993916400379003	0.20665833752766427	0.24690495692024006	0.3363229772213304	0.39781555451023787	0.5373778150752079	0.5578846212911662	0.290811205001515	0.32767802469139845	0.3500738216398587	0.20625153091120618	0.31182506584055336	0.251425733263294	0.2711763746578698	0.22806004302558225	0.25081971580525475	0.2616941382970198	0.2652143160467747	0.2671192060284159	0.23554674485901378	0.3140197116859832	0.28619802630086344	0.2928127729046072	0.29731905840411793	0.22198557856793275	0.1937917217404551	0.1725037072937472	0.25935931419964076	0.2804486575827131	0.2662410561707441	0.0	0.11937529474327271	0.16214015300550433
f12ppB	0.12729504557705398	0.11338253058941818	0.15426689251023948	0.2455182846010494	0.24359552278549257	0.18645736359009074	0.26423236670501815	0.31508304100287854	0.2697899140594344	0.27814971224785784	0.2820182396691999	0.20948036194384934	0.24229242014012115	0.2716173732366494	0.2597704796317537	0.16182506991328613	0.19616492599145838	0.2962140805415054	0.2668678253444652	0.28779794518702784	0.21576086230022848	0.2796778325219819	0.28723534486231117	0.3108627248777078	0.27442732549782595	0.2416878364052661	0.21443937852972988	0.14996734437761305	0.17711786583879288	0.18383703936266713	0.2240836587552429	0.31350167905633325	0.3749942563452407	0.5145565169102108	0.5350633231261691	0.26798990683651785	0.3048567265264013	0.3272525234748615	0.18343023274620904	0.2890037676755562	0.22860443509829684	0.2483550764928726	0.20523874486058508	0.2279984176402576	0.23887284013202262	0.24239301788177756	0.2442979078634187	0.2127254466940166	0.291198413520986	0.26337672813586627	0.26999147473961005	0.27449776023912076	0.19916428040293557	0.1709704235754579	0.14968240912875005	0.2365380160346436	0.257627359417716	0.24341975800574694	0.11937529474327271	0.0	0.13931885484050716
w11pp	0.13528704679155895	0.12137453180392314	0.1754842623711098	0.26673565446191977	0.26481289264636293	0.2076747334509611	0.2854497365658885	0.3363004108637489	0.2910072839203047	0.29936708210872814	0.3032356095300702	0.2306977318047197	0.2635097900009915	0.2928347430975197	0.280987849492624	0.18304243977415646	0.2173822958523287	0.3174314504023757	0.28808519520533554	0.3090153150478982	0.2369782321610988	0.3008952023828523	0.30845271472318153	0.33208009473857814	0.29564469535869625	0.26290520626613645	0.23565674839060025	0.1711847142384834	0.19833523569966321	0.20505440922353746	0.24530102861611325	0.3347190489172036	0.39621162620611106	0.5357738867710811	0.5562806929870394	0.2892072766973882	0.32607409638727164	0.34846989333573186	0.20464760260707937	0.31022113753642655	0.24982180495916717	0.26957244635374294	0.22645611472145544	0.24921578750112794	0.26009020999289295	0.2636103877426479	0.26551527772428907	0.23394281655488697	0.3124157833818564	0.2845940979967366	0.2912088446004804	0.2957151300999911	0.2203816502638059	0.19218779343632825	0.1708997789896204	0.25775538589551394	0.2788447292785863	0.2646371278666173	0.16214015300550433	0.13931885484050716	0.0
