	S13Hp	S1Hp	F16H1	S21H1	S12Hp	s24pp	s29pp	w28pp	s23pp	F6H1	S16H2	s25pp	w32pp	s8pp	F32H1	s32pp	w6pp	f26pp	w26pp	f11pp	f6ppB	f19pp	w25pp	s12pp	f28pp	w11pp	530451	s19pp	s22pp	f29pp	f31pp	S6Hp	F14H1B	31714	S9H1	F3H1	S2Hp	s26pp	S19H1	s14pp	S26Hp	F1H1	S31Hp	f17ppA	s11pp	S23Hp	S10H1	s31pp	s28pp	S17H1	S28Hp	S18H1	S30H1	s10pp	w20pp	f2pp	w17pp	f14ppB	w15pp	w4pp	f32pp	f24pp	f20ppB	f12ppB	f7pp	w21pp	w18pp	w13pp	w24pp	f10pp	f13pp	f25pp	f23ppB	f9pp	w16pp	f4pp	f21pp	f12ppA	f23ppA	f30pp	F8H1	s3pp	S11Hp	F23HpA	S8Hp	F14H1A	s2pp	w30pp	s30pp	f1pp	f3pp	w1pp	w14pp	w19pp	w12pp	S22Hp	S14Hp	s1pp	S4Hp	w22pp	f20ppA	w23pp	w8pp	f18pp	f8pp	f15pp	f16ppB	f22ppB	w7pp	S29H1	s16pp	S3Hp	f16ppA	f17ppB	f22ppA	w3pp	w10pp	w2pp	f14ppA	w29pp	w27pp	w31pp	w9pp	f6ppA
w21pp	0.1084581436370234	0.8459434557897733	0.8987043174587497	0.8215691288730705	0.04012736803699554	0.05565159788599293	0.03985900672126482	0.02976863859387974	0.09057851394481395	0.098160476384116	0.1121455981849251	0.05834922969213381	0.04370468987510698	0.08142676642358627	0.11568721123686491	0.10963080653601728	0.03566835272695242	0.033743573738298914	0.029484192865635042	0.023692596164805797	0.024807574480709606	0.023746025749512758	0.025725585545444504	0.026615702945619577	0.02265621538830518	0.018178617926710484	0.09908455560787227	0.07096229550357917	0.060314516849063415	0.042127660145940736	0.03217732600019269	0.08361276399712053	0.1286208192512089	0.14986332749824371	0.12741302169674756	0.13938048351021295	0.0628933729614196	0.06208268721253138	0.11679259251645782	0.10647942902668156	0.10917268582934671	0.10758345895983007	0.12395718445891424	0.03151726122139488	0.06441137442156192	0.09964518398015022	0.05037122810734372	0.07167835840922245	0.08500392371914241	0.11219092718425357	0.1148838796479917	0.11295918114699764	0.10580403427361078	0.059983269178960685	0.015602651825112144	0.009439370786095247	0.012028877469110591	0.011309956937747981	0.014214156026965144	0.012639760621854852	0.011958668302242674	0.007502194838943965	0.009869182308395136	0.004543562510075469	0.006022640894458109	0.0	0.0021606559032247485	0.005637423249584729	0.00580589101843181	0.011544259859943425	0.01226343962985098	0.014120399411903557	0.0150208919521657	0.016611037730799895	0.02324231890032092	0.02391066380169591	0.026780955446570595	0.026327576000025436	0.025912634465400326	0.022318339411962457	0.06303759784343922	0.05508867874170384	0.12642703009568748	0.08135659808348564	0.140443701096292	0.15785103965115635	0.045925698839881075	0.05675695607994724	0.03546522769842983	0.029174404474125865	0.028006680029570637	0.02930220822159607	0.03018152302835627	0.0322642169146674	0.03310190965240461	0.10526213860103295	0.11540504329293963	0.06270591821743776	0.07534208477266252	0.02575368954730115	0.021487790048511243	0.022425663278459546	0.022425663278459546	0.026184471820674106	0.01974338383801922	0.02771642552194349	0.02612864804702606	0.0374477961034906	0.03715956119808113	0.10954515329255912	0.07601164241261799	0.10698585465637248	0.031128083535828258	0.028282412677689224	0.026530322441881776	0.01862409664779983	0.014256727800717434	0.016768308754138723	0.024101547635216124	0.025070735818145888	0.025980047624500704	0.023834103069023123	0.02153444165512264	0.027722445163115006
w18pp	0.1062994877347987	0.8437847998875486	0.896545661556525	0.8194104729708459	0.037968712134770856	0.053492941983768236	0.03770035081904013	0.02760998269165505	0.08841985804258926	0.09600182048189132	0.10998694228270042	0.05619057378990912	0.041546033972882285	0.0792681105213616	0.11352855533464024	0.10747215063379259	0.033509696824727736	0.03158491783607423	0.02732553696341035	0.021533940262581108	0.022648918578484917	0.021587369847288068	0.02356692964321981	0.024457047043394887	0.020497559486080487	0.01601996202448579	0.09692589970564758	0.0688036396013545	0.05815586094683872	0.03996900424371605	0.030018670097968	0.08145410809489584	0.12646216334898422	0.14770467159601902	0.12525436579452287	0.13722182760798826	0.060734717059194906	0.059924031310306686	0.11463393661423313	0.10432077312445687	0.10701402992712203	0.10542480305760538	0.12179852855668954	0.02935860531917019	0.062252718519337225	0.09748652807792554	0.04821257220511903	0.06951970250699777	0.08284526781691773	0.11003227128202889	0.11272522374576702	0.11080052524477296	0.1036453783713861	0.05782461327673599	0.013443995922887452	0.007280714883870556	0.009870221566885901	0.00915130103552329	0.012055500124740454	0.010481104719630163	0.009800012400017984	0.005343538936719275	0.007710526406170446	0.002384906607850779	0.003867250233080926	0.0021606559032247485	0.0	0.003478767347360038	0.00364723511620712	0.009385603957718732	0.010104783727626288	0.011961743509678865	0.012862236049941009	0.014452381828575202	0.021083662998096227	0.021752007899471217	0.024622299544345902	0.024168920097800743	0.023753978563175633	0.020159683509737767	0.06087894194121453	0.052930022839479146	0.1242683741934628	0.07919794218126096	0.1382850451940673	0.15569238374893166	0.04376704293765638	0.05459830017772255	0.03330657179620514	0.02701574857190117	0.025848024127345944	0.027143552319371378	0.028022867126131577	0.03010556101244271	0.030943253750179915	0.10310348269880827	0.11324638739071495	0.06054726231521307	0.07318342887043784	0.023595033645076455	0.01932913414628655	0.020267007376234852	0.020267007376234852	0.024025815918449413	0.017584727935794527	0.025557769619718798	0.023969992144801368	0.03528914020126591	0.035000905295856435	0.10738649739033444	0.0738529865103933	0.1048271987541478	0.028969427633603564	0.02612375677546453	0.024371666539657083	0.016465440745575138	0.01209807189849274	0.014609652851914035	0.021942891732991434	0.0229120799159212	0.023821391722276014	0.021675447166798433	0.019375785752897952	0.025563789260890316
w13pp	0.1062817089357572	0.8437670210885071	0.8965278827574835	0.8193926941718044	0.037950933335729346	0.053475163184726726	0.03768257201999862	0.027592203892613538	0.08840207924354775	0.0959840416828498	0.1099691634836589	0.05617279499086761	0.041528255173840775	0.07925033172232007	0.11351077653559871	0.10745437183475108	0.03349191802568622	0.03156713903703271	0.02730775816436884	0.021516161463539595	0.022631139779443404	0.021569591048246555	0.0235491508441783	0.024439268244353374	0.020479780687038977	0.01600218322544428	0.09690812090660607	0.06878586080231297	0.05813808214779721	0.03995122544467453	0.03000089129892649	0.08143632929585433	0.1264443845499427	0.14768689279697753	0.12523658699548137	0.13720404880894677	0.0607169382601534	0.059906252511265176	0.11461615781519162	0.10430299432541536	0.1069962511280805	0.10540702425856387	0.12178074975764804	0.029340826520128677	0.062234939720295715	0.09746874927888402	0.04819479340607752	0.06950192370795624	0.0828274890178762	0.11001449248298736	0.1127074449467255	0.11078274644573144	0.10362759957234458	0.05780683447769448	0.013426217123845941	0.007262936084829046	0.00985244276784439	0.00913352223648178	0.012037721325698943	0.010463325920588651	0.009782233600976473	0.005325760137677764	0.0076927476071289354	0.002367127808809268	0.007344017579440906	0.005637423249584729	0.003478767347360038	0.0	0.003629456317165609	0.009367825158677222	0.010087004928584777	0.011943964710637354	0.012844457250899497	0.01443460302953369	0.021065884199054717	0.021734229100429707	0.024604520745304392	0.024151141298759234	0.023736199764134124	0.020141904710696254	0.06086116314217302	0.052912244040437637	0.12425059539442129	0.07918016338221945	0.13826726639502582	0.15567460494989016	0.04374926413861487	0.05458052137868104	0.03328879299716363	0.026997969772859662	0.025830245328304434	0.02712577352032987	0.028005088327090068	0.0300877822134012	0.030925474951138406	0.10308570389976676	0.11322860859167344	0.06052948351617156	0.07316565007139633	0.023577254846034946	0.01931135534724504	0.020249228577193343	0.020249228577193343	0.024008037119407903	0.017566949136753017	0.02553999082067729	0.023952213345759858	0.0352713614022244	0.034983126496814926	0.10736871859129293	0.0738352077113518	0.10480941995510629	0.028951648834562055	0.02610597797642302	0.024353887740615573	0.016447661946533628	0.01208029309945123	0.014591874052872524	0.021925112933949924	0.02289430111687969	0.023803612923234505	0.021657668367756924	0.019358006953856442	0.025546010461848807
w24pp	0.10265425261959164	0.8401395647723415	0.892900426441318	0.8157652378556388	0.0343234770195638	0.04984770686856117	0.034055115703833065	0.023964747576447988	0.08477462292738219	0.09235658536668426	0.10634170716749336	0.052545338674702055	0.03790079885767522	0.07562287540615453	0.10988332021943317	0.10382691551858553	0.02986446170952067	0.02793968272086716	0.023680301848203286	0.017888705147374045	0.019003683463277854	0.017942134732081005	0.01992169452801275	0.020811811928187825	0.016852324370873424	0.012374726909278728	0.09328066459044052	0.06515840448614743	0.05451062583163166	0.03632376912850899	0.026373434982760936	0.07780887297968878	0.12281692823377716	0.14405943648081196	0.12160913067931581	0.1335765924927812	0.057089481943987844	0.05627879619509962	0.11098870149902607	0.1006755380092498	0.10336879481191497	0.10177956794239831	0.11815329344148248	0.025713370203963127	0.05860748340413016	0.09384129296271848	0.044567337089911965	0.0658744673917907	0.07920003270171067	0.10638703616682182	0.10907998863055995	0.1071552901295659	0.10000014325617904	0.05417937816152893	0.00979876080768039	0.0036354797686634953	0.006224986451678839	0.0055060659203162296	0.008410265009533392	0.0068358696044231	0.0061547772848109215	0.0032709235944979914	0.005637911063949163	0.0021237819047227624	0.007512485348287988	0.00580589101843181	0.00364723511620712	0.003629456317165609	0.0	0.005740368842511671	0.006459548612419226	0.008316508394471803	0.009217000934733946	0.010807146713368139	0.017438427882889167	0.018106772784264154	0.020977064429138843	0.020523684982593684	0.020108743447968574	0.016514448394530704	0.057233706826007466	0.04928478772427208	0.12062313907825574	0.0755527070660539	0.13463981007886025	0.1520471486337246	0.04012180782244932	0.050953065062515485	0.029661336680998077	0.023370513456694112	0.022202789012138884	0.02349831720416432	0.024377632010924518	0.02646032589723565	0.027298018634972856	0.09945824758360121	0.10960115227550789	0.056902027200006006	0.06953819375523078	0.019949798529869396	0.015683899031079487	0.016621772261027793	0.016621772261027793	0.020380580803242353	0.013939492820587467	0.02191253450451174	0.02032475702959431	0.03164390508605885	0.03135567018064937	0.10374126227512738	0.07020775139518624	0.10118196363894073	0.025324192518396505	0.02247852166025747	0.020726431424450024	0.012820205630368078	0.008452836783285681	0.010964417736706972	0.01829765661778437	0.01926684480071414	0.02017615660706895	0.018030212051591374	0.01573055063769089	0.021918554145683257
f10pp	0.10172031955198449	0.8392056317047344	0.8919664933737108	0.8148313047880317	0.033389543951956646	0.04891377380095402	0.03312118263622591	0.023030814508840834	0.08384068985977505	0.09142265229907709	0.10540777409988619	0.0516114056070949	0.03696686579006807	0.07468894233854736	0.108949387151826	0.10289298245097839	0.028930528641913516	0.027005749653260008	0.022746368780596132	0.01695477207976689	0.0180697503956707	0.01700820166447385	0.018987761460405594	0.01987787886058067	0.01591839130326627	0.011440793841671574	0.09234673152283338	0.06422447141854026	0.053576692764024506	0.03538983606090183	0.025439501915153782	0.07687493991208164	0.12188299516616999	0.14312550341320482	0.12067519761170867	0.13264265942517406	0.05615554887638069	0.05534486312749247	0.11005476843141893	0.09974160494164266	0.1024348617443078	0.10084563487479117	0.11721936037387534	0.024779437136355973	0.05767355033652301	0.09290735989511131	0.04363340402230481	0.06494053432418354	0.0782660996341035	0.10545310309921466	0.10814605556295279	0.10622135706195873	0.09906621018857187	0.053245445093921775	0.008864827740073236	0.0036579553156219197	0.008818459410734635	0.008099538879372025	0.01100373796858919	0.011627551102768712	0.010946458783156534	0.009009292436009604	0.011376279905460777	0.007862150746234375	0.013250854189799603	0.011544259859943425	0.009385603957718732	0.009367825158677222	0.005740368842511671	0.0	0.0007211797709076133	0.0037241627534717547	0.004624655293733899	0.006214801072368092	0.01375490900989713	0.014423253911272117	0.017293545556146803	0.016840166109601644	0.016425224574976537	0.012830929521538668	0.05355018795301543	0.04560126885128005	0.1169396202052637	0.07186918819306186	0.13095629120586824	0.14836362976073258	0.03643828894945728	0.04726954618952345	0.025977817808006037	0.019686994583702072	0.018519270139146844	0.01981479833117228	0.020694113137932478	0.02277680702424361	0.023614499761980816	0.09577472871060917	0.10591763340251585	0.05321850832701397	0.06585467488223874	0.01626627965687736	0.01200038015808745	0.012938253388035755	0.012938253388035755	0.016697061930250313	0.010255973947595429	0.0182290156315197	0.016641238156602272	0.02796038621306681	0.027672151307657336	0.10005774340213534	0.06652423252219421	0.0974984447659487	0.021640673645404465	0.01879500278726543	0.017042912551457984	0.00913668675737604	0.004769317910293644	0.010030484669099818	0.017363723550177217	0.018332911733106985	0.019242223539461797	0.01709627898398422	0.014796617570083735	0.020984621078076103
f13pp	0.10243949932189204	0.8399248114746419	0.8926856731436184	0.8155504845579392	0.0341087237218642	0.049632953570861574	0.033840362406133466	0.02374999427874839	0.0845598696296826	0.09214183206898466	0.10612695386979376	0.052330585377002456	0.03768604555997562	0.07540812210845493	0.10966856692173357	0.10361216222088593	0.02964970841182107	0.027724929423167562	0.023465548550503687	0.017673951849674446	0.018788930165578255	0.017727381434381406	0.01970694123031315	0.020597058630488226	0.016637571073173825	0.012159973611579129	0.09306591129274092	0.06494365118844783	0.05429587253393206	0.03610901583080939	0.026158681685061337	0.07759411968198918	0.12260217493607756	0.14384468318311236	0.12139437738161621	0.1333618391950816	0.056874728646288245	0.056064042897400024	0.11077394820132647	0.1004607847115502	0.10315404151421537	0.10156481464469871	0.11793854014378288	0.025498616906263528	0.05839273010643056	0.09362653966501888	0.044352583792212366	0.0656597140940911	0.07898527940401107	0.10617228286912223	0.10886523533286036	0.1069405368318663	0.09978538995847944	0.05396462486382933	0.00958400750998079	0.004377135085529475	0.00953763918064219	0.00881871864927958	0.011722917738496744	0.012346730872676267	0.011665638553064088	0.00972847220591716	0.012095459675368332	0.00858133051614193	0.013970033959707157	0.01226343962985098	0.010104783727626288	0.010087004928584777	0.006459548612419226	0.0007211797709076133	0.0	0.00444334252337931	0.005343835063641454	0.006933980842275647	0.014474088779804684	0.015142433681179672	0.01801272532605436	0.017559345879509202	0.017144404344884092	0.013550109291446222	0.054269367722922984	0.0463204486211876	0.11765879997517126	0.07258836796296941	0.13167547097577578	0.14908280953064013	0.03715746871936484	0.047988725959431	0.026696997577913596	0.02040617435360963	0.019238449909054402	0.020533978101079837	0.021413292907840036	0.02349598679415117	0.024333679531888374	0.09649390848051673	0.1066368131724234	0.053937688096921524	0.0665738546521463	0.016985459426784914	0.012719559927995006	0.01365743315794331	0.01365743315794331	0.01741624170015787	0.010975153717502984	0.018948195401427257	0.017360417926509827	0.02867956598297437	0.028391331077564894	0.1007769231720429	0.06724341229210176	0.09821762453585625	0.022359853415312023	0.01951418255717299	0.017762092321365542	0.009855866527283595	0.005488497680201199	0.010749664439007373	0.018082903320084772	0.01905209150301454	0.019961403309369352	0.017815458753891775	0.01551579733999129	0.021703800847983658
f25pp	0.10429645910394462	0.8417817712566945	0.8945426329256709	0.8174074443399918	0.035965683503916775	0.051489913352914154	0.03569732218818604	0.025606954060800963	0.08641682941173517	0.09399879185103723	0.10798391365184633	0.05418754515905504	0.039543005342028203	0.0772650818905075	0.11152552670378614	0.10546912200293851	0.03150666819387365	0.02958188920522014	0.025322508332556268	0.019530911631727023	0.02064588994763083	0.01958434121643398	0.02156390101236573	0.0224540184125408	0.018494530855226406	0.014016933393631706	0.0949228710747935	0.0668006109705004	0.05615283231598464	0.03796597561286196	0.028015641467113914	0.07945107946404176	0.12445913471813012	0.14570164296516494	0.12325133716366879	0.13521879897713418	0.058731688428340825	0.057921002679452605	0.11263090798337905	0.10231774449360279	0.10501100129626793	0.1034217744267513	0.11979549992583546	0.027355576688316105	0.06024968988848314	0.09548349944707145	0.04620954357426495	0.06751667387614367	0.08084223918606363	0.10802924265117479	0.11072219511491292	0.10879749661391887	0.101642349740532	0.05582158464588191	0.011440967292033368	0.006234094867582052	0.011394598962694766	0.010675678431332157	0.013579877520549321	0.014203690654728844	0.013522598335116666	0.011585431987969737	0.013952419457420909	0.010438290298194507	0.015826993741759735	0.014120399411903557	0.011961743509678865	0.011943964710637354	0.008316508394471803	0.0037241627534717547	0.00444334252337931	0.0	0.0023867079527691007	0.003976853731403293	0.016331048561857263	0.01699939346323225	0.019869685108106938	0.01941630566156178	0.01900136412693667	0.0154070690734988	0.056126327504975565	0.04817740840324018	0.11951575975722384	0.074445327745022	0.13353243075782836	0.1509397693126927	0.03901442850141742	0.049845685741483584	0.028553957359966173	0.022263134135662208	0.02109540969110698	0.022390937883132414	0.023270252689892613	0.025352946576203746	0.02619063931394095	0.09835086826256931	0.10849377295447599	0.055794647878974105	0.06843081443419888	0.01884241920883749	0.014576519710047583	0.015514392939995887	0.015514392939995887	0.01927320148221045	0.012832113499555561	0.020805155183479834	0.019217377708562404	0.030536525765026946	0.03024829085961747	0.10263388295409548	0.06910037207415434	0.10007458431790883	0.0242168131973646	0.021371142339225567	0.01961905210341812	0.011712826309336172	0.007345457462253777	0.01260662422105995	0.01993986310213735	0.020909051285067114	0.021818363091421933	0.019672418535944352	0.017372757122043867	0.023560760630036235
f23ppB	0.10519695164420677	0.8426822637969567	0.8954431254659331	0.8183079368802539	0.03686617604417891	0.0523904058931763	0.03659781472844818	0.026507446601063106	0.08731732195199732	0.09489928439129937	0.10888440619210847	0.05508803769931718	0.04044349788229035	0.07816557443076964	0.11242601924404828	0.10636961454320065	0.03240716073413579	0.030482381745482283	0.02622300087281841	0.020431404171989166	0.021546382487892972	0.020484833756696123	0.022464393552627873	0.023354510952802943	0.01939502339548855	0.01491742593389385	0.09582336361505564	0.06770110351076254	0.057053324856246784	0.038866468153124105	0.028916134007376058	0.0803515720043039	0.12535962725839228	0.14660213550542708	0.12415182970393093	0.13611929151739632	0.05963218096860297	0.05882149521971475	0.11353140052364119	0.10321823703386493	0.10591149383653008	0.10432226696701344	0.1206959924660976	0.02825606922857825	0.06115018242874529	0.09638399198733359	0.04711003611452709	0.06841716641640581	0.08174273172632578	0.10892973519143694	0.11162268765517507	0.10969798915418101	0.10254284228079415	0.056722077186144054	0.012341459832295511	0.0071345874078441954	0.01229509150295691	0.0115761709715943	0.014480370060811465	0.015104183194990987	0.014423090875378809	0.01248592452823188	0.014852911997683052	0.01133878283845665	0.016727486282021878	0.0150208919521657	0.012862236049941009	0.012844457250899497	0.009217000934733946	0.004624655293733899	0.005343835063641454	0.0023867079527691007	0.0	0.003289575226267309	0.017231541102119406	0.017899886003494393	0.02077017764836908	0.020316798201823923	0.019901856667198813	0.016307561613760943	0.05702682004523771	0.049077900943502326	0.12041625229748598	0.07534582028528414	0.1344329232980905	0.15184026185295485	0.03991492104167956	0.05074617828174573	0.029454449900228316	0.02316362667592435	0.021995902231369123	0.023291430423394557	0.024170745230154757	0.02625343911646589	0.027091131854203095	0.09925136080283145	0.10939426549473813	0.05669514041923625	0.06933130697446102	0.019742911749099635	0.015477012250309726	0.016414885480258032	0.016414885480258032	0.020173694022472592	0.013732606039817706	0.021705647723741978	0.020117870248824547	0.03143701830528909	0.031148783399879615	0.10353437549435762	0.07000086461441649	0.10097507685817098	0.025117305737626744	0.02227163487948771	0.020519544643680263	0.012613318849598317	0.00824595000251592	0.013507116761322093	0.020840355642399493	0.021809543825329257	0.022718855631684073	0.020572911076206492	0.01827324966230601	0.024461253170298375
f9pp	0.10678709742284095	0.8442724095755909	0.8970332712445673	0.8198980826588882	0.03845632182281311	0.053980551671810484	0.03818796050708238	0.0280975923796973	0.08890746773063152	0.09648943016993357	0.11047455197074267	0.056678183477951366	0.04203364366092453	0.07975572020940384	0.11401616502268248	0.10795976032183485	0.033997306512769984	0.032072527524116476	0.027813146651452604	0.02202154995062336	0.023136528266527165	0.022074979535330316	0.024054539331262066	0.024944656731437136	0.020985169174122742	0.016507571712528042	0.09741350939368984	0.06929124928939674	0.05864347063488097	0.0404566139317583	0.03050627978601025	0.0819417177829381	0.12694977303702645	0.14819228128406128	0.12574197548256513	0.13770943729603052	0.061222326747237155	0.060411640998348934	0.11512154630227539	0.10480838281249913	0.10750163961516428	0.10591241274564764	0.1222861382447318	0.02984621500721244	0.06274032820737947	0.09797413776596779	0.048700181893161276	0.07000731219504001	0.08333287750495998	0.11051988097007114	0.11321283343380927	0.11128813493281521	0.10413298805942835	0.05831222296477824	0.013931605610929704	0.008724733186478388	0.013885237281591103	0.013166316750228493	0.01607051583944566	0.016694328973625182	0.016013236654013004	0.014076070306866074	0.016443057776317244	0.012928928617090843	0.01831763206065607	0.016611037730799895	0.014452381828575202	0.01443460302953369	0.010807146713368139	0.006214801072368092	0.006933980842275647	0.003976853731403293	0.003289575226267309	0.0	0.0188216868807536	0.019490031782128586	0.022360323427003274	0.021906943980458116	0.021492002445833006	0.017897707392395136	0.0586169658238719	0.05066804672213652	0.12200639807612017	0.07693596606391832	0.1360230690767247	0.15343040763158905	0.041505066820313755	0.05233632406037992	0.03104459567886251	0.024753772454558544	0.023586048010003316	0.02488157620202875	0.02576089100878895	0.027843584895100082	0.028681277632837288	0.10084150658146564	0.11098441127337232	0.05828528619787044	0.07092145275309521	0.021333057527733828	0.01706715802894392	0.018005031258892225	0.018005031258892225	0.021763839801106785	0.015322751818451899	0.02329579350237617	0.02170801602745874	0.03302716408392328	0.03273892917851381	0.10512452127299181	0.07159101039305067	0.10256522263680516	0.026707451516260937	0.023861780658121903	0.022109690422314456	0.01420346462823251	0.009836095781150113	0.015097262539956286	0.022430501421033686	0.02339968960396345	0.024309001410318266	0.022163056854840685	0.019863395440940203	0.026051398948932568
w16pp	0.11341837859236198	0.8509036907451119	0.9036645524140883	0.8265293638284091	0.045087602992334136	0.060611832841331516	0.04481924167660341	0.03472887354921833	0.09553874890015254	0.1031207113394546	0.1171058331402637	0.06330946464747239	0.048664924830445565	0.08638700137892487	0.12064744619220351	0.11459104149135588	0.04062858768229101	0.0387038086936375	0.03444442782097363	0.028652831120144388	0.029767809436048197	0.028706260704851348	0.03068582050078309	0.03157593790095817	0.027616450343643767	0.02313885288204907	0.10404479056321086	0.07592253045891777	0.06527475180440201	0.04708789510127932	0.03713756095553128	0.08857299895245913	0.13358105420654748	0.1548235624535823	0.13237325665208616	0.14434071846555155	0.06785360791675818	0.06704292216786997	0.12175282747179642	0.11143966398202015	0.1141329207846853	0.11254369391516866	0.12891741941425283	0.03647749617673347	0.06937160937690051	0.10460541893548882	0.05533146306268231	0.07663859336456104	0.089964158674481	0.11715116213959216	0.11984411460333029	0.11791941610233624	0.11076426922894937	0.06494350413429928	0.020562886780450734	0.015356014355999415	0.02051651845111213	0.01979759791974952	0.022701797008966684	0.023325610143146207	0.02264451782353403	0.0207073514763871	0.023074338945838272	0.01956020978661187	0.024948913230177096	0.02324231890032092	0.021083662998096227	0.021065884199054717	0.017438427882889167	0.01375490900989713	0.014474088779804684	0.016331048561857263	0.017231541102119406	0.0188216868807536	0.0	0.0030171051956701476	0.0058873968405448365	0.005434017393999676	0.005019075859374568	0.0014247808059366985	0.04723041038846576	0.03928149128673038	0.11061984264071405	0.06554941062851219	0.12463651364131854	0.14204385219618287	0.03011851138490761	0.04094976862497378	0.019658040243456364	0.013367217019152399	0.012199492574597175	0.013495020766622609	0.014374335573382807	0.016457029459693937	0.017294722197431146	0.08945495114605952	0.0995978558379662	0.0468987307624643	0.05953489731768908	0.009946502092327687	0.013829018576517473	0.014766891806465777	0.014766891806465777	0.01852570034868034	0.012084612366025451	0.02005765404994972	0.018469876575032296	0.029789024631496838	0.029500789726087363	0.10188638182056538	0.06835287094062421	0.09932708318437873	0.023469312063834485	0.020623641205695452	0.018871550969888004	0.010965325175806062	0.010860618182931514	0.021728543709477313	0.029061782590554714	0.03003097077348448	0.030940282579839294	0.028794338024361713	0.026494676610461232	0.0326826801184536
f4pp	0.11408672349373697	0.8515720356464869	0.9043328973154633	0.8271977087297842	0.045755947893709126	0.0612801777427065	0.0454875865779784	0.035397218450593314	0.09620709380152753	0.10378905624082958	0.11777417804163869	0.06397780954884738	0.04933326973182055	0.08705534628029986	0.1213157910935785	0.11525938639273087	0.041296932583666	0.03937215359501249	0.03511277272234862	0.029321176021519374	0.03043615433742318	0.02937460560622633	0.03135416540215808	0.03224428280233315	0.028284795245018757	0.023807197783424057	0.10471313546458585	0.07659087536029276	0.06594309670577699	0.04775624000265431	0.03780590585690627	0.08924134385383412	0.13424939910792247	0.1554919073549573	0.13304160155346115	0.14500906336692654	0.06852195281813317	0.06771126706924495	0.1224211723731714	0.11210800888339514	0.11480126568606029	0.11321203881654365	0.12958576431562782	0.037145841078108456	0.07003995427827549	0.1052737638368638	0.05599980796405729	0.07730693826593603	0.09063250357585599	0.11781950704096715	0.12051245950470528	0.11858776100371123	0.11143261413032436	0.06561184903567426	0.02123123168182572	0.0160243592573744	0.021184863352487118	0.02046594282112451	0.023370141910341674	0.023993955044521197	0.02331286272490902	0.02137569637776209	0.02374268384721326	0.020228554687986858	0.025617258131552086	0.02391066380169591	0.021752007899471217	0.021734229100429707	0.018106772784264154	0.014423253911272117	0.015142433681179672	0.01699939346323225	0.017899886003494393	0.019490031782128586	0.0030171051956701476	0.0	0.004051353456537765	0.0035979740099926034	0.003183032475367495	0.0020911257063116278	0.04789875528984075	0.03994983618810537	0.11128818754208904	0.06621775552988718	0.12530485854269352	0.14271219709755786	0.030786856286282596	0.04161811352634877	0.02032638514483135	0.014035561920527385	0.012867837475972161	0.014163365667997595	0.015042680474757795	0.017125374361068924	0.017963067098806136	0.0901232960474345	0.10026620073934119	0.04756707566383929	0.06020324221906407	0.010614846993702673	0.014497363477892461	0.015435236707840763	0.015435236707840763	0.019194045250055327	0.01275295726740044	0.02072599895132471	0.019138221476407282	0.030457369532871825	0.03016913462746235	0.10255472672194037	0.0690212158419992	0.09999542808575372	0.024137656965209475	0.02129198610707044	0.019539895871262994	0.01163367007718105	0.011528963084306502	0.0223968886108523	0.0297301274919297	0.030699315674859465	0.03160862748121428	0.0294626829257367	0.027163021511836218	0.03335102501982858
