	31379	31600	31428	S3Hp	S21H1	31219	31021	530295	530394	31512	31452	530167	31700	S1Hp	S30H1	S16H2	31537	31333	31637	F1H1	31236	S28Hp	31160	S4Hp	F6H1	S2Hp	31232	530055	S9H1	s24H1	S26Hp	S7Hp	530331	530075	S19H1	530177	31300	530163	F7H1	530258	F14H1B	530215	S17H1	31766	531414	31009	S29H1	S6Hp	F3H1	F29H1	S22Hp	S15Hp	S31Hp	S27H1	S14Hp	31328	530052	31267	31750
S29H1	0.2951632492433779	0.29242875974309424	0.3954554447524601	0.25360679458651203	0.35143780531218327	0.33709848516245944	0.3427637605919826	0.35605517052290014	0.3646087121084322	0.37545100132917697	0.36008079983333624	0.3366455117242972	0.3189476572748974	0.35200834286452654	0.35291473456845746	0.3321855137122461	0.3345831055699737	0.3452111172794493	0.33895571056377455	0.35935863323679385	0.3382595034166807	0.34483074488791016	0.33829523620461566	0.31638643674356703	0.2859229724615695	0.3039749595436959	0.42114859193760257	0.49360535063930133	0.4891629581832362	0.4783747665424186	0.2648899406567509	0.2593506242439132	0.2683303103635915	0.2695622871146602	0.2783402707922982	0.2868999504276398	0.2683982406712208	0.2569305603376303	0.2700292993377036	0.2652031863591848	0.23983298788437243	0.2139235995068646	0.22506962687202708	0.22431287449918405	0.23230936673099867	0.18190552809812832	0.0	0.16405454949805803	0.2562741989324745	0.2606690630693722	0.2735777508535445	0.2501984821111753	0.2712613064333673	0.27297507798070453	0.28522928059393615	0.27841939023924467	0.2859653117186646	0.28544766086900725	0.2787123341905474
S6Hp	0.19979815941772833	0.1970636699174447	0.3000903549268105	0.15824170476086252	0.25607271548653376	0.2417333953368099	0.24739867076633307	0.26069008069725064	0.26924362228278265	0.28008591150352746	0.2647157100076867	0.24128042189864765	0.22358256744924784	0.25664325303887703	0.25754964474280795	0.23682042388659655	0.2392180157443242	0.24984602745379977	0.243590620738125	0.26399354341114434	0.24289441359103117	0.24946565506226062	0.24293014637896612	0.22102134691791747	0.19055788263591997	0.2086098697180464	0.325783502111953	0.39824026081365177	0.3937978683575867	0.38300967671676905	0.1695248508311014	0.1639855344182637	0.17296522053794197	0.17419719728901065	0.1829751809666486	0.19153486060199026	0.17303315084557128	0.16156547051198075	0.17466420951205408	0.16983809653353527	0.14446789805872293	0.15089452951047683	0.16204055687563934	0.16128380450279628	0.16928029673461092	0.15630426407378478	0.16405454949805803	0.0	0.14435497751193585	0.14874984164883354	0.16165852943300585	0.13827926069063665	0.15934208501282868	0.1610558565601659	0.1898641907682866	0.18305430041359516	0.19060022189301512	0.19008257104335768	0.18334724436489788
F3H1	0.2920178088521448	0.2892833193518612	0.392310004361227	0.250461354195279	0.3482923649209502	0.3339530447712264	0.33961832020074956	0.3529097301316671	0.36146327171719916	0.3723055609379439	0.3569353594421032	0.33350007133306414	0.31580221688366433	0.3488629024732935	0.3497692941772244	0.32904007332101304	0.3314376651787407	0.34206567688821626	0.3358102701725415	0.3562131928455608	0.33511406302544766	0.3416853044966771	0.3351497958133826	0.31324099635233393	0.28277753207033646	0.3008295191524629	0.41800315154636947	0.49045991024806823	0.4860175177920032	0.4752293261511855	0.2617445002655179	0.25620518385268015	0.26518486997235846	0.26641684672342714	0.27519483040106507	0.2837545100364067	0.26525280027998777	0.2537851199463972	0.26688385894647054	0.2620577459679517	0.2366875474931394	0.24311417894489332	0.25426020631005586	0.25350345393721274	0.2614999461690274	0.24852391350820124	0.2562741989324745	0.14435497751193585	0.0	0.21172033078174207	0.22462901856591438	0.2012497498235452	0.22231257414573724	0.22402634569307447	0.28208384020270305	0.2752739498480117	0.2828198713274316	0.2823022204777742	0.27556689379931437
F29H1	0.2964126729890425	0.29367818348875885	0.3967048684981247	0.2548562183321767	0.3526872290578479	0.33834790890812405	0.34401318433764727	0.35730459426856476	0.3658581358540969	0.3767004250748416	0.3613302235790009	0.33789493546996185	0.320197081020562	0.35325776661019115	0.35416415831412207	0.33343493745791075	0.33583252931563834	0.3464605410251139	0.3402051343094392	0.36060805698245846	0.3395089271623454	0.3460801686335748	0.33954465995028027	0.31763586048923165	0.2871723962072341	0.3052243832893606	0.4223980156832672	0.49485477438496595	0.49041238192890085	0.47962419028808323	0.26613936440241553	0.26060004798957787	0.2695797341092561	0.27081171086032485	0.2795896945379628	0.28814937417330444	0.2696476644168854	0.2581799840832949	0.2712787230833682	0.26645261010484944	0.24108241163003707	0.247509043081791	0.2586550704469535	0.25789831807411046	0.2658948103059251	0.25291877764509896	0.2606690630693722	0.14874984164883354	0.21172033078174207	0.0	0.12958552509500015	0.10620625635263092	0.12726908067482298	0.12898285222216022	0.28647870433960076	0.27966881398490934	0.2872147354643293	0.28669708461467186	0.27996175793621203
S22Hp	0.3093213607732148	0.30658687127293116	0.409613556282297	0.267764906116349	0.3655959168420202	0.35125659669229636	0.3569218721218196	0.37021328205273707	0.3787668236382692	0.3896091128590139	0.3742389113631732	0.35080362325413417	0.3331057688047343	0.36616645439436346	0.3670728460982944	0.34634362524208306	0.34874121709981065	0.35936922880928623	0.35311382209361153	0.37351674476663077	0.3524176149465177	0.35898885641774714	0.3524533477344526	0.33054454827340396	0.3000810839914064	0.3181330710735329	0.4353067034674395	0.5077634621691383	0.5033210697130732	0.49253287807225554	0.27904805218658785	0.2735087357737502	0.28248842189342843	0.28372039864449716	0.2924983823221351	0.30105806195747675	0.28255635220105774	0.2710886718674672	0.2841874108675405	0.27936129788902175	0.2539910994142094	0.2604177308659633	0.27156375823112583	0.27080700585828277	0.2788034980900974	0.26582746542927127	0.2735777508535445	0.16165852943300585	0.22462901856591438	0.12958552509500015	0.0	0.07307625569278417	0.09413908001497623	0.09585285156231345	0.2993873921237731	0.29257750176908165	0.3001234232485016	0.2996057723988442	0.29287044572038434
S15Hp	0.28594209203084564	0.283207602530562	0.38623428753992783	0.24438563737397984	0.342216648099651	0.3278773279499272	0.3335426033794504	0.3468340133103679	0.3553875548959	0.3662298441166447	0.35085964262080405	0.327424354511765	0.30972650006236513	0.3427871856519943	0.3436935773559252	0.3229643564997139	0.3253619483574415	0.33598996006691706	0.32973455335124235	0.3501374760242616	0.3290383462041485	0.33560958767537796	0.3290740789920834	0.3071652795310348	0.27670181524903725	0.2947538023311637	0.4119274347250703	0.4843841934267691	0.479941800970704	0.46915360932988637	0.2556687834442187	0.250129467031381	0.25910915315105926	0.260341129902128	0.2691191135797659	0.2776787932151076	0.25917708345868856	0.24770940312509804	0.26080814212517134	0.2559820291466526	0.2306118306718402	0.23703846212359414	0.24818448948875665	0.2474277371159136	0.25542422934772824	0.24244819668690204	0.2501984821111753	0.13827926069063665	0.2012497498235452	0.10620625635263092	0.07307625569278417	0.0	0.050304372099285156	0.05201814364662238	0.2760081233814039	0.2691982330267125	0.27674415450613243	0.276226503656475	0.26949117697801517
S31Hp	0.3070049163530376	0.304270426852754	0.4072971118621198	0.2654484616961718	0.36327947242184305	0.3489401522721192	0.3546054277016424	0.3678968376325599	0.376450379218092	0.38729266843883675	0.371922466942996	0.34848717883395697	0.33078932438455716	0.3638500099741863	0.36475640167811724	0.34402718082190586	0.3464247726796335	0.3570527843891091	0.35079737767343433	0.3712003003464536	0.3501011705263405	0.35667241199756994	0.35013690331427544	0.32822810385322676	0.2977646395712293	0.31581662665335575	0.4329902590472623	0.5054470177489611	0.501004625292896	0.49021643365207834	0.2767316077664107	0.271192291353573	0.2801719774732513	0.28140395422431996	0.2901819379019579	0.29874161753729955	0.2802399077808806	0.26877222744729	0.28187096644736337	0.27704485346884455	0.2516746549940322	0.2581012864457861	0.2692473138109487	0.26849056143810557	0.2764870536699202	0.26351102100909407	0.2712613064333673	0.15934208501282868	0.22231257414573724	0.12726908067482298	0.09413908001497623	0.050304372099285156	0.0	0.013118517613390904	0.2970709477035959	0.2902610573489045	0.2978069788283244	0.29728932797866703	0.2905540013002072
S27H1	0.3087186879003749	0.3059841984000913	0.40901088340945707	0.2671622332435091	0.3649932439691803	0.3506539238194565	0.3563191992489796	0.3696106091798972	0.3781641507654292	0.389006439986174	0.37363623849033323	0.3502009503812942	0.3325030959318944	0.3655637815215236	0.3664701732254545	0.34574095236924307	0.34813854422697077	0.35876655593644635	0.35251114922077154	0.3729140718937909	0.3518149420736777	0.35838618354490714	0.3518506748616127	0.329941875400564	0.29947841111856655	0.31753039820069295	0.43470403059459956	0.5071607892962984	0.5027183968402332	0.4919302051994156	0.2784453793137479	0.27290606290091024	0.2818857490205885	0.28311772577165717	0.29189570944929516	0.3004553890846368	0.2819536793282178	0.2704859989946273	0.28358473799470063	0.27875862501618176	0.25338842654136945	0.2598150579931234	0.2709610853582859	0.27020433298544283	0.2782008252172575	0.2652247925564313	0.27297507798070453	0.1610558565601659	0.22402634569307447	0.12898285222216022	0.09585285156231345	0.05201814364662238	0.013118517613390904	0.0	0.29878471925093314	0.2919748288962417	0.29952075037566167	0.29900309952600423	0.29226777284754446
S14Hp	0.27570465178046594	0.27297016228018234	0.37599684728954813	0.23414819712360013	0.3319792078492714	0.31763988769954754	0.32330516312907065	0.33659657305998825	0.34515011464552026	0.3559924038662651	0.3406222023704243	0.31718691426138523	0.2994890598119855	0.33254974540161464	0.33345613710554556	0.31272691624933413	0.31512450810706183	0.3257525198165374	0.3194971131008626	0.33990003577388195	0.31880090595376875	0.3253721474249982	0.31883663874170376	0.2969278392806551	0.2664643749986576	0.284516362080784	0.4016899944746906	0.4741467531763894	0.4697043607203243	0.45891616907950666	0.2620138780251612	0.2564745616123235	0.26545424773200177	0.26668622448307044	0.27546420816070843	0.2840238877960501	0.2655221780396311	0.26700334378700724	0.2801020827870806	0.2752759698085617	0.2499057713337494	0.27206926060635495	0.28321528797151746	0.2824585355986744	0.29045502783048904	0.2774789951696629	0.28522928059393615	0.1898641907682866	0.28208384020270305	0.28647870433960076	0.2993873921237731	0.2760081233814039	0.2970709477035959	0.29878471925093314	0.0	0.21218780569341844	0.26650671425575273	0.2659890634060953	0.2592537367276355
31328	0.2688947614257745	0.26616027192549085	0.3691869569348567	0.2273383067689087	0.3251693174945799	0.31082999734485606	0.3164952727743793	0.32978668270529676	0.3383402242908289	0.3491825135115736	0.3338123120157329	0.31037702390669386	0.292679169457294	0.32573985504692315	0.3266462467508541	0.30591702589464276	0.30831461775237035	0.31894262946184593	0.3126872227461712	0.33309014541919046	0.3119910155990774	0.31856225707030683	0.3120267483870123	0.29011794892596365	0.2596544846439661	0.2777064717260926	0.3948801041199992	0.46733686282169795	0.46289447036563286	0.45210627872481524	0.25520398767046976	0.24966467125763206	0.25864435737731034	0.25987633412837907	0.268654317806017	0.27721399744135866	0.25871228768493965	0.2601934534323158	0.2732921924323891	0.26846607945387035	0.24309588097905796	0.2652593702516635	0.27640539761682603	0.27564864524398297	0.2836451374757976	0.2706691048149714	0.27841939023924467	0.18305430041359516	0.2752739498480117	0.27966881398490934	0.29257750176908165	0.2691982330267125	0.2902610573489045	0.2919748288962417	0.21218780569341844	0.0	0.2596968239010613	0.25917917305140387	0.25244384637294404
530052	0.2628416742055548	0.26010718470527117	0.363133869714637	0.22128521954868902	0.3191162302743602	0.30477691012463637	0.31044218555415953	0.3237335954850771	0.33228713707060914	0.3431294262913539	0.32775922479551317	0.3043239366864741	0.2866260822370743	0.31968676782670347	0.3205931595306344	0.299863938674423	0.30226153053215066	0.31288954224162624	0.3066341355259515	0.3270370581989708	0.30593792837885764	0.3125091698500871	0.3059736611667926	0.28406486170574397	0.25360139742374643	0.2716533845058729	0.3888270168997795	0.46128377560147826	0.45684138314541317	0.44605319150459555	0.2627499091498897	0.257210592737052	0.2661902788567303	0.267422255607799	0.27620023928543697	0.2847599189207786	0.2662582091643596	0.2677393749117358	0.2808381139118091	0.27601200093329026	0.25064180245847795	0.2728052917310835	0.283951319096246	0.28319456672340293	0.2911910589552176	0.2782150262943914	0.2859653117186646	0.19060022189301512	0.2828198713274316	0.2872147354643293	0.3001234232485016	0.27674415450613243	0.2978069788283244	0.29952075037566167	0.26650671425575273	0.2596968239010613	0.0	0.2386626110704541	0.2319272843919943
31267	0.2623240233558974	0.2595895338556138	0.3626162188649796	0.22076756869903158	0.3185985794247028	0.304259259274979	0.30992453470450215	0.3232159446354197	0.33176948622095176	0.3426117754416965	0.3272415739458558	0.30380628583681674	0.28610843138741693	0.3191691169770461	0.320075508680977	0.29934628782476563	0.3017438796824933	0.31237189139196886	0.3061164846762941	0.3265194073493134	0.30542027752920026	0.3119915190004297	0.3054560103171352	0.28354721085608653	0.25308374657408905	0.27113573365621546	0.38830936605012206	0.4607661247518208	0.45632373229575574	0.4455355406549381	0.2622322583002323	0.2566929418873946	0.26567262800707286	0.2669046047581416	0.27568258843577953	0.2842422680711212	0.26574055831470217	0.26722172406207834	0.2803204630621517	0.2754943500836329	0.2501241516088205	0.27228764088142604	0.28343366824658855	0.2826769158737455	0.29067340810556014	0.277697375444734	0.28544766086900725	0.19008257104335768	0.2823022204777742	0.28669708461467186	0.2996057723988442	0.276226503656475	0.29728932797866703	0.29900309952600423	0.2659890634060953	0.25917917305140387	0.2386626110704541	0.0	0.1769651002804371
31750	0.25558869667743755	0.25285420717715396	0.35588089218651975	0.21403224202057178	0.311863252746243	0.29752393259651916	0.3031892080260423	0.31648061795695986	0.32503415954249193	0.33587644876323675	0.32050624726739596	0.2970709591583569	0.2793731047089571	0.31243379029858626	0.3133401820025172	0.2926109611463058	0.29500855300403345	0.30563656471350903	0.29938115799783427	0.31978408067085357	0.2986849508507404	0.3052561923219699	0.2987206836386754	0.2768118841776267	0.24634841989562922	0.2644004069777557	0.38157403937166223	0.454030798073361	0.44958840561729596	0.4388002139764783	0.25549693162177245	0.24995761520893478	0.25893730132861303	0.26016927807968177	0.26894726175731976	0.2775069413926614	0.25900523163624234	0.26048639738361856	0.27358513638369186	0.26875902340517305	0.2433888249303607	0.2655523142029662	0.2766983415681288	0.27594158919528566	0.2839380814271003	0.27096204876627417	0.2787123341905474	0.18334724436489788	0.27556689379931437	0.27996175793621203	0.29287044572038434	0.26949117697801517	0.2905540013002072	0.29226777284754446	0.2592537367276355	0.25244384637294404	0.2319272843919943	0.1769651002804371	0.0
