	w2pp	s2pp	s24pp	530451	s18pp	s12pp	w11pp	s11pp	F16H1	s14pp	s15pp	w14pp	s29pp	s26pp	s17pp	s32pp	S17H1	w21pp	s31pp	w15pp	s28pp	s16pp	w16pp	w4pp	w18pp	s27pp	s25pp	s22pp	S29H1	s4pp	s10pp	S8Hp	w29pp	f8pp	w30pp	S4Hp	f4pp	S13Hp	S15Hp	S22Hp	S9H1	530331	S28Hp	S1Hp	31750	S6Hp	S20H1	F14H1A	S26Hp	S16H2	S18H1	f14ppB	s6pp	w6pp	S21H1	s13pp	s30pp	s20pp	s19pp	s9pp	s7pp	F23HpA	s23pp	w32pp	s1pp	w7pp
S1Hp	0.5310801326964677	0.5313721022923432	0.552045734590346	0.5827296575083432	0.5326718633569332	0.5493000921703106	0.5991393100861585	0.5990125231500688	0.5506751309952788	0.5354622660514321	0.5408233142538509	0.5488567061164451	0.5384179400284773	0.5226273267444306	0.5278351404469417	0.5354673768119576	0.5530519695235968	0.541622814843141	0.5380250469918493	0.5303388901353988	0.5335513289771785	0.5318396247514902	0.5391747759549392	0.5171448356408331	0.5003064416396946	0.5352575646360286	0.4982391922884606	0.5254769514014358	0.5502106863969479	0.5320146723414801	0.5926848119395993	0.5389114510567596	0.48316352434139187	0.4767006533083332	0.46703895423818403	0.4662137932498812	0.43691959110362477	0.32482768578903926	0.35392384605150884	0.409656824455629	0.38128097680519174	0.46160105381885874	0.33325026431292115	0.0	0.13893173917728907	0.11443343600519641	0.2960102871738637	0.46381634711916203	0.45429092718241776	0.42115243117591805	0.2737573383326809	0.4187097499569858	0.4262270027246808	0.4679781953815162	0.5029573467181494	0.5433386921975196	0.5328756213489204	0.5371197427045281	0.559329332676982	0.5085869592783159	0.507055350250753	0.5445094577438193	0.5409933573600676	0.5615367639825862	0.49402922808621896	0.5426486489743425
31750	0.5835398840003321	0.5838318535962077	0.6045054858942105	0.6351894088122076	0.5851316146607977	0.6017598434741751	0.6515990613900229	0.6514722744539333	0.6031348822991432	0.5879220173552966	0.5932830655577153	0.6013164574203096	0.5908776913323418	0.5750870780482951	0.5802948917508061	0.5879271281158219	0.6055117208274612	0.5940825661470054	0.5904847982957137	0.5827986414392632	0.5860110802810429	0.5842993760553545	0.5916345272588037	0.5696045869446975	0.5527661929435591	0.5877173159398928	0.550698943592325	0.5779367027053002	0.6026704377008122	0.5844744236453445	0.6451445632434636	0.5913712023606239	0.5356232756452561	0.5291604046121976	0.5194987055420484	0.5186735445537456	0.48937934240748915	0.3772874370929036	0.40638359735537316	0.46211657575949333	0.43374072810905606	0.5140608051227231	0.3857100156167854	0.13893173917728907	0.0	0.1289608034357022	0.348470038477728	0.5162760984230264	0.5067506784862821	0.47361218247978243	0.3262170896365453	0.4711695012608501	0.4786867540285451	0.5204379466853805	0.5554170980220138	0.595798443501384	0.5853353726527848	0.5895794940083925	0.6117890839808464	0.5610467105821803	0.5595151015546173	0.5969692090476837	0.593453108663932	0.6139965152864506	0.5464889793900833	0.5951084002782069
S6Hp	0.5590415808282394	0.559333550424115	0.5800071827221178	0.610691105640115	0.560633311488705	0.5772615403020824	0.6271007582179302	0.6269739712818406	0.5786365791270506	0.5634237141832039	0.5687847623856226	0.5768181542482169	0.5663793881602491	0.5505887748762024	0.5557965885787134	0.5634288249437293	0.5810134176553685	0.5695842629749127	0.565986495123621	0.5583003382671705	0.5615127771089502	0.5598010728832619	0.567136224086711	0.5451062837726048	0.5282678897714664	0.5632190127678002	0.5262006404202323	0.5534383995332075	0.5781721345287195	0.5599761204732518	0.6206462600713709	0.5668728991885312	0.5111249724731635	0.5046621014401049	0.4950004023699557	0.49417524138165286	0.4648810392353965	0.3527891339208109	0.38188529418328054	0.4376182725874007	0.4092424249369634	0.48956250195063045	0.3612117124446928	0.11443343600519641	0.1289608034357022	0.0	0.3239717353056354	0.4917777952509337	0.4822523753141894	0.44911387930768976	0.3017187864644526	0.44667119808875744	0.45418845085645243	0.49593964351328784	0.530918794849921	0.5713001403292913	0.560837069480692	0.5650811908362998	0.5872907808087537	0.5365484074100876	0.5350167983825246	0.572470905875591	0.5689548054918393	0.5894982121143579	0.5219906762179907	0.5706100971061142
S20H1	0.47134983096344096	0.47164180055931654	0.4923154328573193	0.5229993557753164	0.4729415616239065	0.48956979043728394	0.5394090083531318	0.5392822214170421	0.490944829262252	0.47573196431840536	0.48109301252082415	0.4891264043834184	0.47868763829545063	0.4628970250114039	0.46810483871391495	0.4757370750789308	0.49332166779057	0.4818925131101143	0.4782947452588225	0.4706085884023721	0.4738210272441517	0.47210932301846337	0.4794444742219125	0.4574145339078064	0.4405761399066679	0.47552726290300185	0.43850889055543385	0.4657466496684091	0.4904803846639212	0.47228437060845346	0.5329545102065726	0.47918114932373285	0.42343322260836513	0.4169703515753065	0.4073086525051573	0.4064834915168545	0.37718928937059804	0.2650973840560125	0.2941935443184821	0.3499265227226023	0.321550675072165	0.401870752085832	0.310099338502394	0.2960102871738637	0.348470038477728	0.3239717353056354	0.0	0.21703391376720674	0.20750849383046246	0.30684509489409906	0.2140270365996542	0.35897944822395905	0.36649670099165405	0.40824789364848946	0.4432270449851226	0.4836083904644929	0.4731453196158937	0.47738944097150143	0.4995990309439553	0.4488566575452892	0.44732504851772625	0.4847791560107926	0.48126305562704086	0.5018064622495595	0.4342989263531922	0.4829183472413157
F14H1A	0.6391558909087393	0.6394478605046149	0.6601214928026177	0.6908054157206148	0.6407476215692048	0.6573758503825823	0.7072150682984301	0.7070882813623405	0.6587508892075504	0.6435380242637037	0.6488990724661224	0.6569324643287168	0.646493698240749	0.6307030849567022	0.6359108986592132	0.6435431350242291	0.6611277277358684	0.6496985730554126	0.6461008052041208	0.6384146483476704	0.64162708718945	0.6399153829637617	0.6472505341672109	0.6252205938531047	0.6083821998519663	0.6433333228483	0.6063149505007321	0.6335527096137074	0.6582864446092194	0.6400904305537517	0.7007605701518709	0.6469872092690311	0.5912392825536633	0.5847764115206048	0.5751147124504556	0.5742895514621528	0.5449953493158964	0.43290344400131087	0.46199960426378045	0.5177325826679007	0.48935673501746335	0.5696768120311304	0.4779053984476923	0.46381634711916203	0.5162760984230264	0.4917777952509337	0.21703391376720674	0.0	0.20042138047066102	0.4746511548393974	0.38183309654495257	0.5267855081692574	0.5343027609369524	0.5760539535937877	0.611033104930421	0.6514144504097912	0.640951379561192	0.6451955009167997	0.6674050908892536	0.6166627174905874	0.6151311084630244	0.6525852159560909	0.6490691155723392	0.6696125221948578	0.6021049862984905	0.6507244071866141
S26Hp	0.629630470971995	0.6299224405678706	0.6505960728658734	0.6812799957838706	0.6312222016324606	0.647850430445838	0.6976896483616858	0.6975628614255962	0.6492254692708062	0.6340126043269594	0.6393736525293782	0.6474070443919725	0.6369682783040047	0.621177665019958	0.626385478722469	0.6340177150874848	0.6516023077991241	0.6401731531186683	0.6365753852673766	0.6288892284109261	0.6321016672527058	0.6303899630270174	0.6377251142304666	0.6156951739163604	0.598856779915222	0.6338079029115558	0.5967895305639879	0.6240272896769631	0.6487610246724751	0.6305650106170074	0.6912351502151266	0.6374617893322868	0.581713862616919	0.5752509915838605	0.5655892925137114	0.5647641315254085	0.5354699293791522	0.4233780240645666	0.4524741843270362	0.5082071627311564	0.4798313150807191	0.5601513920943861	0.46837997851094804	0.45429092718241776	0.5067506784862821	0.4822523753141894	0.20750849383046246	0.20042138047066102	0.0	0.46512573490265313	0.3723076766082083	0.5172600882325131	0.5247773410002081	0.5665285336570435	0.6015076849936767	0.6418890304730469	0.6314259596244477	0.6356700809800554	0.6578796709525093	0.6071372975538432	0.6056056885262802	0.6430597960193466	0.6395436956355949	0.6600871022581135	0.5925795663617462	0.6411989872498698
S16H2	0.5964919749654953	0.596783944561371	0.6174575768593737	0.6481414997773709	0.5980837056259609	0.6147119344393384	0.6645511523551861	0.6644243654190966	0.6160869732643065	0.6008741083204598	0.6062351565228785	0.6142685483854728	0.6038297822975051	0.5880391690134583	0.5932469827159693	0.6008792190809852	0.6184638117926244	0.6070346571121686	0.6034368892608769	0.5957507324044264	0.5989631712462061	0.5972514670205178	0.604586618223967	0.5825566779098608	0.5657182839087224	0.6006694069050561	0.5636510345574882	0.5908887936704634	0.6156225286659754	0.5974265146105078	0.6580966542086268	0.6043232933257872	0.5485753666104194	0.542112495577361	0.5324507965072117	0.531625635518909	0.5023314333726525	0.39023952805806694	0.4193356883205365	0.4750686667246567	0.4466928190742194	0.5270128960878864	0.4352414825044484	0.42115243117591805	0.47361218247978243	0.44911387930768976	0.30684509489409906	0.4746511548393974	0.46512573490265313	0.0	0.33916918060170864	0.4841215922260135	0.49163884499370847	0.5333900376505438	0.568369188987177	0.6087505344665473	0.598287463617948	0.6025315849735557	0.6247411749460097	0.5739988015473435	0.5724671925197805	0.609921300012847	0.6064051996290952	0.6269486062516139	0.5594410703552466	0.6080604912433701
S18H1	0.39582054086934215	0.3961125104652177	0.4167861427632205	0.4474700656812176	0.3974122715298077	0.4140405003431851	0.4638797182590329	0.46375293132294326	0.4154155391681532	0.40020267422430655	0.40556372242672534	0.4135971142893196	0.4031583482013518	0.3873677349173051	0.39257554861981614	0.400207784984832	0.4177923776964712	0.40636322301601546	0.4027654551647237	0.39507929830827326	0.3982917371500529	0.39658003292436456	0.4039151841278137	0.3818852438137076	0.3650468498125691	0.39999797280890304	0.36297960046133504	0.3902173595743103	0.4149510945698224	0.39675508051435465	0.4574252201124738	0.40365185922963404	0.3479039325142663	0.3414410614812077	0.3317793624110585	0.33095420142275567	0.3016599992764993	0.18956809396191374	0.21866425422438335	0.28478073751771127	0.25640488986727406	0.35262403894268757	0.28784638966121123	0.2737573383326809	0.3262170896365453	0.3017187864644526	0.2140270365996542	0.38183309654495257	0.3723076766082083	0.33916918060170864	0.0	0.2834501581298603	0.29096741089755523	0.33271860355439065	0.3676977548910238	0.4080791003703941	0.39761602952179487	0.4018601508774026	0.4240697408498565	0.3733273674511904	0.37179575842362744	0.40924986591669377	0.40573376553294205	0.4262771721554607	0.3587696362590934	0.4073890571472169
f14ppB	0.2721607203958233	0.27245268999169886	0.29312632228970165	0.32381024520769874	0.2737524510562888	0.29038067986966626	0.34021989778551404	0.3400931108494244	0.29175571869463435	0.2765428537507877	0.28190390195320647	0.28993729381580075	0.27949852772783296	0.2637079144437862	0.2689157281462973	0.27654796451131314	0.29413255722295234	0.2827034025424966	0.2791056346912048	0.2714194778347544	0.274631916676534	0.2729202124508457	0.2802553636542948	0.2582254233401887	0.24138702933905024	0.27633815233538417	0.2393197799878162	0.26655753910079144	0.2912912740963035	0.2730952600408358	0.3337653996389549	0.2799920387561152	0.22424411204074748	0.2177812410076888	0.20811954193753962	0.20729438094923683	0.1780001788029804	0.1966830924266898	0.2889691092845164	0.4297331491420161	0.4013573014915789	0.4975764505669924	0.43279880128551607	0.4187097499569858	0.4711695012608501	0.44667119808875744	0.35897944822395905	0.5267855081692574	0.5172600882325131	0.4841215922260135	0.2834501581298603	0.0	0.16730759042403637	0.20905878308087178	0.244037934417505	0.28441927989687527	0.273956209048276	0.27820033040388376	0.3004099203763377	0.24966754697767155	0.24813593795010858	0.2855900454431749	0.2820739450594232	0.30261735168194187	0.23510981578557452	0.28372923667369804
s6pp	0.19092583082949383	0.1912178004253694	0.21189143272337216	0.24257535564136928	0.19251756148995933	0.2091457903033368	0.2589850082191846	0.25885822128309494	0.21052082912830491	0.19530796418445823	0.200669012386877	0.20870240424947128	0.1982636381615035	0.18247302487745676	0.1876808385799678	0.19531307494498365	0.21289766765662288	0.2014685129761671	0.19787074512487535	0.19018458826842494	0.19339702711020457	0.19168532288451623	0.1990204740879654	0.17699053377385923	0.16015213977272078	0.19510326276905468	0.1580848904214867	0.18532264953446193	0.210056384529974	0.1918603704745063	0.2525305100726254	0.1987571491897857	0.143009222474418	0.13654635144135935	0.12688465237121016	0.12605949138290734	0.1489767790832615	0.2042003451943848	0.29648636205221135	0.4372504019097111	0.4088745542592739	0.5050937033346874	0.44031605405321106	0.4262270027246808	0.4786867540285451	0.45418845085645243	0.36649670099165405	0.5343027609369524	0.5247773410002081	0.49163884499370847	0.29096741089755523	0.16730759042403637	0.0	0.1278238935145423	0.1628030448511755	0.20318439033054578	0.19272131948194654	0.1969654408375543	0.21917503081000816	0.16843265741134206	0.1669010483837791	0.2043551558768454	0.20083905549309372	0.22138246211561238	0.15387492621924503	0.2024943471073686
w6pp	0.10907277306947827	0.10936474266535384	0.13003837496335663	0.16072229788135375	0.1106645037299438	0.12729273254332124	0.17713195045916905	0.1770051635230794	0.12866777136828939	0.11345490642444268	0.11881595462686145	0.12684934648945573	0.11641058040148794	0.1006199671174412	0.10582778081995226	0.11346001718496812	0.13104460989660735	0.11961545521615158	0.11601768736485982	0.10833153050840938	0.11154396935018904	0.1098322651245007	0.11716741632794983	0.0951374760138437	0.07829908201270522	0.11325020500903915	0.07623183266147118	0.10346959177444641	0.12820332676995846	0.11000731271449077	0.1706774523126099	0.11690409142977018	0.06115616471440245	0.09414581456743032	0.08448411549728112	0.12597546540973026	0.19072797174009692	0.2459515378512202	0.33823755470904676	0.4790015945665465	0.4506257469161093	0.5468448959915229	0.48206724671004647	0.4679781953815162	0.5204379466853805	0.49593964351328784	0.40824789364848946	0.5760539535937877	0.5665285336570435	0.5333900376505438	0.33271860355439065	0.20905878308087178	0.1278238935145423	0.0	0.08094998709115994	0.12133133257053022	0.11086826172193097	0.11511238307753874	0.13732197304999263	0.08657959965132653	0.08504799062376356	0.12250209811682988	0.11898599773307819	0.13952940435559685	0.0720218684592295	0.12064128934735305
S21H1	0.11178922374795658	0.11208119334383215	0.13275482564183494	0.16343874855983206	0.11338095440842211	0.13000918322179955	0.17984840113764736	0.17972161420155772	0.1313842220467677	0.116171357102921	0.12153240530533976	0.12956579716793404	0.11912703107996625	0.10333641779591951	0.10854423149843057	0.11617646786344643	0.13376106057508566	0.12233190589462989	0.11873413804333813	0.11104798118688769	0.11426042002866735	0.11254871580297901	0.11988386700642814	0.09785392669232201	0.08101553269118353	0.11596665568751746	0.0789482833399495	0.10618604245292472	0.13091977744843677	0.11272376339296908	0.1733939029910882	0.11962054210824849	0.06387261539288076	0.12912496590406353	0.11946326683391432	0.16095461674636347	0.22570712307673013	0.2809306891878534	0.3732167060456799	0.5139807459031797	0.48560489825274245	0.5818240473281561	0.5170463980466796	0.5029573467181494	0.5554170980220138	0.530918794849921	0.4432270449851226	0.611033104930421	0.6015076849936767	0.568369188987177	0.3676977548910238	0.244037934417505	0.1628030448511755	0.08094998709115994	0.0	0.08977412336826973	0.07931105251967048	0.08355517387527825	0.14003842372847095	0.08929605032980484	0.08776444130224187	0.1252185487953082	0.1217024484115565	0.14224585503407516	0.07473831913770781	0.12335774002583136
s13pp	0.15217056922732686	0.15246253882320246	0.17313617112120522	0.20382009403920237	0.1537622998877924	0.17039052870116986	0.22022974661701766	0.22010295968092802	0.17176556752613797	0.1565527025822913	0.16191375078471007	0.16994714264730432	0.15950837655933656	0.1437177632752898	0.14892557697780087	0.1565578133428167	0.17414240605445594	0.16271325137400017	0.15911548352270843	0.15142932666625797	0.15464176550803765	0.1529300612823493	0.16026521248579845	0.1382352721716923	0.12139687817055382	0.15634800116688774	0.11932962881931979	0.146567387932295	0.17130112292780708	0.15310510887233936	0.21377524847045848	0.16000188758761877	0.10425396087225104	0.1695063113834338	0.15984461231328462	0.20133596222573374	0.2660884685561004	0.3213120346672237	0.4135980515250502	0.55436209138255	0.5259862437321128	0.6222053928075263	0.55742774352605	0.5433386921975196	0.595798443501384	0.5713001403292913	0.4836083904644929	0.6514144504097912	0.6418890304730469	0.6087505344665473	0.4080791003703941	0.28441927989687527	0.20318439033054578	0.12133133257053022	0.08977412336826973	0.0	0.08962731937360216	0.09387144072920992	0.18041976920784125	0.12967739580917512	0.12814578678161215	0.16559989427467847	0.16208379389092678	0.18262720051344544	0.11511966461707811	0.16373908550520166
s30pp	0.1417074983787276	0.1419994679746032	0.16267310027260595	0.1933570231906031	0.14329922903919312	0.1599274578525706	0.2097666757684184	0.20963988883232876	0.1613024966775387	0.14608963173369202	0.1514506799361108	0.15948407179870505	0.1490453057107373	0.13325469242669052	0.1384625061292016	0.14609474249421744	0.16367933520585667	0.1522501805254009	0.14865241267410917	0.1409662558176587	0.1441786946594384	0.14246699043375002	0.14980214163719918	0.12777220132309303	0.11093380732195456	0.14588493031828847	0.10886655797072052	0.13610431708369575	0.16083805207920782	0.1426420380237401	0.2033121776218592	0.1495388167390195	0.09379089002365179	0.15904324053483454	0.14938154146468535	0.1908728913771345	0.25562539770750115	0.3108489638186244	0.4031349806764509	0.5438990205339507	0.5155231728835135	0.6117423219589271	0.5469646726774506	0.5328756213489204	0.5853353726527848	0.560837069480692	0.4731453196158937	0.640951379561192	0.6314259596244477	0.598287463617948	0.39761602952179487	0.273956209048276	0.19272131948194654	0.11086826172193097	0.07931105251967048	0.08962731937360216	0.0	0.04670719392818294	0.169956698359242	0.11921432496057585	0.11768271593301288	0.1551368234260792	0.15162072304232752	0.17216412966484618	0.10465659376847884	0.1532760146566024
s20pp	0.1459516197343354	0.14624358933021098	0.16691722162821374	0.19760114454621086	0.1475433503948009	0.16417157920817838	0.21401079712402615	0.2138840101879365	0.1655466180331465	0.1503337530892998	0.1556948012917186	0.16372819315431286	0.15328942706634507	0.13749881378229833	0.1427066274848094	0.15033886384982523	0.16792345656146446	0.15649430188100868	0.15289653402971692	0.1452103771732665	0.14842281601504614	0.1467111117893578	0.15404626299280696	0.1320163226787008	0.11517792867756234	0.15012905167389626	0.1131106793263283	0.14034843843930353	0.16508217343481557	0.14688615937934787	0.20755629897746702	0.1537829380946273	0.09803501137925956	0.16328736189044232	0.1536256628202931	0.1951170127327423	0.2598695190631089	0.3150930851742322	0.40737910203205874	0.5481431418895585	0.5197672942391213	0.6159864433145348	0.5512087940330584	0.5371197427045281	0.5895794940083925	0.5650811908362998	0.47738944097150143	0.6451955009167997	0.6356700809800554	0.6025315849735557	0.4018601508774026	0.27820033040388376	0.1969654408375543	0.11511238307753874	0.08355517387527825	0.09387144072920992	0.04670719392818294	0.0	0.17420081971484974	0.12345844631618363	0.12192683728862067	0.159380944781687	0.1558648443979353	0.17640825102045396	0.10890071512408663	0.15752013601221018
s19pp	0.14913478547677805	0.14942675507265363	0.17010038737065641	0.20078431028865354	0.15072651613724358	0.16735474495062103	0.21719396286646883	0.2170671759303792	0.16872978377558917	0.15351691883174245	0.15887796703416124	0.1669113588967555	0.15647259280878772	0.14068197952474099	0.14588979322725204	0.1535220295922679	0.17110662230390714	0.15967746762345136	0.1560796997721596	0.14839354291570916	0.15160598175748882	0.14989427753180048	0.15722942873524962	0.1351994884211435	0.118361094420005	0.15331221741633894	0.11629384506877097	0.1435316041817462	0.16826533917725825	0.15006932512179055	0.21073946471990967	0.15696610383706994	0.11204661042147125	0.18549695186289622	0.17583525279274703	0.21732660270519616	0.2820791090355628	0.3373026751466861	0.4295886920045126	0.5703527318620124	0.5419768842115752	0.6381960332869887	0.5734183840055124	0.559329332676982	0.6117890839808464	0.5872907808087537	0.4995990309439553	0.6674050908892536	0.6578796709525093	0.6247411749460097	0.4240697408498565	0.3004099203763377	0.21917503081000816	0.13732197304999263	0.14003842372847095	0.18041976920784125	0.169956698359242	0.17420081971484974	0.0	0.05517191362620864	0.106023562106499	0.16256411052412967	0.15904801014037795	0.17959141676289664	0.11208388086652929	0.16070330175465283
s9pp	0.09839241207811193	0.09868438167398752	0.11935801397199028	0.1500419368899874	0.09998414273857745	0.11661237155195492	0.1664515894678027	0.16632480253171306	0.11798741037692304	0.10277454543307635	0.10813559363549513	0.11616898549808939	0.10573021941012162	0.08993960612607486	0.09514741982858593	0.10277965619360177	0.120364248905241	0.10893509422478523	0.10533732637349348	0.09765116951704304	0.1008636083588227	0.09915190413313435	0.10648705533658351	0.08445711502247735	0.06761872102133888	0.1025698440176728	0.06555147167010485	0.09278923078308007	0.11752296577859213	0.09932695172312442	0.15999709132124357	0.10622373043840383	0.06130423702280513	0.1347545784642301	0.1250928793940809	0.16658422930653005	0.2313367356368967	0.28656030174801994	0.3788463186058465	0.5196103584633462	0.49123451081290903	0.5874536598883225	0.5226760106068462	0.5085869592783159	0.5610467105821803	0.5365484074100876	0.4488566575452892	0.6166627174905874	0.6071372975538432	0.5739988015473435	0.3733273674511904	0.24966754697767155	0.16843265741134206	0.08657959965132653	0.08929605032980484	0.12967739580917512	0.11921432496057585	0.12345844631618363	0.05517191362620864	0.0	0.055281188707832885	0.11182173712546353	0.10830563674171184	0.1288490433642305	0.061341507467863175	0.10996092835598673
s7pp	0.09686080305054898	0.09715277264642455	0.11782640494442732	0.14851032786242446	0.09845253371101449	0.11508076252439195	0.16491998044023976	0.16479319350415012	0.11645580134936007	0.10124293640551338	0.10660398460793216	0.11463737647052644	0.10419861038255865	0.08840799709851191	0.09361581080102296	0.10124804716603882	0.11883263987767805	0.10740348519722227	0.10380571734593053	0.09611956048948009	0.09933199933125975	0.0976202951055714	0.10495544630902054	0.0829255059949144	0.06608711199377593	0.10103823499010985	0.06401986264254188	0.0912576217555171	0.11599135675102917	0.09779534269556146	0.1584654822936806	0.10469212141084086	0.059772627995242175	0.13322296943666714	0.12356127036651793	0.16505262027896708	0.22980512660933372	0.285028692720457	0.37731470957828356	0.5180787494357832	0.4897029017853461	0.5859220508607595	0.5211444015792832	0.507055350250753	0.5595151015546173	0.5350167983825246	0.44732504851772625	0.6151311084630244	0.6056056885262802	0.5724671925197805	0.37179575842362744	0.24813593795010858	0.1669010483837791	0.08504799062376356	0.08776444130224187	0.12814578678161215	0.11768271593301288	0.12192683728862067	0.106023562106499	0.055281188707832885	0.0	0.11029012809790058	0.10677402771414889	0.12731743433666753	0.05980989844030021	0.10842931932842376
F23HpA	0.12819690053464056	0.12848887013051616	0.14916250242851892	0.17984642534651607	0.12978863119510609	0.14641686000848356	0.19625607792433136	0.19612929098824172	0.14779189883345167	0.13257903388960499	0.13794008209202377	0.14597347395461802	0.13553470786665026	0.1197440945826035	0.12495190828511457	0.1325841446501304	0.15016873736176964	0.13873958268131387	0.13514181483002213	0.12745565797357167	0.13066809681535135	0.128956392589663	0.13629154379311215	0.11426160347900599	0.09742320947786752	0.13237433247420144	0.09535596012663348	0.12259371923960871	0.14732745423512078	0.12913144017965306	0.18980157977777218	0.13602821889493247	0.09722673548830849	0.17067707692973347	0.16101537785958425	0.2025067277720334	0.26725923410240005	0.3224828002135234	0.4147688170713498	0.5555328569288496	0.5271570092784124	0.623376158353826	0.5585985090723495	0.5445094577438193	0.5969692090476837	0.572470905875591	0.4847791560107926	0.6525852159560909	0.6430597960193466	0.609921300012847	0.40924986591669377	0.2855900454431749	0.2043551558768454	0.12250209811682988	0.1252185487953082	0.16559989427467847	0.1551368234260792	0.159380944781687	0.16256411052412967	0.11182173712546353	0.11029012809790058	0.0	0.09907914887991731	0.11962255550243597	0.0911459959243918	0.13976541681251536
s23pp	0.12468080015088888	0.12497276974676447	0.14564640204476723	0.17633032496276435	0.1262725308113544	0.14290075962473187	0.19273997754057964	0.19261319060449	0.14427579844969998	0.1290629335058533	0.13442398170827208	0.14245737357086635	0.13201860748289856	0.11622799419885181	0.12143580790136288	0.12906804426637872	0.14665263697801795	0.13522348229756218	0.13162571444627041	0.12393955758981999	0.12715199643159963	0.1254402922059113	0.13277544340936046	0.1107455030952543	0.09390710909411583	0.12885823209044975	0.0918398597428818	0.11907761885585702	0.14381135385136906	0.12561533979590137	0.18628547939402051	0.13251211851118078	0.0937106351045568	0.16716097654598178	0.15749927747583256	0.19899062738828172	0.2637431337186483	0.31896669982977166	0.41125271668759816	0.552016756545098	0.5236409088946608	0.6198600579700743	0.5550824086885979	0.5409933573600676	0.593453108663932	0.5689548054918393	0.48126305562704086	0.6490691155723392	0.6395436956355949	0.6064051996290952	0.40573376553294205	0.2820739450594232	0.20083905549309372	0.11898599773307819	0.1217024484115565	0.16208379389092678	0.15162072304232752	0.1558648443979353	0.15904801014037795	0.10830563674171184	0.10677402771414889	0.09907914887991731	0.0	0.09388561835194777	0.08762989554064012	0.13624931642876367
w32pp	0.14522420677340753	0.14551617636928313	0.1661898086672859	0.19687373158528304	0.14681593743387306	0.16344416624725053	0.21328338416309833	0.2131565972270087	0.16481920507221864	0.14960634012837196	0.15496738833079074	0.163000780193385	0.15256201410541723	0.13677140082137046	0.14197921452388154	0.14961145088889738	0.1671960436005366	0.15576688892008084	0.1521691210687891	0.14448296421233864	0.14769540305411832	0.14598369882842996	0.15331885003187912	0.13128890971777296	0.11445051571663449	0.1494016387129684	0.11238326636540046	0.13962102547837568	0.16435476047388775	0.14615874641842003	0.20682888601653915	0.15305552513369944	0.11425404172707546	0.18770438316850044	0.17804268409835122	0.21953403401080038	0.284286540341167	0.3395101064522903	0.43179612331011685	0.5725601631676166	0.5441843155171794	0.6404034645925929	0.5756258153111166	0.5615367639825862	0.6139965152864506	0.5894982121143579	0.5018064622495595	0.6696125221948578	0.6600871022581135	0.6269486062516139	0.4262771721554607	0.30261735168194187	0.22138246211561238	0.13952940435559685	0.14224585503407516	0.18262720051344544	0.17216412966484618	0.17640825102045396	0.17959141676289664	0.1288490433642305	0.12731743433666753	0.11962255550243597	0.09388561835194777	0.0	0.10817330216315878	0.15679272305128233
s1pp	0.04582498973417646	0.04611695933005204	0.06679059162805481	0.09747451454605194	0.04741672039464198	0.06404494920801944	0.11388416712386723	0.11375738018777759	0.06541998803298756	0.050207123089140875	0.05556817129155965	0.06360156315415391	0.05316279706618614	0.03737218378213939	0.04257999748465045	0.050212233849666305	0.06779682656130553	0.05636767188084976	0.05276990402955801	0.04508374717310757	0.04829618601488723	0.046584481789198884	0.05391963299264803	0.03188969267854189	0.015051298677403412	0.0569170697490525	0.01989869740148454	0.04713645651445977	0.07187019150997181	0.05367417745450412	0.11434431705262324	0.07232613294627023	0.04674650583070813	0.1201968472721331	0.11053514820198389	0.15202649811443303	0.21677900444479967	0.27200257055592303	0.36428858741374953	0.5050526272712493	0.47667677962081206	0.5728959286962256	0.5081182794147493	0.49402922808621896	0.5464889793900833	0.5219906762179907	0.4342989263531922	0.6021049862984905	0.5925795663617462	0.5594410703552466	0.3587696362590934	0.23510981578557452	0.15387492621924503	0.0720218684592295	0.07473831913770781	0.11511966461707811	0.10465659376847884	0.10890071512408663	0.11208388086652929	0.061341507467863175	0.05980989844030021	0.0911459959243918	0.08762989554064012	0.10817330216315878	0.0	0.057393506012051246
w7pp	0.09164815633980788	0.09194012593568347	0.11261375823368625	0.14329768115168337	0.09323988700027341	0.10986811581365087	0.15970733372949866	0.15958054679340902	0.111243154638619	0.09603028969477231	0.10139133789719108	0.10942472975978534	0.09898596367181757	0.08319535038777082	0.08840316409028189	0.09603540045529774	0.11361999316693697	0.1021908384864812	0.09859307063518943	0.090906913778739	0.09411935262051865	0.09240764839483032	0.09974279959827946	0.07771285928417332	0.06087446528303485	0.10553649063717604	0.06851811828960808	0.09575587740258332	0.12048961239809536	0.10229359834262766	0.16296373794074678	0.12094555383439379	0.09536592671883168	0.16881626816025666	0.15915456909010745	0.2006459190025566	0.2653984253329232	0.3206219914440465	0.412908008301873	0.5536720481593729	0.5252962005089356	0.6215153495843492	0.5567377003028728	0.5426486489743425	0.5951084002782069	0.5706100971061142	0.4829183472413157	0.6507244071866141	0.6411989872498698	0.6080604912433701	0.4073890571472169	0.28372923667369804	0.2024943471073686	0.12064128934735305	0.12335774002583136	0.16373908550520166	0.1532760146566024	0.15752013601221018	0.16070330175465283	0.10996092835598673	0.10842931932842376	0.13976541681251536	0.13624931642876367	0.15679272305128233	0.057393506012051246	0.0
