	F1H1	31021	S25Hp	S6Hp	S17H1	S2Hp	S29H1	S22Hp	F32H1	31328	s24H1	S21H1	F7H1	F23HpA	530258	31300	F8H1	530119	530050	S11Hp	s26pp	s27pp	S23Hp	s23pp	s2pp	s32pp	s1pp	w30pp	s22pp	s28pp	s13pp	s7pp	s25pp	31750	531414	F14H1B	S8Hp	S7Hp	s14pp	s19pp	s30pp	S30H1	s17pp	s24pp	s29pp	S10H1	s3pp	S28Hp	s12pp	s10pp	F29H1	S31Hp	S4Hp	S15Hp	31009	S3Hp	F22H1A	F6H1	S26Hp
S10H1	0.34817625923273593	0.32252487888602244	0.27345001147456427	0.2720248693957781	0.3080762749927969	0.3087488411289896	0.34637240702237915	0.3507647061995247	0.33043916145609226	0.3351958836532596	0.34404773657137594	0.3493983319253125	0.33831047896972344	0.2997046471672965	0.36538083302474067	0.33861278625632396	0.32469825211643955	0.34549455003950313	0.36675394304835185	0.3203912204489029	0.292355564740258	0.3380157404728985	0.4094588786902379	0.40857556637740666	0.30886859408545714	0.32287668327118213	0.3492343254103878	0.42287878673796964	0.35660860740677913	0.3600607574045901	0.36642709052227107	0.32189710935250754	0.2574183453285864	0.40285906268795646	0.3955577787694433	0.32181408797368277	0.2939034012566967	0.26260934664377156	0.38641337420419475	0.371983977398582	0.33256710383315324	0.4155590393524241	0.3130907997654905	0.35395697844491003	0.3672926419707695	0.0	0.03213430030408842	0.15169417760972528	0.24842914122182094	0.2135013212247232	0.26966086679320755	0.21105282075371834	0.30411762869268577	0.3739378997145192	0.35769521454995934	0.3109425507168959	0.3530135261580234	0.2931096266576736	0.2796759747888342
s3pp	0.3669593159285372	0.3413079355818237	0.29223306817036554	0.29080792609157935	0.32685933168859815	0.32753189782479086	0.3651554637181804	0.369547762895326	0.3492222181518935	0.35397894034906086	0.3628307932671772	0.36818138862111377	0.3570935356655247	0.31848770386309777	0.38416388972054194	0.35739584295212523	0.3434813088122408	0.3642776067353044	0.3855369997441531	0.33917427714470416	0.3111386214360593	0.3567987971686998	0.42824193538603916	0.42735862307320793	0.32765165078125846	0.3416597399669834	0.36801738210618906	0.44166184343377096	0.37539166410258046	0.37884381410039136	0.38521014721807234	0.34068016604830886	0.2762014020243877	0.42164211938375773	0.41434083546524464	0.3405971446694841	0.312686457952498	0.2813924033395728	0.405196430899996	0.39076703409438335	0.3513501605289545	0.43434209604822543	0.33187385646129175	0.3727400351407113	0.3860756986665708	0.03213430030408842	0.0	0.17047723430552658	0.26721219791762224	0.2322843779205245	0.2884439234890088	0.2298358774495196	0.32290068538848704	0.39272095641032045	0.3764782712457606	0.3297256074126972	0.37179658285382466	0.31189268335347486	0.2984590314846355
S28Hp	0.29290186186584394	0.26725048151913045	0.21817561410767228	0.2167504720288861	0.2528018776259049	0.2534744437620976	0.29109800965548716	0.2954903088326327	0.27516476408920026	0.2799214862863676	0.28877333920448395	0.2941239345584205	0.28303608160283145	0.2444302498004045	0.3101064356578487	0.28333838888943197	0.26942385474954755	0.29022015267261114	0.31147954568145986	0.2651168230820109	0.23708116737336601	0.2827413431060065	0.3541844813233459	0.35330116901051467	0.2535941967185652	0.26760228590429014	0.2939599280434958	0.3676043893710777	0.3013342100398872	0.3047863600376981	0.3111526931553791	0.2666227119856156	0.2021439479616944	0.34758466532106447	0.3402833814025514	0.26653969060679084	0.23862900388980474	0.20733494927687957	0.33113897683730276	0.3167095800316901	0.27729270646626125	0.3602846419855322	0.2578164023985985	0.29868258107801804	0.31201824460387756	0.15169417760972528	0.17047723430552658	0.0	0.13590211514739264	0.10097429515029488	0.21438646942631556	0.15577842338682635	0.24884323132579375	0.3186635023476272	0.30242081718306735	0.2556681533500039	0.2977391287911314	0.23783522929078163	0.22440157742194225
s12pp	0.3896368254779396	0.3639854451312261	0.31491057771976794	0.31348543564098175	0.34953684123800055	0.35020940737419326	0.3878329732675828	0.3922252724447284	0.3718997277012959	0.37665644989846325	0.3855083028165796	0.39085889817051617	0.3797710452149271	0.34116521341250017	0.40684139926994434	0.38007335250152763	0.3661588183616432	0.3869551162847068	0.4082145092935555	0.36185178669410656	0.3338161309854617	0.3794763067181022	0.45091944493544156	0.45003613262261033	0.35032916033066086	0.3643372495163858	0.39069489165559146	0.46433935298317336	0.39806917365198285	0.40152132364979376	0.40788765676747474	0.36335767559771126	0.2988789115737901	0.4443196289331601	0.43701834501464704	0.3632746542188865	0.3353639675019004	0.3040699128889752	0.4278739404493984	0.41344454364378574	0.3740276700783569	0.45701960559762783	0.35455136601069415	0.3954175446901137	0.4087532082159732	0.24842914122182094	0.26721219791762224	0.13590211514739264	0.0	0.13020497822727575	0.3111214330384112	0.252513386998922	0.34557819493788944	0.41539846595972285	0.399155780795163	0.3524031169620996	0.3944740924032271	0.3345701929028773	0.3211365410340379
s10pp	0.3547090054808419	0.3290576251341284	0.27998275772267023	0.27855761564388404	0.31460902124090284	0.31528158737709555	0.3529051532704851	0.35729745244763067	0.3369719077041982	0.34172862990136554	0.3505804828194819	0.35593107817341846	0.3448432252178294	0.30623739341540246	0.37191357927284663	0.3451455325044299	0.3312309983645455	0.3520272962876091	0.3732866892964578	0.32692396669700885	0.29888831098836394	0.34454848672100447	0.41599162493834385	0.4151083126255126	0.3154013403335631	0.3294094295192881	0.35576707165849375	0.4294115329860756	0.3631413536548851	0.36659350365269605	0.37295983677037703	0.3284298556006135	0.26395109157669233	0.4093918089360624	0.40209052501754927	0.32834683422178873	0.30043614750480263	0.2691420928918775	0.3929461204523007	0.378516723646688	0.3390998500812592	0.42209178560053007	0.31962354601359644	0.360489724693016	0.37382538821887545	0.2135013212247232	0.2322843779205245	0.10097429515029488	0.13020497822727575	0.0	0.2761936130413135	0.2175855670018243	0.31065037494079173	0.38047064596262514	0.3642279607980653	0.3174752969650019	0.35954627240612935	0.29964237290577955	0.2862087210369402
F29H1	0.3151658432791604	0.2895144629324469	0.24043959552098876	0.23901445344220262	0.2750658590392214	0.27573842517541414	0.3133619910688037	0.31775429024594926	0.29742874550251674	0.30218546769968413	0.31103732061780043	0.316387915971737	0.305300063016148	0.26669423121372104	0.3323704170711652	0.3056023703027485	0.2916878361628641	0.3124841340859277	0.3337435270947764	0.2873808044953274	0.3055035033057394	0.35116367903837986	0.42260681725571925	0.421723504942888	0.32201653265093855	0.3360246218366635	0.36238226397586915	0.436026725303451	0.3697565459722605	0.37320869597007145	0.3795750290877524	0.33504504791798895	0.2705662838940678	0.4160070012534378	0.40870571733492467	0.3349620265391642	0.307051339822178	0.2757572852092529	0.3995613127696761	0.3851319159640634	0.3457150423986346	0.42870697791790546	0.32623873833097183	0.3671049170103914	0.38044058053625085	0.26966086679320755	0.2884439234890088	0.21438646942631556	0.3111214330384112	0.2761936130413135	0.0	0.07316298536113244	0.27110721273911026	0.3409274837609437	0.3246847985963839	0.27793213476332046	0.32000311020444794	0.26009921070409814	0.24666555883525876
S31Hp	0.2565577972396712	0.2309064168929577	0.18183154948149954	0.1804064074027134	0.2164578129997322	0.21713037913592492	0.2547539450293145	0.25914624420646004	0.23882069946302759	0.24357742166019491	0.25242927457831127	0.25777986993224783	0.24669201697665877	0.20808618517423183	0.273762371031676	0.2469943242632593	0.23307979012337487	0.25387608804643846	0.2751354810552872	0.22877275845583817	0.24689545726625017	0.2925556329988907	0.36399877121623003	0.3631154589033988	0.26340848661144933	0.27741657579717427	0.30377421793637993	0.37741867926396183	0.3111484999327713	0.31460064993058223	0.3209669830482632	0.27643700187849973	0.21195823785457857	0.3573989552139486	0.3500976712954355	0.27635398049967497	0.24844329378268887	0.2171492391697637	0.3409532667301869	0.3265238699245742	0.2871069963591454	0.3700989318784163	0.2676306922914827	0.30849687097090217	0.3218325344967617	0.21105282075371834	0.2298358774495196	0.15577842338682635	0.252513386998922	0.2175855670018243	0.07316298536113244	0.0	0.21249916669962104	0.28231943772145446	0.26607675255689467	0.21932408872383125	0.2613950641649587	0.20149116466460892	0.18805751279576954
S4Hp	0.28116011634814897	0.2555087360014354	0.20643386858997725	0.20500872651119112	0.26694145559691085	0.26761402173310356	0.3052375876264931	0.3096298868036387	0.28930434206020617	0.29406106425737355	0.30291291717548985	0.3082635125294264	0.2971756595738374	0.25856982777141047	0.32424601362885463	0.2974779668604379	0.2835634327205535	0.3043597306436171	0.3256191236524658	0.2792564010530168	0.3399602652052176	0.38562044093785813	0.45706357915519746	0.45618026684236623	0.35647329455041676	0.3704813837361417	0.39683902587534736	0.47048348720292926	0.40421330787173876	0.40766545786954966	0.41403179098723064	0.36950180981746716	0.305023045793546	0.45046376315291603	0.44316247923440294	0.3694187884386424	0.34150810172165624	0.31021404710873113	0.4340180746691543	0.41958867786354165	0.3801718042981128	0.46316373981738373	0.36069550023045005	0.4015616789098696	0.4148973424357291	0.30411762869268577	0.32290068538848704	0.24884323132579375	0.34557819493788944	0.31065037494079173	0.27110721273911026	0.21249916669962104	0.0	0.24212767717804634	0.22588499201348652	0.17913232818042313	0.28599738327343643	0.22609348377308663	0.21265983190424725
S15Hp	0.3509803873699824	0.32532900702326883	0.27625413961181067	0.27482899753302453	0.33676172661874426	0.33743429275493697	0.3750578586483265	0.3794501578254721	0.3591246130820396	0.36388133527920696	0.37273318819732326	0.3780837835512598	0.3669959305956708	0.3283900987932439	0.39406628465068805	0.36729823788227134	0.3533837037423869	0.3741800016654505	0.3954393946742992	0.3490766720748502	0.409780536227051	0.45544071195969155	0.5268838501770309	0.5260005378641996	0.4262935655722502	0.4403016547579751	0.4666592968971808	0.5403037582247627	0.47403357889357217	0.4774857288913831	0.48385206200906405	0.4393220808393006	0.3748433168153794	0.5202840341747494	0.5129827502562363	0.4392390594604758	0.41132837274348966	0.38003431813056454	0.5038383456909877	0.48940894888537506	0.4499920753199462	0.5329840108392172	0.43051577125228346	0.471381949931703	0.48471761345756254	0.3739378997145192	0.39272095641032045	0.3186635023476272	0.41539846595972285	0.38047064596262514	0.3409274837609437	0.28231943772145446	0.24212767717804634	0.0	0.24307002964863028	0.19631736581556686	0.35581765429526985	0.29591375479492005	0.28248010292608067
31009	0.33473770220542254	0.30908632185870905	0.2600114544472509	0.2585863123684647	0.3205190414541844	0.3211916075903771	0.3588151734837667	0.36320747266091225	0.3428819279174798	0.3476386501146471	0.3564905030327635	0.36184109838670003	0.35075324543111097	0.31214741362868403	0.3778235994861282	0.3510555527177115	0.3371410185778271	0.35793731650089067	0.3791967095097394	0.3328339869102904	0.3935378510624912	0.43919802679513176	0.510641165012471	0.5097578526996398	0.41005088040769033	0.42405896959341527	0.45041661173262093	0.5240610730602029	0.4577908937290124	0.46124304372682323	0.4676093768445042	0.42307939567474073	0.35860063165081957	0.5040413490101896	0.49674006509167656	0.42299637429591597	0.39508568757892987	0.3637916329660047	0.4875956605264279	0.47316626372081527	0.4337493901553864	0.5167413256746574	0.4142730860877237	0.45513926476714317	0.46847492829300275	0.35769521454995934	0.3764782712457606	0.30242081718306735	0.399155780795163	0.3642279607980653	0.3246847985963839	0.26607675255689467	0.22588499201348652	0.24307002964863028	0.0	0.15203436966362383	0.33957496913071006	0.27967106963036026	0.2662374177615208
S3Hp	0.2879850383723591	0.2623336580256456	0.21325879061418745	0.21183364853540132	0.27376637762112105	0.2744389437573137	0.31206250965070326	0.3164548088278489	0.2961292640844164	0.30088598628158375	0.3097378391997001	0.31508843455363666	0.3040005815980476	0.2653947497956206	0.33107093565306484	0.30430288888464807	0.29038835474476365	0.3111846526678273	0.33244404567667596	0.286081323077227	0.34678518722942775	0.39244536296206833	0.46388850117940766	0.46300518886657643	0.3632982165746269	0.3773063057603519	0.40366394789955756	0.47730840922713946	0.41103822989594896	0.41449037989375986	0.42085671301144084	0.37632673184167736	0.31184796781775614	0.45728868517712623	0.44998740125861314	0.3762437104628526	0.3483330237458665	0.3170389691329413	0.4408429966933645	0.42641359988775185	0.386996726322323	0.46998866184159394	0.3675204222546603	0.4083866009340798	0.4217222644599393	0.3109425507168959	0.3297256074126972	0.2556681533500039	0.3524031169620996	0.3174752969650019	0.27793213476332046	0.21932408872383125	0.17913232818042313	0.19631736581556686	0.15203436966362383	0.0	0.29282230529764663	0.23291840579729683	0.21948475392845745
F22H1A	0.2804913360764385	0.254839955729725	0.20576508831826684	0.2347640070394597	0.3158373530622485	0.3165099191984412	0.35413348509183074	0.35852578426897636	0.3382002395255439	0.34295696172271123	0.3518088146408276	0.35715940999476414	0.3460715570391751	0.3074657252367481	0.3731419110941923	0.34637386432577555	0.33245933018589113	0.3532556281089548	0.37451502111780344	0.3281522985183545	0.3888561626705552	0.4345163384031958	0.5059594766205351	0.505076164307704	0.40536919201575444	0.4193772812014794	0.44573492334068504	0.5193793846682669	0.45310920533707644	0.45656135533488734	0.4629276884525683	0.41839770728280484	0.3539189432588836	0.4993596606182537	0.4920583766997406	0.4183146859039801	0.390403999186994	0.35910994457406875	0.482913972134492	0.4684845753288793	0.4290677017634505	0.5120596372827214	0.4095913976957878	0.4504575763752073	0.4637932399010668	0.3530135261580234	0.37179658285382466	0.2977391287911314	0.3944740924032271	0.35954627240612935	0.32000311020444794	0.2613950641649587	0.28599738327343643	0.35581765429526985	0.33957496913071006	0.29282230529764663	0.0	0.17975197630819173	0.21199105163253684
F6H1	0.22058743657608873	0.1949360562293752	0.14586118881791704	0.1748601075391099	0.2559334535618987	0.2566060196980914	0.29422958559148094	0.29862188476862656	0.2782963400251941	0.28305306222236143	0.2919049151404778	0.29725551049441434	0.2861676575388253	0.24756182573639832	0.3132380115938425	0.28646996482542575	0.27255543068554133	0.293351728608605	0.31461112161745364	0.2682483990180047	0.32895226317020543	0.374612438902846	0.44605557712018534	0.4451722648073541	0.34546529251540464	0.3594733817011296	0.38583102384033524	0.45947548516791714	0.39320530583672664	0.39665745583453754	0.4030237889522185	0.35849380778245504	0.2940150437585338	0.4394557611179039	0.4321544771993908	0.3584107864036303	0.3305000996866442	0.29920604507371895	0.4230100726341422	0.4085806758285295	0.3691638022631007	0.4521557377823716	0.349687498195438	0.3905536768748575	0.403889340400717	0.2931096266576736	0.31189268335347486	0.23783522929078163	0.3345701929028773	0.29964237290577955	0.26009921070409814	0.20149116466460892	0.22609348377308663	0.29591375479492005	0.27967106963036026	0.23291840579729683	0.17975197630819173	0.0	0.15208715213218704
S26Hp	0.1888681160851113	0.1632167357383978	0.11414186832693962	0.16142645567027053	0.24249980169305935	0.24317236782925203	0.28079593372264156	0.2851882328997872	0.26486268815635466	0.26961941035352205	0.27847126327163835	0.2838218586255749	0.2727340056699859	0.23412817386755894	0.29980435972500313	0.27303631295658637	0.25912177881670195	0.2799180767397656	0.30117746974861426	0.2548147471491653	0.31551861130136605	0.3611787870340066	0.4326219252513459	0.4317386129385147	0.3320316406465652	0.34603972983229014	0.3723973719714958	0.4460418332990777	0.3797716539678872	0.3832238039656981	0.3895901370833791	0.3450601559136156	0.28058139188969444	0.4260221092490645	0.4187208253305514	0.34497713453479084	0.31706644781780474	0.28577239320487957	0.40957642076530276	0.3951470239596901	0.35573015039426126	0.4387220859135322	0.33625384632659855	0.37712002500601804	0.39045568853187756	0.2796759747888342	0.2984590314846355	0.22440157742194225	0.3211365410340379	0.2862087210369402	0.24666555883525876	0.18805751279576954	0.21265983190424725	0.28248010292608067	0.2662374177615208	0.21948475392845745	0.21199105163253684	0.15208715213218704	0.0
