	w1pp	s1pp	S14Hp	F6H1	f1pp	S17H1	F7H1	w14pp	f22ppB	s2pp	f2pp	w2pp	w9pp	f30pp	s23pp	w23pp	S19H1	s28pp	f28pp	w28pp	F14H1B	S3Hp	f14ppA	S1Hp	F1H1	w22pp	f22ppA	s22pp	f19pp	f13pp	w32pp	s32pp	w20pp	w8pp	w6pp	S12Hp	f32pp	w13pp	F16H1	S26Hp	w25pp	s25pp	w16pp	f25pp	f16ppB	f16ppA	f31pp	S8Hp	f15pp	S16H2	S20H1	s17pp	w17pp	f24pp	w30pp	s30pp	w24pp	f26pp	w26pp	f20ppA	w15pp	S2Hp	w19pp	s29pp	w29pp	w21pp	s21pp	f23ppA	f18pp	f6ppB	f20ppB	s31pp	S15Hp	f17ppA	F14H1A	f21pp	F23HpA	f7pp	f9pp	f6ppA	f12ppA	f12ppB	f8pp	f14ppB	w12pp	w18pp	S27H1	s27pp	w27pp	w3pp	s3pp	w4pp	f4pp	F8H1	s12pp	S21H1	w7pp	F32H1	S22Hp	f23ppB	w10pp	S13Hp	S28Hp	S18H1	F3H1	f17ppB	f10pp	S4Hp	S9H1	s24pp	w31pp	f11pp	w11pp	S11Hp	F29H1
w24pp	0.1686004003281026	0.22525314796519708	0.30757448983966706	0.3279541152727499	0.1349858351022882	0.3496277295845085	0.30221308803046076	0.16625558945211538	0.1977945705148692	0.11737717150458343	0.13706867438908965	0.1419792160552134	0.16244508460125992	0.18602671360598313	0.2874926842140691	0.2156437411401505	0.36436584492234236	0.2354656553437946	0.22804905298138484	0.22001703893423413	0.32104388460256966	0.3096150654317888	0.14320939690978846	0.2395953173360174	0.3067770025408335	0.20386669206333757	0.15510731069477923	0.1980954832185193	0.12049621261824876	0.19278129397209307	0.2769947611530932	0.2814610287910002	0.2593537733529779	0.2196992042610546	0.22904709330317938	0.25294507867693206	0.16472961613300868	0.1858284678368466	0.3659903895477496	0.326673705374833	0.17802075456652833	0.20794458973876265	0.1670440142020188	0.13931884958908353	0.17906099460523217	0.15879292607255835	0.15852143283802467	0.26134350939320516	0.1472214844018888	0.32464121828251535	0.3064069906873744	0.15429861151121876	0.12459058636049132	0.04337437995765965	0.1753900321422987	0.1369637196931768	0.0	0.0970845040543675	0.10733373735254192	0.1256852005714106	0.18042985508407078	0.2255297494030115	0.1633262207038234	0.23041694320415712	0.18677553911654407	0.2229170970604522	0.19826513972767093	0.12782176928785813	0.16621355906688257	0.10322313982898684	0.19673354458199635	0.20293013086711512	0.3117797543498793	0.2594669341191681	0.3331676629699492	0.19252491621738443	0.24616069208157867	0.11216070068505836	0.16710824326024154	0.1347832501109957	0.161950035246838	0.1466189449695165	0.16281297974861159	0.16194850766646465	0.20448540804579468	0.16015378852953785	0.3148686737343651	0.17172446683611664	0.1591682203905891	0.1721087183003439	0.16618343690743018	0.16558282842862	0.11107957252162554	0.22068550900768613	0.20499664557989217	0.8350902169091536	0.228889722360413	0.3652301454838985	0.3352371254718639	0.22091562685698146	0.1572979933631472	0.26611992391628564	0.3090114723562481	0.3137005915958189	0.3071211605742681	0.1976835110028674	0.19169958622496813	0.31986783283422654	0.3331514252095682	0.25631704363219154	0.1797635896542734	0.17211452383348647	0.12763585023213303	0.30126461293625373	0.33539871867000737
f26pp	0.19955270518280604	0.2562054528199005	0.3385267946943705	0.35890642012745333	0.16593813995699164	0.3805800344392119	0.3331653928851642	0.1972078943068188	0.2287468753695726	0.14832947635928684	0.16802097924379308	0.1729315209099168	0.19339738945596335	0.21697901846068657	0.3184449890687725	0.24659604599485394	0.3953181497770458	0.26641796019849806	0.25900135783608824	0.25096934378893754	0.35199618945727307	0.3405673702864922	0.17416170176449186	0.2705476221907208	0.3377293073955369	0.23481899691804098	0.18605961554948267	0.22904778807322274	0.15144851747295218	0.2237335988267965	0.3079470660077966	0.3124133336457036	0.2903060782076813	0.250651509115758	0.2599993981578828	0.28389738353163546	0.1956819209877121	0.21678077269155	0.396942694402453	0.3576260102295364	0.20897305942123176	0.23889689459346608	0.19799631905672221	0.17027115444378696	0.21001329945993558	0.18974523092726175	0.1894737376927281	0.29229581424790857	0.17817378925659227	0.3555935231372188	0.3373592955420779	0.18525091636592222	0.15554289121519477	0.09498917888258802	0.2451026211784272	0.2066763087293053	0.0970845040543675	0.0	0.10009231116616506	0.15663750542611404	0.21138215993877418	0.2564820542577149	0.19427852555852682	0.2613692480588605	0.2177278439712475	0.2538694019151556	0.22921744458237436	0.15877407414256156	0.197165863921586	0.13417544468369025	0.22768584943669978	0.23388243572181855	0.3427320592045827	0.2904192389738715	0.3641199678246526	0.22347722107208784	0.2771129969362821	0.14311300553976178	0.19806054811494495	0.16573555496569914	0.1929023401015414	0.1775712498242199	0.193765284603315	0.19290081252116809	0.2354377129004981	0.19110609338424128	0.3458209785890685	0.20267677169082005	0.1901205252452925	0.20306102315504734	0.1971357417621336	0.1965351332833234	0.14203187737632894	0.25163781386238954	0.23594895043459557	0.866042521763857	0.2598420272151164	0.3961824503386019	0.3661894303265673	0.25186793171168487	0.18825029821785064	0.29707222877098904	0.3399637772109515	0.34465289645052233	0.3380734654289715	0.2286358158575708	0.22265189107967154	0.35082013768892994	0.3641037300642716	0.28726934848689495	0.21071589450897682	0.2030668286881899	0.15858815508683646	0.33221691779095713	0.36635102352471083
w26pp	0.20980193848098044	0.2664546861180749	0.3487760279925449	0.36915565342562773	0.17618737325516604	0.39082926773738635	0.3434146261833386	0.2074571276049932	0.238996108667747	0.15857870965746126	0.1782702125419675	0.1831807542080912	0.20364662275413775	0.22722825175886097	0.32869422236694695	0.25684527929302836	0.4055673830752202	0.27666719349667246	0.2692505911342627	0.26121857708711194	0.3622454227554475	0.35081660358466665	0.18441093506266626	0.2807968554888952	0.3479785406937113	0.2450682302162154	0.1963088488476571	0.23929702137139713	0.16169775077112658	0.2339828321249709	0.31819629930597104	0.32266256694387807	0.3005553115058557	0.26090074241393246	0.2702486314560572	0.29414661682980986	0.20593115428588651	0.22703000598972442	0.4071919277006274	0.36787524352771084	0.2192222927194062	0.24914612789164048	0.20824555235489664	0.18052038774196139	0.22026253275810997	0.19999446422543615	0.19972297099090253	0.30254504754608297	0.18842302255476667	0.3658427564353932	0.3476085288402523	0.19550014966409662	0.16579212451336917	0.10523841218076244	0.25535185447660164	0.2169255420274797	0.10733373735254192	0.10009231116616506	0.0	0.16688673872428844	0.2216313932369486	0.2667312875558893	0.20452775885670124	0.2716184813570349	0.2279770772694219	0.26411863521333	0.23946667788054876	0.16902330744073596	0.20741509721976042	0.14442467798186467	0.23793508273487418	0.24413166901999295	0.3529812925027571	0.3006684722720459	0.374369201122827	0.23372645437026227	0.2873622302344565	0.1533622388379362	0.20830978141311934	0.17598478826387354	0.2031515733997158	0.1878204831223943	0.2040145179014894	0.20315004581934248	0.2456869461986725	0.20135532668241568	0.35607021188724297	0.21292600498899447	0.20036975854346692	0.21331025645322177	0.207384975060308	0.20678436658149782	0.15228111067450337	0.261887047160564	0.24619818373277	0.8762917550620314	0.2700912605132908	0.4064316836367763	0.37643866362474177	0.26211716500985927	0.19849953151602506	0.30732146206916344	0.3502130105091259	0.3549021297486967	0.34832269872714594	0.23888504915574524	0.23290112437784596	0.36106937098710434	0.37435296336244606	0.2975185817850694	0.22096512780715122	0.2133160619863643	0.16883738838501086	0.34246615108913153	0.3766002568228852
f20ppA	0.196405374578138	0.2530581222152325	0.3353794640897025	0.35575908952278534	0.1627908093523236	0.3774327038345439	0.3300180622804962	0.1940605637021508	0.2255995447649046	0.14518214575461885	0.16487364863912507	0.1697841903052488	0.1902500588512953	0.21383168785601853	0.3152976584641045	0.24344871539018592	0.3921708191723778	0.26327062959383	0.25585402723142026	0.24782201318426952	0.3488488588526051	0.3374200396818242	0.17101437115982385	0.26740029158605283	0.3345819767908689	0.231671666313373	0.18291228494481465	0.2259004574685547	0.14830118686828417	0.22058626822212846	0.3047997354031286	0.30926600304103563	0.2871587476030133	0.24750417851109002	0.25685206755321477	0.2807500529269674	0.1925345903830441	0.213633442086882	0.393795363797785	0.3544786796248684	0.20582572881656375	0.23574956398879804	0.19484898845205423	0.16712382383911895	0.20686596885526756	0.18659790032259374	0.20060219845038998	0.30342427500557045	0.18930225001425416	0.3667219838948807	0.34848775629973977	0.1963793771235841	0.16667135197285665	0.12358987539963115	0.27370331769547035	0.23527700524634843	0.1256852005714106	0.15663750542611404	0.16688673872428844	0.0	0.1424932156324044	0.18759310995134512	0.16034501867077222	0.22743574117110593	0.18379433708349288	0.21993589502740102	0.19528393769461974	0.14108231697081391	0.19401853331691798	0.13102811407902226	0.22453851883203174	0.2307351051171505	0.33958472859991473	0.28727190836920347	0.3609726372199846	0.22032989046741985	0.27396566633161407	0.13996567493509376	0.19491321751027693	0.1625882243610311	0.18975500949687338	0.1744239192195519	0.19061795399864698	0.18975348191650004	0.2322903822958301	0.18795876277957324	0.34267364798440053	0.19952944108615206	0.1869731946406245	0.19991369255037933	0.19398841115746557	0.1933878026786554	0.13888454677166095	0.24849048325772155	0.2328016198299276	0.862895191159189	0.2566946966104484	0.3930351197339339	0.3630420997218993	0.24872060110701688	0.18510296761318262	0.29392489816632106	0.3368164466062835	0.34150556584585434	0.3349261348243035	0.22548848525290283	0.21950456047500355	0.34767280708426196	0.3609563994596036	0.28412201788222696	0.20756856390430878	0.19991949808352188	0.15544082448216845	0.3290695871862891	0.3632036929200428
w15pp	0.25115002909079814	0.3078027767278926	0.3901241186023626	0.41050374403544543	0.21753546386498374	0.43217735834720405	0.3847627167931563	0.2488052182148109	0.2803441992775647	0.199926800267279	0.2196183031517852	0.22452884481790894	0.24499471336395545	0.26857634236867867	0.37004231297676465	0.29819336990284606	0.4469154736850379	0.31801528410649016	0.3105986817440804	0.30256666769692964	0.4035935133652652	0.39216469419448435	0.225759025672484	0.32214494609871297	0.38932663130352907	0.28641632082603313	0.2376569394574748	0.2806451119812149	0.20304584138094434	0.27533092273478865	0.35954438991578874	0.36401065755369577	0.34190340211567344	0.30224883302375016	0.31159672206587496	0.3354947074396276	0.24727924489570424	0.26837809659954215	0.44854001831044515	0.40922333413752854	0.2605703833292239	0.2904942185014582	0.24959364296471437	0.22186847835177909	0.26161062336792773	0.2413425548352539	0.25534685296305015	0.35816892951823065	0.2440469045269143	0.42146663840754084	0.4032324108123999	0.25112403163624425	0.2214160064855168	0.1783345299122913	0.3284479722081305	0.2900216597590086	0.18042985508407078	0.21138215993877418	0.2216313932369486	0.1424932156324044	0.0	0.2332354307001001	0.21508967318343236	0.28218039568376607	0.23853899159615302	0.27468054954006116	0.2500285922072799	0.19582697148347405	0.24876318782957813	0.1857727685916824	0.2792831733446919	0.28547975962981065	0.39432938311257487	0.34201656288186366	0.41571729173264477	0.27507454498008	0.3287103208442742	0.1947103294477539	0.2496578720229371	0.21733287887369127	0.24449966400953355	0.22916857373221206	0.24536260851130715	0.2444981364291602	0.28703503680849024	0.2427034172922334	0.39741830249706067	0.2542740955988122	0.24171784915328465	0.25465834706303947	0.24873306567012574	0.24813245719131555	0.1936292012843211	0.3032351377703817	0.2875462743425877	0.9176398456718491	0.31143935112310855	0.44777977424659404	0.41778675423455947	0.303465255619677	0.23984762212584276	0.3486695526789812	0.39156110111894366	0.3962502203585145	0.38967078933696364	0.28023313976556297	0.2742492149876637	0.4024174615969221	0.41570105397226376	0.3388666723948871	0.2623132184169689	0.254664152596182	0.21018547899482856	0.38381424169894923	0.4179483474327029
S2Hp	0.2962499234097389	0.3529026710468333	0.4352240129213033	0.45560363835438616	0.26263535818392447	0.47727725266614474	0.429862611112097	0.2939051125337516	0.32544409359650545	0.24502669458621967	0.2647181974707259	0.26962873913684965	0.2900946076828962	0.3136762366876194	0.4151422072957054	0.34329326422178674	0.4920153680039786	0.36311517842543084	0.35569857606302113	0.3476665620158704	0.44869340768420596	0.4372645885134251	0.2708589199914247	0.3672448404176537	0.43442652562246975	0.33151621514497387	0.28275683377641553	0.32574500630015557	0.24814573569988502	0.32043081705372933	0.4046442842347294	0.40911055187263645	0.3870032964346142	0.34734872734269084	0.35669661638481565	0.3805946017585683	0.292379139214645	0.31347799091848283	0.4936399126293859	0.4543232284564692	0.3056702776481646	0.3355941128203989	0.2946935372836551	0.2669683726707198	0.3067105176868684	0.2864424491541946	0.30044674728199083	0.40326882383717133	0.28914679884585504	0.4665665327264816	0.44833230513134065	0.296223925955185	0.26651590080445753	0.223434424231232	0.37354786652707117	0.3351215540779493	0.2255297494030115	0.2564820542577149	0.2667312875558893	0.18759310995134512	0.2332354307001001	0.0	0.2601895675023731	0.32728029000270675	0.28363888591509373	0.31978044385900184	0.2951284865262206	0.2409268658024148	0.29386308214851886	0.2308726629106231	0.3243830676636326	0.3305796539487514	0.4394292774315156	0.38711645720080434	0.4608171860515855	0.3201744392990207	0.37381021516321494	0.23981022376669464	0.2947577663418778	0.262432773192632	0.2895995583284742	0.27426846805115274	0.2904625028302478	0.2895980307481009	0.332134931127431	0.2878033116111741	0.44251819681600135	0.2993739899177529	0.28681774347222533	0.2997582413819802	0.29383295998906644	0.2932323515102563	0.2387290956032618	0.34833503208932237	0.3326461686615284	0.9627397399907899	0.3565392454420493	0.4928796685655348	0.46288664855350015	0.34856514993861776	0.2849475164447835	0.39376944699792193	0.4366609954378844	0.4413501146774552	0.4347706836559043	0.32533303408450365	0.31934910930660443	0.44751735591586284	0.46080094829120444	0.3839665667138278	0.3074131127359096	0.2997640469151227	0.25528537331376927	0.42891413601788997	0.4630482417516436
w19pp	0.23404639471055078	0.29069914234764527	0.37302048422211526	0.3934001096551981	0.20043182948473637	0.41507372396695663	0.36765908241290896	0.23170158383456355	0.26324056489731734	0.18282316588703162	0.20251466877153784	0.20742521043766157	0.22789107898370808	0.2514727079884313	0.3529386785965173	0.2810897355225987	0.42981183930479055	0.3009116497262428	0.29349504736383303	0.2854630333166823	0.38648987898501785	0.375061059814237	0.20865539129223662	0.3050413117184656	0.37222299692328165	0.26931268644578576	0.22055330507722742	0.26354147760096747	0.18594220700069697	0.25822728835454123	0.3424407555355414	0.3469070231734484	0.32479976773542607	0.2851451986435028	0.29449308768562754	0.3183910730593802	0.23017561051545687	0.2512744622192948	0.4314363839301978	0.39211969975728117	0.24346674894897652	0.27339058412121087	0.232490008584467	0.20476484397153172	0.24450698898768036	0.22423892045500654	0.23824321858280278	0.3410652951379832	0.22694327014666693	0.4043630040272935	0.3861287764321526	0.23402039725599688	0.20431237210526942	0.16123089553204392	0.3113443378278831	0.2729180253787612	0.1633262207038234	0.19427852555852682	0.20452775885670124	0.16034501867077222	0.21508967318343236	0.2601895675023731	0.0	0.23332133681131872	0.1896799327237057	0.2258214906676138	0.20116953333483256	0.17872333710322671	0.23165955344933076	0.16866913421143503	0.26217953896444457	0.26837612524956334	0.3772257487323275	0.32491292850161624	0.3986136573523974	0.2579709105998326	0.3116066864640269	0.17760669506750654	0.23255423764268973	0.2002292444934439	0.22739602962928618	0.2120649393519647	0.22825897413105978	0.22739450204891284	0.2699314024282429	0.22559978291198604	0.3803146681168133	0.23717046121856483	0.22461421477303728	0.2375547126827921	0.23162943128987837	0.23102882281106818	0.17652556690407373	0.2861315033901343	0.27044263996234036	0.9005362112916018	0.2943357167428612	0.4306761398663467	0.4006831198543121	0.28636162123942965	0.2227439877455954	0.33156591829873383	0.3744574667386963	0.3791465859782671	0.3725671549567163	0.2631295053853156	0.2571455806074163	0.38531382721667473	0.3985974195920164	0.32176303801463974	0.24520958403672155	0.23756051821593463	0.1930818446145812	0.36671060731870186	0.4008447130524555
s29pp	0.3011371172108845	0.3577898648479789	0.44011120672244897	0.46049083215553177	0.2675225519850701	0.4821644464672904	0.43474980491324267	0.2987923063348973	0.33033128739765105	0.24991388838736533	0.26960539127187155	0.27451593293799526	0.2949818014840418	0.318563430488765	0.420029401096851	0.3481804580229324	0.49690256180512427	0.3680023722265765	0.36058576986416674	0.352553755817016	0.45358060148535156	0.4421517823145707	0.2757461137925703	0.3721320342187993	0.4393137194236154	0.3364034089461195	0.28764402757756113	0.33063220010130123	0.2530329295010307	0.325318010854875	0.4095314780358751	0.4139977456737821	0.3918904902357598	0.3522359211438365	0.3615838101859613	0.38548179555971396	0.2972663330157906	0.3183651847196285	0.4985271064305315	0.4592104222576149	0.31055747144931023	0.3404813066215445	0.2995807310848007	0.27185556647186543	0.3115977114880141	0.29132964295534025	0.3053339410831365	0.408156017638317	0.29403399264700064	0.4714537265276272	0.45321949893248625	0.3011111197563306	0.27140309460560313	0.22832161803237763	0.37843506032821683	0.34000874787909496	0.23041694320415712	0.2613692480588605	0.2716184813570349	0.22743574117110593	0.28218039568376607	0.32728029000270675	0.23332133681131872	0.0	0.10468620621405662	0.2655414592898253	0.24088950195704403	0.24581405960356043	0.29875027594966447	0.23575985671176874	0.3292702614647782	0.335466847749897	0.4443164712326612	0.39200365100195	0.4657043798527311	0.32506163310016634	0.37869740896436055	0.24469741756784025	0.29964496014302344	0.2673199669937776	0.2944867521296199	0.2791556618522984	0.2953496966313935	0.2944852245492465	0.3370221249285766	0.2926905054123198	0.447405390617147	0.30426118371889854	0.291704937273371	0.3046454351831258	0.2987201537902121	0.2981195453114019	0.24361628940440744	0.35322222589046803	0.33753336246267407	0.9676269337919354	0.3614264392431949	0.4977668623666804	0.4677738423546458	0.35345234373976336	0.2898347102459291	0.39865664079906754	0.44154818923903	0.4462373084786008	0.43965787745705	0.3302202278856493	0.32423630310775003	0.45240454971700844	0.4656881420923501	0.38885376051497345	0.31230030653705526	0.30465124071626837	0.2601725671149149	0.43380132981903563	0.46793543555278927
w29pp	0.25749571312327146	0.3141484607603659	0.3964698026348359	0.41684942806791875	0.22388114789745703	0.4385230423796773	0.3911084008256296	0.2551509022472842	0.28668988331003803	0.20627248429975226	0.2259639871842585	0.23087452885038223	0.25134039739642877	0.274922026401152	0.376387997009238	0.3045390539353193	0.4532611577175112	0.3243609681389634	0.3169443657765537	0.30891235172940296	0.40993919739773854	0.3985103782269577	0.23210470970495728	0.3284906301311863	0.39567231533600233	0.29276200485850645	0.2440026234899481	0.28699079601368815	0.2093915254134176	0.2816766067672619	0.365890073948262	0.37035634158616904	0.34824908614814676	0.3085945170562234	0.31794240609834823	0.3418403914721009	0.25362492892817756	0.2747237806320154	0.4548857023429185	0.4155690181700018	0.2669160673616972	0.2968399025339315	0.2559393269971877	0.2282141623842524	0.267956307400401	0.24768823886772717	0.2616925369955234	0.3645146135507039	0.2503925885593876	0.42781232244001416	0.40957809484487323	0.25746971566871757	0.22776169051799008	0.18468021394476458	0.33479365624060375	0.2963673437914819	0.18677553911654407	0.2177278439712475	0.2279770772694219	0.18379433708349288	0.23853899159615302	0.28363888591509373	0.1896799327237057	0.10468620621405662	0.0	0.22190005520221226	0.19724809786943098	0.20217265551594737	0.25510887186205145	0.1921184526241557	0.2856288573771652	0.29182544366228397	0.4006750671450482	0.3483622469143369	0.4220629757651181	0.28142022901255326	0.3350560048767475	0.20105601348022722	0.25600355605541036	0.22367856290616456	0.2508453480420068	0.23551425776468532	0.2517082925437804	0.2508438204616335	0.29338072084096356	0.2490491013247067	0.40376398652953394	0.26061977963128546	0.24806353318575794	0.2610040310955128	0.25507874970259903	0.25447814122378887	0.1999748853167944	0.30958082180285496	0.293891958375061	0.9239855297043225	0.3177850351555819	0.45412545827906736	0.42413243826703273	0.30981093965215034	0.24619330615831608	0.3550152367114545	0.397906785151417	0.4025959043909878	0.3960164733694369	0.28657882379803623	0.280594899020137	0.4087631456293954	0.422046738004737	0.34521235642736037	0.2686589024494422	0.2610098366286553	0.21653116302730185	0.39015992573142255	0.4242940314651762
w21pp	0.2936372710671796	0.350290018704274	0.43261136057874405	0.45299098601182686	0.26002270584136516	0.4746646003235855	0.42724995876953775	0.29129246019119237	0.32283144125394614	0.24241404224366042	0.26210554512816664	0.26701608679429034	0.2874819553403369	0.3110635843450601	0.4125295549531461	0.3406806118792275	0.48940271566141935	0.3605025260828716	0.3530859237204618	0.34505390967331107	0.44608075534164665	0.4346519361708658	0.2682462676488654	0.3646321880750944	0.4318138732799105	0.32890356280241456	0.2801441814338562	0.3231323539575963	0.24553308335732577	0.3178181647111701	0.40203163189217017	0.4064978995300772	0.38439064409205487	0.3447360750001316	0.3540839640422564	0.37798194941600904	0.28976648687208567	0.3108653385759236	0.4910272602868266	0.45171057611390997	0.3030576253056053	0.3329814604778396	0.2920808849410958	0.2643557203281605	0.30409786534430916	0.28382979681163534	0.2978340949394316	0.4006561714946121	0.28653414650329573	0.46395388038392227	0.44571965278878134	0.2936112736126257	0.2639032484618982	0.22082177188867272	0.3709352141845119	0.33250890173539005	0.2229170970604522	0.2538694019151556	0.26411863521333	0.21993589502740102	0.27468054954006116	0.31978044385900184	0.2258214906676138	0.2655414592898253	0.22190005520221226	0.0	0.1903320008033655	0.2383142134598555	0.29125042980595955	0.22826001056806383	0.3217704153210733	0.3279670016061921	0.4368166250889563	0.3845038048582451	0.4582045337090262	0.3175617869564614	0.37119756282065564	0.23719757142413533	0.29214511399931853	0.25982012085007267	0.286986905985915	0.2716558157085935	0.2878498504876886	0.2869853784055416	0.32952227878487167	0.28519065926861487	0.4399055444734421	0.29676133757519363	0.2842050911296661	0.2971455890394209	0.2912203076465072	0.290619699167697	0.23611644326070252	0.3457223797467631	0.33003351631896916	0.9601270876482306	0.35392659309949	0.49026701622297547	0.4602739962109409	0.34595249759605845	0.2823348641022242	0.3911567946553626	0.4340483430953251	0.4387374623348959	0.43215803131334507	0.3227203817419444	0.3167364569640451	0.44490470357330353	0.4581882959486452	0.38135391437126853	0.30480046039335035	0.29715139457256345	0.25267272097120996	0.4263014836753307	0.46043558940908436
s21pp	0.26898531373439827	0.32563806137149276	0.4079594032459628	0.4283390286790456	0.2353707485085839	0.4500126429908042	0.4025980014367565	0.26664050285841107	0.2981794839211649	0.21776208491087912	0.23745358779538536	0.2423641294615091	0.26282999800755563	0.28641162701227885	0.3878775976203648	0.31602865454644624	0.4647507583286381	0.33585056875009034	0.3284339663876805	0.3204019523405298	0.42142879800886535	0.4099999788380845	0.24359431031608414	0.3399802307423131	0.4071619159471292	0.30425160546963326	0.25549222410107497	0.298480396624815	0.22088112602454446	0.2931662073783888	0.3773796745593889	0.38184594219729595	0.35973868675927356	0.32008411766735034	0.3294320067094751	0.35332999208322774	0.26511452953930437	0.28621338124314233	0.4663753029540453	0.4270586187811287	0.27840566797282407	0.30832950314505836	0.2674289276083145	0.23970376299537927	0.27944590801152785	0.25917783947885403	0.2731821376066503	0.3760042141618308	0.2618821891705144	0.439301923051141	0.4210676954560001	0.2689593162798444	0.23925129112911694	0.19616981455589144	0.34628325685173067	0.30785694440260875	0.19826513972767093	0.22921744458237436	0.23946667788054876	0.19528393769461974	0.2500285922072799	0.2951284865262206	0.20116953333483256	0.24088950195704403	0.19724809786943098	0.1903320008033655	0.0	0.21366225612707423	0.2665984724731783	0.20360805323528255	0.29711845798829206	0.3033150442734108	0.412164667756175	0.3598518475254638	0.4335525763762449	0.2929098296236802	0.3465456054878744	0.21254561409135408	0.2674931566665372	0.23516816351729142	0.26233494865313367	0.24700385837581218	0.26319789315490727	0.26233342107276036	0.30487032145209036	0.26053870193583356	0.41525358714066085	0.2721093802424124	0.2595531337968848	0.27249363170663965	0.2665683503137259	0.26596774183491567	0.21146448592792125	0.32107042241398187	0.3053815589861879	0.9354751303154493	0.3292746357667087	0.46561505889019417	0.43562203887815965	0.32130054026327715	0.25768290676944294	0.3665048373225813	0.4093963857625438	0.4140855050021146	0.4075060739805638	0.29806842440916315	0.2920844996312638	0.4202527462405222	0.43353633861586394	0.3567019570384873	0.28014850306056904	0.27249943723978215	0.22802076363842871	0.40164952634254936	0.43578363207630305
f23ppA	0.19854194329458552	0.25519469093168	0.33751603280615	0.35789565823923286	0.1649273780687711	0.3795692725509914	0.3321546309969437	0.1961971324185983	0.2277361134813521	0.14731871447106634	0.1670102173555726	0.1719207590216963	0.19238662756774283	0.21596825657246604	0.31743422718055203	0.24558528410663344	0.3943073878888253	0.26540719831027754	0.2579905959478678	0.24995858190071701	0.3509854275690526	0.33955660839827173	0.17315093987627134	0.26953686030250035	0.3367185455073164	0.23380823502982048	0.18504885366126217	0.2280370261850022	0.15043775558473166	0.22272283693857597	0.30693630411957606	0.3114025717574831	0.2892953163194608	0.2496407472275375	0.2589886362696623	0.28288662164341494	0.1946711590994916	0.2157700108033295	0.39593193251423253	0.35661524834131586	0.20796229753301126	0.23788613270524556	0.19698555716850172	0.16926039255556646	0.20900253757171505	0.18873446903904123	0.20273876716683747	0.30556084372201797	0.19143881873070165	0.3688585526113282	0.3506243250161873	0.1985159458400316	0.16880792068930414	0.12572644411607864	0.2758398864119178	0.23741357396279594	0.12782176928785813	0.15877407414256156	0.16902330744073596	0.14108231697081391	0.19582697148347405	0.2409268658024148	0.17872333710322671	0.24581405960356043	0.20217265551594737	0.2383142134598555	0.21366225612707423	0.0	0.1961551020333655	0.13316468279546975	0.22667508754847926	0.23287167383359803	0.34172129731636225	0.289408477085651	0.36310920593643214	0.22246645918386734	0.2761022350480616	0.14210224365154128	0.19704978622672442	0.16472479307747862	0.19189157821332087	0.17656048793599938	0.19275452271509447	0.19189005063294756	0.2344269510122776	0.19009533149602076	0.344810216700848	0.20166600980259955	0.189109763357072	0.20205026126682685	0.19612497987391309	0.1955243713951029	0.14102111548810844	0.250627051974169	0.23493818854637508	0.8650317598756365	0.25883126532689593	0.3951716884503814	0.3651786684383468	0.2508571698234644	0.18723953632963014	0.2960614668827686	0.33895301532273103	0.34364213456230186	0.33706270354075096	0.22762505396935032	0.22164112919145104	0.3498093758007095	0.3630929681760511	0.2862585865986744	0.2097051326207563	0.20205606679996937	0.15757739319861594	0.3312061559027366	0.36534026163649025
f18pp	0.2171408004632083	0.27379354810030276	0.3561148899747728	0.3764945154078556	0.1835262352373939	0.3981681297196142	0.3507534881655665	0.21479598958722107	0.2463349706499749	0.16591757163968912	0.18560907452419537	0.1905196161903191	0.21098548473636564	0.23456711374108885	0.3360330843491748	0.26418414127525625	0.4129062450574481	0.28400605547890034	0.2765894531164905	0.2685574390693398	0.36958428473767535	0.3581554655668945	0.19174979704489414	0.2881357174711231	0.3553174026759392	0.25240709219844326	0.20364771082988495	0.24663588335362502	0.16903661275335446	0.24132169410719878	0.32553516128819887	0.3300014289261059	0.30789417348808357	0.2682396043961603	0.2775874934382851	0.30148547881203774	0.21327001626811437	0.23436886797195228	0.4145307896828553	0.37521410550993867	0.22656115470163404	0.25648498987386836	0.2155844143371245	0.18785924972418924	0.22760139474033786	0.20733332620766404	0.24113055694586194	0.34395263350104244	0.2298306085097261	0.4072503423903527	0.38901611479521175	0.23690773561905604	0.20719971046832858	0.1641182338951031	0.3142316761909423	0.2758053637418204	0.16621355906688257	0.197165863921586	0.20741509721976042	0.19401853331691798	0.24876318782957813	0.29386308214851886	0.23165955344933076	0.29875027594966447	0.25510887186205145	0.29125042980595955	0.2665984724731783	0.1961551020333655	0.0	0.08977645714287968	0.21511629835473983	0.2213128846398586	0.3301625081226228	0.27784968789191156	0.3515504167426927	0.21090766999012792	0.26454344585432216	0.13054345445780186	0.18549099703298502	0.1531660038837392	0.18033278901958147	0.16500169874225998	0.18119573352135507	0.19672937567992355	0.23926627605925355	0.19493465654299674	0.349649541747824	0.2065053348495755	0.19394908840404795	0.2068895863138028	0.20096430492088907	0.20036369644207885	0.1458604405350844	0.255466377021145	0.23977751359335103	0.8698710849226124	0.26367059037387186	0.40001101349735735	0.37001799348532277	0.2556964948704403	0.1920788613766061	0.3009007919297445	0.34379234036970696	0.3484814596092778	0.34190202858772695	0.23246437901632627	0.226480454238427	0.3546487008476854	0.36793229322302706	0.2910979116456504	0.22830398978937905	0.22065492396859215	0.17617625036723872	0.34980501307135936	0.38393911880511306
