	S27H1	S11Hp	31232	530050	S30H1	S15Hp	S21H1	31379	S23Hp	530055	530163	31452	S12Hp	31750	S3Hp	S7Hp	F22HpB	S16H2	S19H1	S14Hp	31700	F8H1	S1Hp	S6Hp	F1H1	F14H1A	F6H1	F16H1	F14H1B	F7H1	31021	S2Hp	S22Hp	31749	31009	f15pp	w24pp	w32pp	w16pp	w15pp	s23pp	w29pp	f11pp	w3pp	w31pp	w23pp	w10pp	w1pp	w26pp	w19pp	w14pp	f30pp	f26pp	w27pp	w22pp	w7pp	w25pp	f24pp	w11pp	S25Hp	31160	s24H1	F22H1A	S13Hp	530295	F29H1	S10H1	S4Hp	S26Hp
f11pp	0.5646789104375279	0.5881550243613465	0.582577755748627	0.5922511423703584	0.6050811823220263	0.5445506481108773	0.5829425559173694	0.6097503254866332	0.4902313330640464	0.5872560522184884	0.6037446561796885	0.634107307584562	0.6037905371092513	0.5885420845536358	0.6295850701351715	0.6215826653126285	0.5786803584505118	0.6625929136096875	0.616901041764375	0.6269476669282432	0.5799990115375586	0.5999074327882665	0.5380479302199637	0.6204043738925541	0.6590704085266222	0.6181637616607174	0.6069989177302642	0.6386922109731271	0.5770065435045755	0.6332233358482143	0.634073119409261	0.6238462969824463	0.6553553319620613	0.6756223485305184	0.4670491900345946	0.09158157438835815	0.08514310461541248	0.10210321347978384	0.08529538044563746	0.060417441038859265	0.09483441922142798	0.06085922548231269	0.0	0.057367914222893134	0.07163094629806736	0.05980429027729285	0.0764665089740624	0.05882814574182456	0.053490466125804915	0.08287930713944011	0.08251126295028191	0.08113779998573423	0.0814043152339792	0.08465152212724994	0.08003691743857844	0.07694700995138468	0.08421399051962733	0.08117162435934736	0.07384408759873076	0.4677617088389569	0.6112596192120223	0.5962045922934269	0.6330026559148005	0.5998483449221876	0.5634464002960549	0.5702876446890232	0.5452408283749225	0.5629162048716735	0.5210213018218322
w3pp	0.5553514829555256	0.5788275968793442	0.5732503282666247	0.582923714888356	0.595753754840024	0.535223220628875	0.5736151284353671	0.6004228980046309	0.4809039055820441	0.5779286247364861	0.5944172286976862	0.6247798801025597	0.594463109627249	0.5792146570716334	0.6202576426531692	0.6122552378306262	0.5693529309685095	0.6532654861276852	0.6075736142823727	0.6176202394462409	0.5706715840555563	0.5905800053062642	0.5287205027379613	0.6110769464105518	0.6497429810446199	0.6088363341787151	0.5976714902482618	0.6293647834911248	0.5676791160225731	0.623895908366212	0.6247456919272587	0.614518869500444	0.646027904480059	0.6662949210485161	0.4577217625525923	0.08225414690635582	0.07581567713341014	0.0927757859977815	0.07596795296363512	0.051090013556856925	0.09097231688198282	0.056997123142867534	0.057367914222893134	0.0	0.06230351881606503	0.050476862795290525	0.06713908149206008	0.049500718259822225	0.044163038643802575	0.07355187965743776	0.07318383546827956	0.07181037250373189	0.07207688775197685	0.07532409464524759	0.07070948995657611	0.06761958246938235	0.07488656303762498	0.071844196877345	0.06451666011672844	0.4584342813569546	0.60193219173002	0.5868771648114246	0.6236752284327982	0.5905209174401853	0.5541189728140525	0.5609602172070208	0.5359134008929202	0.5535887773896712	0.5116938743398298
w31pp	0.5503717580219322	0.5738478719457507	0.5682706033330313	0.5779439899547626	0.5907740299064306	0.5302434956952815	0.5686354035017737	0.5954431730710374	0.47592418064845066	0.5729488998028927	0.5894375037640928	0.6198001551689662	0.5894833846936556	0.57423493213804	0.6152779177195757	0.6072755128970327	0.564373206034916	0.6482857611940918	0.6025938893487792	0.6126405145126474	0.5656918591219628	0.5856002803726708	0.5237407778043679	0.6060972214769583	0.6447632561110265	0.6038566092451216	0.5926917653146684	0.6243850585575313	0.5626993910889797	0.6189161834326186	0.6197659669936653	0.6095391445668505	0.6410481795464655	0.6613151961149226	0.45274203761899884	0.07727442197276238	0.07083595219981671	0.08779606106418807	0.07098822803004169	0.06460878105434584	0.10523534895715705	0.07126015521804177	0.07163094629806736	0.06230351881606503	0.0	0.039458891952474456	0.056121110649244	0.038482747417006156	0.039183313710209146	0.06857215472384434	0.06820411053468614	0.06683064757013846	0.06709716281838343	0.07034436971165417	0.06572976502298267	0.0626398575357889	0.06990683810403156	0.06686447194375159	0.059536935183135	0.45345455642336113	0.5969524667964266	0.5818974398778312	0.6186955034992048	0.5855411925065919	0.5491392478804591	0.5559804922734274	0.5309336759593267	0.5486090524560777	0.5067141494062364
w23pp	0.5385451020011577	0.5620212159249762	0.5564439473122568	0.5661173339339881	0.5789473738856561	0.518416839674507	0.5568087474809992	0.583616517050263	0.4640975246276762	0.5611222437821182	0.5776108477433183	0.6079734991481918	0.5776567286728811	0.5624082761172655	0.6034512616988013	0.5954488568762583	0.5525465500141415	0.6364591051733173	0.5907672333280047	0.600813858491873	0.5538652031011884	0.5737736243518963	0.5119141217835934	0.5942705654561838	0.632936600090252	0.5920299532243471	0.5808651092938939	0.6125584025367569	0.5508727350682052	0.6070895274118441	0.6079393109728908	0.5977124885460761	0.629221523525691	0.6494885400941481	0.44091538159822435	0.06544776595198788	0.05900929617904221	0.07596940504341355	0.05916157200926719	0.052782125033571325	0.09340869293638254	0.05943349919726726	0.05980429027729285	0.050476862795290525	0.039458891952474456	0.0	0.0377146782251333	0.020076314992895458	0.027356657689434637	0.05674549870306982	0.05637745451391162	0.055003991549363945	0.05527050679760891	0.05851771369087965	0.05390310900220816	0.0508132015150144	0.05808018208325704	0.05503781592297707	0.04771027916236049	0.44162790040258665	0.5851258107756521	0.5700707838570567	0.6068688474784303	0.5737145364858174	0.5373125918596846	0.5441538362526529	0.5191070199385522	0.5367823964353032	0.4948874933854619
w10pp	0.5552073206979272	0.5786834346217458	0.5731061660090263	0.5827795526307576	0.5956095925824256	0.5350790583712766	0.5734709661777687	0.6002787357470325	0.4807597433244457	0.5777844624788877	0.5942730664400878	0.6246357178449613	0.5943189473696506	0.579070494814035	0.6201134803955708	0.6121110755730278	0.5692087687109111	0.6531213238700868	0.6074294520247743	0.6174760771886425	0.5705274217979579	0.5904358430486658	0.528576340480363	0.6109327841529534	0.6495988187870215	0.6086921719211167	0.5975273279906634	0.6292206212335264	0.5675349537649748	0.6237517461086136	0.6246015296696603	0.6143747072428456	0.6458837422224606	0.6661507587909177	0.4575776002949939	0.08210998464875743	0.07567151487581175	0.0926316237401831	0.07582379070603673	0.06944434373034088	0.11007091163315208	0.0760957178940368	0.0764665089740624	0.06713908149206008	0.056121110649244	0.0377146782251333	0.0	0.03246716310669121	0.044018876386204185	0.07340771739983937	0.07303967321068117	0.0716662102461335	0.07193272549437846	0.0751799323876492	0.07056532769897772	0.06747542021178396	0.07474240078002659	0.07170003461974661	0.06437249785913005	0.4582901190993562	0.6017880294724216	0.5867330025538262	0.6235310661751998	0.5903767551825869	0.5539748105564541	0.5608160549494224	0.5357692386353218	0.5534446151320728	0.5115497120822314
w1pp	0.5375689574656893	0.5610450713895079	0.5554678027767884	0.5651411893985198	0.5779712293501877	0.5174406951390387	0.5558326029455308	0.5826403725147946	0.4631213800922078	0.5601460992466498	0.5766347032078499	0.6069973546127234	0.5766805841374127	0.5614321315817972	0.6024751171633329	0.5944727123407899	0.5515704054786732	0.6354829606378489	0.5897910887925364	0.5998377139564046	0.55288905856572	0.5727974798164279	0.5109379772481251	0.5932944209207155	0.6319604555547836	0.5910538086888788	0.5798889647584256	0.6115822580012885	0.5498965905327369	0.6061133828763757	0.6069631664374224	0.5967363440106077	0.6282453789902227	0.6485123955586798	0.439939237062756	0.06447162141651958	0.05803315164357391	0.07499326050794526	0.05818542747379889	0.05180598049810303	0.09243254840091425	0.05845735466179896	0.05882814574182456	0.049500718259822225	0.038482747417006156	0.020076314992895458	0.03246716310669121	0.0	0.02638051315396634	0.05576935416760152	0.05540130997844332	0.05402784701389565	0.054294362262140614	0.05754156915541135	0.05292696446673986	0.0498370569795461	0.05710403754778874	0.05406167138750877	0.04673413462689219	0.44065175586711836	0.5841496662401837	0.5690946393215883	0.6058927029429619	0.572738391950349	0.5363364473242163	0.5431776917171846	0.5181308754030839	0.5358062518998349	0.49391134884999355
w26pp	0.5253558520462898	0.5488319659701083	0.5432546973573888	0.5529280839791202	0.5657581239307883	0.5052275897196391	0.5436194975261313	0.5704272670953952	0.45090827467280825	0.5479329938272504	0.5644215977884504	0.5947842491933237	0.5644674787180131	0.5492190261623977	0.5902620117439334	0.5822596069213903	0.5393573000592736	0.6232698552184492	0.5775779833731367	0.5876246085370049	0.5406759531463203	0.5605843743970285	0.4987248718287255	0.5810813155013159	0.6197473501353841	0.5788407032694791	0.5676758593390259	0.5993691525818889	0.5376834851133373	0.5939002774569762	0.5947500610180229	0.5845232385912081	0.6160322735708232	0.6362992901392803	0.42772613164335643	0.05225851599711997	0.04582004622417429	0.06278015508854565	0.04597232205439927	0.04646830088208339	0.0870948687848946	0.05311967504577931	0.053490466125804915	0.044163038643802575	0.039183313710209146	0.027356657689434637	0.044018876386204185	0.02638051315396634	0.0	0.03419314855061999	0.033825104361461786	0.03245164139691411	0.03271815664515908	0.04025115138404835	0.03563654669537686	0.0325466392081831	0.03981361977642574	0.03677125361614576	0.02944371685552918	0.4284386504477187	0.5719365608207841	0.5568815339021888	0.5936795975235625	0.5605252865309494	0.5241233419048167	0.530964586297785	0.5059177699836843	0.5235931464804353	0.481698243430594
w19pp	0.5547446930599249	0.5782208069837435	0.572643538371024	0.5823169249927553	0.5951469649444234	0.5346164307332743	0.5730083385397664	0.5998161081090303	0.4802971156864434	0.5773218348408855	0.5938104388020855	0.6241730902069589	0.5938563197316482	0.5786078671760329	0.6196508527575686	0.6116484479350255	0.5687461410729088	0.6526586962320844	0.6069668243867719	0.6170134495506401	0.5700647941599555	0.5899732154106636	0.5281137128423606	0.6104701565149511	0.6491361911490192	0.6082295442831143	0.597064700352661	0.6287579935955241	0.5670723261269724	0.6232891184706113	0.624138902031658	0.6139120796048433	0.6454211145844584	0.6656881311529155	0.4571149726569916	0.08164735701075515	0.07520888723780948	0.09216899610218084	0.07536116306803446	0.07585714189571857	0.11648370979852979	0.0825085160594145	0.08287930713944011	0.07355187965743776	0.06857215472384434	0.05674549870306982	0.07340771739983937	0.05576935416760152	0.03419314855061999	0.0	0.05702396849243577	0.05565050552788808	0.05591702077613306	0.06963999239768354	0.06502538770901205	0.06193548022181829	0.06920246079006093	0.06616009462978095	0.05883255786916437	0.45782749146135393	0.6013254018344193	0.5862703749158239	0.6230684385371976	0.5899141275445845	0.5535121829184518	0.5603534273114201	0.5353066109973195	0.5529819874940705	0.5110870844442291
w14pp	0.5543766488707668	0.5778527627945853	0.5722754941818659	0.5819488808035972	0.5947789207552652	0.5342483865441161	0.5726402943506083	0.599448063919872	0.47992907149728525	0.5769537906517272	0.5934423946129274	0.6238050460178008	0.5934882755424902	0.5782398229868746	0.6192828085684103	0.6112804037458673	0.5683780968837506	0.6522906520429264	0.6065987801976138	0.616645405361482	0.5696967499707974	0.5896051712215054	0.5277456686532025	0.6101021123257929	0.6487681469598611	0.6078615000939562	0.596696656163503	0.6283899494063659	0.5667042819378143	0.6229210742814532	0.6237708578424999	0.6135440354156851	0.6450530703953001	0.6653200869637572	0.45674692846783344	0.08127931282159695	0.07484084304865128	0.09180095191302264	0.07499311887887626	0.07548909770656037	0.11611566560937159	0.0821404718702563	0.08251126295028191	0.07318383546827956	0.06820411053468614	0.05637745451391162	0.07303967321068117	0.05540130997844332	0.033825104361461786	0.05702396849243577	0.0	0.04453614232105056	0.04480265756929552	0.06927194820852534	0.06465734351985385	0.061567436032660086	0.06883441660090273	0.06579205044062275	0.05846451368000617	0.45745944727219573	0.6009573576452611	0.5859023307266658	0.6227003943480394	0.5895460833554265	0.5531441387292937	0.559985383122262	0.5349385668081613	0.5526139433049123	0.510719040255071
f30pp	0.553003185906219	0.5764792998300375	0.5709020312173181	0.5805754178390494	0.5934054577907175	0.5328749235795683	0.5712668313860605	0.5980746009553244	0.4785556085327375	0.5755803276871796	0.5920689316483796	0.622431583053253	0.5921148125779423	0.5768663600223269	0.6179093456038627	0.6099069407813196	0.5670046339192029	0.6509171890783785	0.6052253172330659	0.6152719423969342	0.5683232870062496	0.5882317082569577	0.5263722056886547	0.6087286493612452	0.6473946839953133	0.6064880371294084	0.5953231931989551	0.6270164864418182	0.5653308189732665	0.6215476113169054	0.6223973948779521	0.6121705724511374	0.6436796074307525	0.6639466239992096	0.45537346550328567	0.07990584985704927	0.0734673800841036	0.09042748894847495	0.07361965591432858	0.0741156347420127	0.1147422026448239	0.08076700890570862	0.08113779998573423	0.07181037250373189	0.06683064757013846	0.055003991549363945	0.0716662102461335	0.05402784701389565	0.03245164139691411	0.05565050552788808	0.04453614232105056	0.0	0.03181105640945442	0.06789848524397765	0.06328388055530616	0.0601939730681124	0.06746095363635504	0.06441858747607507	0.05709105071545849	0.456085984307648	0.5995838946807134	0.584528867762118	0.6213269313834917	0.5881726203908786	0.5517706757647459	0.5586119201577142	0.5335651038436136	0.5512404803403645	0.5093455772905232
f26pp	0.553269701154464	0.5767458150782826	0.5711685464655631	0.5808419330872945	0.5936719730389626	0.5331414388278134	0.5715333466343056	0.5983411162035694	0.47882212378098254	0.5758468429354247	0.5923354468966247	0.622698098301498	0.5923813278261874	0.577132875270572	0.6181758608521077	0.6101734560295646	0.5672711491674479	0.6511837043266235	0.605491832481311	0.6155384576451792	0.5685898022544946	0.5884982235052028	0.5266387209368998	0.6089951646094902	0.6476611992435584	0.6067545523776534	0.5955897084472002	0.6272830016900632	0.5655973342215116	0.6218141265651504	0.6226639101261972	0.6124370876993824	0.6439461226789975	0.6642131392474546	0.4556399807515307	0.08017236510529424	0.07373389533234857	0.09069400419671993	0.07388617116257355	0.07438214999025766	0.11500871789306888	0.0810335241539536	0.0814043152339792	0.07207688775197685	0.06709716281838343	0.05527050679760891	0.07193272549437846	0.054294362262140614	0.03271815664515908	0.05591702077613306	0.04480265756929552	0.03181105640945442	0.0	0.06816500049222263	0.06355039580355114	0.06046048831635738	0.06772746888460002	0.06468510272432004	0.057357565963703463	0.456352499555893	0.5998504099289584	0.584795383010363	0.6215934466317368	0.5884391356391236	0.552037191012991	0.5588784354059593	0.5338316190918586	0.5515069955886096	0.5096120925387683
w27pp	0.5565169080477348	0.5799930219715533	0.5744157533588339	0.5840891399805652	0.5969191799322333	0.5363886457210841	0.5747805535275763	0.6015883230968402	0.4820693306742533	0.5790940498286954	0.5955826537898954	0.6259453051947688	0.5956285347194581	0.5803800821638427	0.6214230677453785	0.6134206629228354	0.5705183560607187	0.6544309112198943	0.6087390393745817	0.61878566453845	0.5718370091477654	0.5917454303984735	0.5298859278301705	0.612242371502761	0.6509084061368291	0.6100017592709241	0.5988369153404709	0.630530208583334	0.5688445411147823	0.6250613334584212	0.6259111170194679	0.6156842945926532	0.6471933295722683	0.6674603461407254	0.45888718764480146	0.08341957199856498	0.07698110222561931	0.09394121108999066	0.07713337805584429	0.0776293568835284	0.11825592478633962	0.08428073104722433	0.08465152212724994	0.07532409464524759	0.07034436971165417	0.05851771369087965	0.0751799323876492	0.05754156915541135	0.04025115138404835	0.06963999239768354	0.06927194820852534	0.06789848524397765	0.06816500049222263	0.0	0.06379557341519423	0.060705665928000474	0.06797264649624313	0.06493028033596315	0.05760274357534656	0.45959970644916376	0.6030976168222292	0.5880425899036338	0.6248406535250075	0.5916863425323944	0.5552843979062617	0.56212564229923	0.5370788259851293	0.5547542024818803	0.512859299432039
w22pp	0.5519023033590632	0.5753784172828817	0.5698011486701623	0.5794745352918936	0.5923045752435616	0.5317740410324125	0.5701659488389047	0.5969737184081685	0.4774547259855817	0.5744794451400237	0.5909680491012238	0.6213307005060973	0.5910139300307866	0.575765477475171	0.6168084630567068	0.6088060582341638	0.5659037513720471	0.6498163065312228	0.6041244346859103	0.6141710598497785	0.5672224044590939	0.5871308257098018	0.5252713231414989	0.6076277668140894	0.6462938014481575	0.6053871545822527	0.5942223106517994	0.6259156038946624	0.5642299364261107	0.6204467287697496	0.6212965123307963	0.6110696899039816	0.6425787248835966	0.6628457414520537	0.4542725829561299	0.0788049673098935	0.07236649753694782	0.08932660640131918	0.0725187733671728	0.07301475219485692	0.11364132009766811	0.07966612635855283	0.08003691743857844	0.07070948995657611	0.06572976502298267	0.05390310900220816	0.07056532769897772	0.05292696446673986	0.03563654669537686	0.06502538770901205	0.06465734351985385	0.06328388055530616	0.06355039580355114	0.06379557341519423	0.0	0.03518386467549704	0.05605579454415074	0.05301342838387076	0.04568589162325418	0.4549851017604922	0.5984830121335576	0.5834279852149622	0.6202260488363358	0.5870717378437229	0.5506697932175901	0.5575110376105584	0.5324642212964578	0.5501395977932088	0.5082446947433674
w7pp	0.5488123958718695	0.572288509795688	0.5667112411829686	0.5763846278046999	0.5892146677563679	0.5286841335452188	0.567076041351711	0.5938838109209748	0.47436481849838796	0.57138953765283	0.5878781416140301	0.6182407930189036	0.5879240225435929	0.5726755699879773	0.613718555569513	0.60571615074697	0.5628138438848533	0.6467263990440291	0.6010345271987165	0.6110811523625848	0.5641324969719002	0.5840409182226081	0.5221814156543052	0.6045378593268956	0.6432038939609638	0.6022972470950589	0.5911324031646057	0.6228256964074687	0.561140028938917	0.6173568212825559	0.6182066048436026	0.6079797824167879	0.6394888173964028	0.6597558339648599	0.45118267546893615	0.07571505982269974	0.06927659004975406	0.08623669891412541	0.06942886587997904	0.06992484470766316	0.11055141261047435	0.07657621887135907	0.07694700995138468	0.06761958246938235	0.0626398575357889	0.0508132015150144	0.06747542021178396	0.0498370569795461	0.0325466392081831	0.06193548022181829	0.061567436032660086	0.0601939730681124	0.06046048831635738	0.060705665928000474	0.03518386467549704	0.0	0.05296588705695698	0.049923520896677	0.042595984136060416	0.4518951942732985	0.5953931046463639	0.5803380777277685	0.6171361413491421	0.5839818303565292	0.5475798857303964	0.5544211301233647	0.529374313809264	0.547049690306015	0.5051547872561737
w25pp	0.5560793764401122	0.5795554903639307	0.5739782217512113	0.5836516083729426	0.5964816483246107	0.5359511141134615	0.5743430219199537	0.6011507914892176	0.4816317990666307	0.5786565182210728	0.5951451221822728	0.6255077735871462	0.5951910031118355	0.5799425505562201	0.6209855361377559	0.6129831313152128	0.570080824453096	0.6539933796122717	0.6083015077669591	0.6183481329308274	0.5713994775401428	0.5913078987908509	0.5294483962225479	0.6118048398951383	0.6504708745292065	0.6095642276633015	0.5983993837328483	0.6300926769757114	0.5684070095071597	0.6246238018507986	0.6254735854118453	0.6152467629850306	0.6467557979646457	0.6670228145331027	0.45844965603717885	0.08298204039094237	0.0765435706179967	0.09350367948236805	0.07669584644822168	0.07719182527590579	0.117818393178717	0.08384319943960172	0.08421399051962733	0.07488656303762498	0.06990683810403156	0.05808018208325704	0.07474240078002659	0.05710403754778874	0.03981361977642574	0.06920246079006093	0.06883441660090273	0.06746095363635504	0.06772746888460002	0.06797264649624313	0.05605579454415074	0.05296588705695698	0.0	0.05362539119512562	0.04629785443450903	0.45916217484154115	0.6026600852146066	0.5876050582960112	0.6244031219173849	0.5912488109247718	0.5548468662986391	0.5616881106916074	0.5366412943775067	0.5543166708742577	0.5124217678244164
f24pp	0.5530370102798322	0.5765131242036508	0.5709358555909313	0.5806092422126626	0.5934392821643306	0.5329087479531815	0.5713006557596737	0.5981084253289375	0.4785894329063507	0.5756141520607927	0.5921027560219928	0.6224654074268663	0.5921486369515556	0.57690018439594	0.6179431699774758	0.6099407651549328	0.5670384582928161	0.6509510134519918	0.6052591416066793	0.6153057667705475	0.5683571113798629	0.5882655326305708	0.5264060300622679	0.6087624737348584	0.6474285083689265	0.6065218615030217	0.5953570175725684	0.6270503108154314	0.5653646433468797	0.6215814356905186	0.6224312192515653	0.6122043968247506	0.6437134318043656	0.6639804483728227	0.4554072898768989	0.0799396742306624	0.07350120445771673	0.09046131332208808	0.0736534802879417	0.07414945911562582	0.11477602701843703	0.08080083327932175	0.08117162435934736	0.071844196877345	0.06686447194375159	0.05503781592297707	0.07170003461974661	0.05406167138750877	0.03677125361614576	0.06616009462978095	0.06579205044062275	0.06441858747607507	0.06468510272432004	0.06493028033596315	0.05301342838387076	0.049923520896677	0.05362539119512562	0.0	0.037291359112297924	0.4561198086812612	0.5996177190543266	0.5845626921357312	0.6213607557571048	0.5882064447644919	0.5518045001383591	0.5586457445313274	0.5335989282172268	0.5512743047139778	0.5093794016641364
w11pp	0.5457094735192156	0.5691855874430342	0.5636083188303147	0.573281705452046	0.5861117454037141	0.525581211192565	0.5639731189990571	0.590780888568321	0.4712618961457341	0.5682866153001762	0.5847752192613762	0.6151378706662496	0.5848211001909389	0.5695726476353236	0.6106156332168593	0.6026132283943162	0.5597109215321995	0.6436234766913751	0.5979316048460626	0.6079782300099308	0.5610295746192462	0.5809379958699543	0.5190784933016513	0.6014349369742418	0.6401009716083099	0.599194324742405	0.5880294808119517	0.6197227740548148	0.5580371065862632	0.614253898929902	0.6151036824909487	0.604876860064134	0.6363858950437491	0.6566529116122062	0.4480797531162823	0.07261213747004583	0.06617366769710015	0.0831337765614715	0.06632594352732513	0.06682192235500925	0.10744849025782044	0.07347329651870516	0.07384408759873076	0.06451666011672844	0.059536935183135	0.04771027916236049	0.06437249785913005	0.04673413462689219	0.02944371685552918	0.05883255786916437	0.05846451368000617	0.05709105071545849	0.057357565963703463	0.05760274357534656	0.04568589162325418	0.042595984136060416	0.04629785443450903	0.037291359112297924	0.0	0.4487922719206446	0.59229018229371	0.5772351553751146	0.6140332189964883	0.5808789080038752	0.5444769633777425	0.5513182077707108	0.5262713914566102	0.5439467679533612	0.5020518649035198
S25Hp	0.2117723651909399	0.23524847911475838	0.22967121050203898	0.23934459712377038	0.25217463707543836	0.1916441028642892	0.2300360106707814	0.2568437802400453	0.1373247878174584	0.2343495069719005	0.25083811093310054	0.281200762337974	0.2508839918626633	0.23563553930704784	0.2766785248885836	0.2686761200660405	0.2257738132039238	0.3096863683630995	0.26399449651778695	0.2740411216816552	0.22709246629097057	0.2470008875416786	0.18514138497337568	0.2674978286459661	0.30616386328003425	0.26525721641412936	0.2540923724836761	0.28578566572653913	0.22409999825798743	0.28031679060162634	0.28116657416267304	0.2709397517358583	0.30244878671547337	0.32271580328393046	0.11414264478800662	0.44826423720382363	0.441825767430878	0.45878587629524936	0.44197804326110296	0.4607395435952354	0.5013661114980467	0.4673909177589313	0.4677617088389569	0.4584342813569546	0.45345455642336113	0.44162790040258665	0.4582901190993562	0.44065175586711836	0.4284386504477187	0.45782749146135393	0.45745944727219573	0.456085984307648	0.456352499555893	0.45959970644916376	0.4549851017604922	0.4518951942732985	0.45916217484154115	0.4561198086812612	0.4487922719206446	0.0	0.25835307396543433	0.24329804704683894	0.2800961106682126	0.24694179967559957	0.21053985504946687	0.21738109944243517	0.19233428312833442	0.21000965962508547	0.1681147565752441
31160	0.29916933001465107	0.32264544393846956	0.31706817532575016	0.32674156194748155	0.33957160189914953	0.2790410676880004	0.31743297549449256	0.34424074506375646	0.2247217526411696	0.32174647179561167	0.3382350757568117	0.36859772716168515	0.3382809566863745	0.323032504130759	0.36407548971229475	0.3560730848897517	0.31317077802763504	0.39708333318681066	0.3513914613414981	0.36143808650536635	0.31448943111468175	0.33439785236538977	0.27253834979708685	0.3548947934696773	0.39356082810374543	0.35265418123784054	0.3414893373073873	0.3731826305502503	0.3114969630816986	0.3677137554253375	0.3685635389863842	0.3583367165595695	0.38984575153918455	0.41011276810764163	0.23658352321077078	0.591762147576889	0.5853236778039433	0.6022837866683147	0.5854759536341684	0.6042374539683008	0.644864021871112	0.6108888281319967	0.6112596192120223	0.60193219173002	0.5969524667964266	0.5851258107756521	0.6017880294724216	0.5841496662401837	0.5719365608207841	0.6013254018344193	0.6009573576452611	0.5995838946807134	0.5998504099289584	0.6030976168222292	0.5984830121335576	0.5953931046463639	0.6026600852146066	0.5996177190543266	0.59229018229371	0.25835307396543433	0.0	0.29099386109377967	0.3277919247151533	0.30891087233882775	0.272508927712695	0.30477806426614634	0.2797312479520456	0.2974066244487967	0.2555117213989553
s24H1	0.2841143030960557	0.30759041701987416	0.30201314840715476	0.31168653502888616	0.32451657498055414	0.263986040769405	0.30237794857589717	0.32918571814516107	0.2096667257225742	0.3066914448770163	0.3231800488382163	0.35354270024308976	0.3232259297677791	0.3079774772121636	0.34902046279369936	0.3410180579711563	0.29811575110903965	0.38202830626821527	0.33633643442290273	0.34638305958677096	0.29943440419608636	0.3193428254467944	0.25748332287849146	0.3398397665510819	0.37850580118515004	0.33759915431924514	0.3264343103887919	0.3581276036316549	0.2964419361631032	0.3526587285067421	0.3535085120677888	0.3432816896409741	0.37479072462058916	0.39505774118904624	0.2215284962921754	0.5767071206582937	0.570268650885348	0.5872287597497193	0.570420926715573	0.5891824270497054	0.6298089949525166	0.5958338012134013	0.5962045922934269	0.5868771648114246	0.5818974398778312	0.5700707838570567	0.5867330025538262	0.5690946393215883	0.5568815339021888	0.5862703749158239	0.5859023307266658	0.584528867762118	0.584795383010363	0.5880425899036338	0.5834279852149622	0.5803380777277685	0.5876050582960112	0.5845626921357312	0.5772351553751146	0.24329804704683894	0.29099386109377967	0.0	0.2645613975221101	0.29385584542023235	0.25745390079409963	0.28972303734755095	0.26467622103345023	0.2823515975302013	0.2404566944803599
F22H1A	0.3209123667174293	0.34438848064124783	0.3388112120285284	0.34848459865025977	0.3613146386019278	0.30078410439077863	0.33917601219727084	0.3659837817665347	0.24646478934394783	0.3434895084983899	0.35997811245959	0.39034076386446337	0.3600239933891527	0.34477554083353723	0.38581852641507297	0.37781612159253	0.33491381473041326	0.4188263698895889	0.37313449804427634	0.38318112320814457	0.33623246781745997	0.356140889068168	0.2942813864998651	0.37663783017245556	0.4153038648065237	0.37439721794061875	0.3632323740101655	0.3949256672530286	0.3332399997844769	0.3894567921281158	0.3903065756891625	0.3800797532623478	0.41158878824196277	0.43185580481041985	0.258326559913549	0.6135051842796673	0.6070667145067217	0.624026823371093	0.6072189903369467	0.6259804906710791	0.6666070585738904	0.6326318648347751	0.6330026559148005	0.6236752284327982	0.6186955034992048	0.6068688474784303	0.6235310661751998	0.6058927029429619	0.5936795975235625	0.6230684385371976	0.6227003943480394	0.6213269313834917	0.6215934466317368	0.6248406535250075	0.6202260488363358	0.6171361413491421	0.6244031219173849	0.6213607557571048	0.6140332189964883	0.2800961106682126	0.3277919247151533	0.2645613975221101	0.0	0.33065390904160596	0.2942519644154733	0.3265211009689246	0.30147428465482384	0.3191496611515749	0.27725475810173356
S13Hp	0.2877580557248163	0.3112341696486348	0.30565690103591536	0.31533028765764676	0.3281603276093148	0.2676297933981656	0.3060217012046578	0.33282947077392167	0.21331047835133482	0.31033519750577687	0.326823801466977	0.35718645287185036	0.3268696823965397	0.3116212298409242	0.35266421542245996	0.34466181059991696	0.30175950373780025	0.38567205889697587	0.33998018705166333	0.35002681221553156	0.30307815682484696	0.322986578075555	0.2611270755072521	0.34348351917984254	0.3821495538139107	0.34124290694800574	0.3300780630175525	0.36177135626041557	0.30008568879186387	0.3563024811355028	0.3571522646965495	0.34692544226973476	0.37843447724934975	0.39870149381780684	0.225172248920936	0.5803508732870544	0.5739124035141085	0.5908725123784799	0.5740646793443336	0.592826179678466	0.6334527475812772	0.599477553842162	0.5998483449221876	0.5905209174401853	0.5855411925065919	0.5737145364858174	0.5903767551825869	0.572738391950349	0.5605252865309494	0.5899141275445845	0.5895460833554265	0.5881726203908786	0.5884391356391236	0.5916863425323944	0.5870717378437229	0.5839818303565292	0.5912488109247718	0.5882064447644919	0.5808789080038752	0.24694179967559957	0.30891087233882775	0.29385584542023235	0.33065390904160596	0.0	0.21567102158103604	0.2933667899763116	0.26831997366221083	0.2859953501589619	0.24410044710912052
